"gcf","type","n","weight","facet","db","distance"
"gcf_7553","NRPS",1,1,"BGC class","MIBiG",0.651484465217378
"gcf_7557","RiPPs",1,1,"BGC class","RefSeq",0.476759345777866
"gcf_7557","RiPPs",1,1,"BGC class","MIBiG",0.632818169011079
"gcf_7559","NRPS",1,1,"BGC class","RefSeq",0.0209399617191198
"gcf_7559","NRPS",1,1,"BGC class","MIBiG",0.490485293338587
"gcf_756","Other",21,1,"BGC class","RefSeq",0.229682404715243
"gcf_756","Other",21,1,"BGC class","MIBiG",0.521281772061563
"gcf_7560","Terpenes",1,1,"BGC class","RefSeq",0.508460319099278
"gcf_7560","Terpenes",1,1,"BGC class","MIBiG",0.698897283071387
"gcf_7561","Terpenes",2,1,"BGC class","RefSeq",0.298135599731945
"gcf_7561","Terpenes",2,1,"BGC class","MIBiG",0.573466656556247
"gcf_7563","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_7563","RiPPs",1,1,"BGC class","MIBiG",0.601605269089923
"gcf_7564","Terpenes",2,1,"BGC class","RefSeq",0.288352294918819
"gcf_7564","Terpenes",2,1,"BGC class","MIBiG",0.4026461828363
"gcf_7569","NRPS",1,1,"BGC class","RefSeq",0
"gcf_7569","NRPS",1,1,"BGC class","MIBiG",0.29770088657035
"gcf_757","Terpenes",6,1,"BGC class","RefSeq",0.483726543489894
"gcf_757","Terpenes",6,1,"BGC class","MIBiG",0.855935991592117
"gcf_7570","RiPPs",1,1,"BGC class","RefSeq",0.190561309676571
"gcf_7570","RiPPs",1,1,"BGC class","MIBiG",0.562464964035072
"gcf_7571","Other",1,1,"BGC class","RefSeq",0.509353243738163
"gcf_7571","Other",1,1,"BGC class","MIBiG",0.738208062291856
"gcf_7575","NRPS",1,1,"BGC class","RefSeq",0.000824053744503894
"gcf_7575","NRPS",1,1,"BGC class","MIBiG",0.613835948891168
"gcf_7581","RiPPs",1,1,"BGC class","RefSeq",0.333205140530174
"gcf_7581","RiPPs",1,1,"BGC class","MIBiG",0.764197462101375
"gcf_7582","Other",1,1,"BGC class","RefSeq",0.263540305681341
"gcf_7582","Other",1,1,"BGC class","MIBiG",0.723827614630503
"gcf_7585","RiPPs",1,1,"BGC class","RefSeq",0.241525154728852
"gcf_7585","RiPPs",1,1,"BGC class","MIBiG",0.730320055014703
"gcf_7587","RiPPs",1,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_7587","RiPPs",1,1,"BGC class","MIBiG",0.525590958540074
"gcf_7588","T2/3PKS",1,1,"BGC class","RefSeq",0.4857624536568
"gcf_7588","T2/3PKS",1,1,"BGC class","MIBiG",0.584879296218081
"gcf_7589","NRPS",1,1,"BGC class","RefSeq",0
"gcf_7589","NRPS",1,1,"BGC class","MIBiG",0.526624441257107
"gcf_759","Other",8,1,"BGC class","RefSeq",0.0908074008731417
"gcf_759","Other",8,1,"BGC class","MIBiG",0.216512387102265
"gcf_7596","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_7596","RiPPs",1,1,"BGC class","MIBiG",0.579915974791597
"gcf_7599","NRPS",1,1,"BGC class","RefSeq",0.260356687305276
"gcf_7599","NRPS",1,1,"BGC class","MIBiG",0.445726004526307
"gcf_76","Other",12,1,"BGC class","RefSeq",0.0176344094271172
"gcf_76","Other",12,1,"BGC class","MIBiG",0.59732761511272
"gcf_760","Terpenes",31,1,"BGC class","RefSeq",0.281356154039585
"gcf_760","Terpenes",31,1,"BGC class","MIBiG",0.38101524013008
"gcf_7611","Other",1,1,"BGC class","RefSeq",2.22044604925031e-16
"gcf_7611","Other",1,1,"BGC class","MIBiG",0.731797704041681
"gcf_7615","RiPPs",1,1,"BGC class","RefSeq",0.526752566155343
"gcf_7615","RiPPs",1,1,"BGC class","MIBiG",0.64883937722005
"gcf_7616","RiPPs",3,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_7616","RiPPs",3,1,"BGC class","MIBiG",0.786318979517302
"gcf_7617","Terpenes",1,1,"BGC class","RefSeq",0.428386459497151
"gcf_7617","Terpenes",1,1,"BGC class","MIBiG",0.500681984184963
"gcf_7622","NRPS",1,1,"BGC class","RefSeq",0.628274039561924
"gcf_7622","NRPS",1,1,"BGC class","MIBiG",0.731071901203459
"gcf_7625","Terpenes",1,1,"BGC class","RefSeq",0.290596907778979
"gcf_7625","Terpenes",1,1,"BGC class","MIBiG",0.300328827981333
"gcf_7628","Other",1,1,"BGC class","RefSeq",0.471407705009232
"gcf_7628","Other",1,1,"BGC class","MIBiG",0.534525331874369
"gcf_7629","Other",1,1,"BGC class","RefSeq",0
"gcf_7629","Other",1,1,"BGC class","MIBiG",0.740192378864668
"gcf_763","NRPS",2,1,"BGC class","RefSeq",0.140247404639542
"gcf_763","NRPS",2,1,"BGC class","MIBiG",0.327803836799251
"gcf_7631","NRPS",1,0.5,"BGC class","RefSeq",3.33066907387547e-16
"gcf_7631","NRPS",1,0.5,"BGC class","MIBiG",0.521187996032589
"gcf_7631","Other",1,0.5,"BGC class","RefSeq",3.33066907387547e-16
"gcf_7631","Other",1,0.5,"BGC class","MIBiG",0.521187996032589
"gcf_7634","NRPS",1,0.5,"BGC class","RefSeq",0.24479553340101
"gcf_7634","NRPS",1,0.5,"BGC class","MIBiG",0.276815791282591
"gcf_7634","T1PKS",1,0.5,"BGC class","RefSeq",0.24479553340101
"gcf_7634","T1PKS",1,0.5,"BGC class","MIBiG",0.276815791282591
"gcf_7641","NRPS",1,0.5,"BGC class","RefSeq",0.184317279655526
"gcf_7641","NRPS",1,0.5,"BGC class","MIBiG",0.222741622138969
"gcf_7641","Other",1,0.5,"BGC class","RefSeq",0.184317279655526
"gcf_7641","Other",1,0.5,"BGC class","MIBiG",0.222741622138969
"gcf_7643","RiPPs",1,1,"BGC class","RefSeq",0.372780674154676
"gcf_7643","RiPPs",1,1,"BGC class","MIBiG",0.587339528254678
"gcf_7645","RiPPs",1,1,"BGC class","RefSeq",0.163636363636364
"gcf_7645","RiPPs",1,1,"BGC class","MIBiG",0.709090909090909
"gcf_765","Other",1,1,"BGC class","RefSeq",0.597852653821665
"gcf_765","Other",1,1,"BGC class","MIBiG",0.701089833683805
"gcf_7652","NRPS",1,0.5,"BGC class","RefSeq",0.325658493612867
"gcf_7652","NRPS",1,0.5,"BGC class","MIBiG",0.695008721113534
"gcf_7652","RiPPs",1,0.5,"BGC class","RefSeq",0.325658493612867
"gcf_7652","RiPPs",1,0.5,"BGC class","MIBiG",0.695008721113534
"gcf_7654","Other",1,1,"BGC class","RefSeq",0.352650793478056
"gcf_7654","Other",1,1,"BGC class","MIBiG",0.686712819607653
"gcf_7655","Other",1,1,"BGC class","RefSeq",0
"gcf_7655","Other",1,1,"BGC class","MIBiG",0.775537492650004
"gcf_7656","NRPS",1,1,"BGC class","RefSeq",0.417838478567127
"gcf_7656","NRPS",1,1,"BGC class","MIBiG",0.392229202092106
"gcf_7658","Other",1,1,"BGC class","RefSeq",0.332583402023716
"gcf_7658","Other",1,1,"BGC class","MIBiG",0.723827614630503
"gcf_7659","Terpenes",1,1,"BGC class","RefSeq",2.22044604925031e-16
"gcf_7659","Terpenes",1,1,"BGC class","MIBiG",0.780943427419944
"gcf_7660","Terpenes",1,1,"BGC class","RefSeq",0.311951272959177
"gcf_7660","Terpenes",1,1,"BGC class","MIBiG",0.526040422441512
"gcf_7661","NRPS",1,1,"BGC class","RefSeq",0.371427053317943
"gcf_7661","NRPS",1,1,"BGC class","MIBiG",0.504170993093693
"gcf_7662","NRPS",2,1,"BGC class","RefSeq",0.260049973534249
"gcf_7662","NRPS",2,1,"BGC class","MIBiG",0.713292680671522
"gcf_7663","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_7663","RiPPs",1,1,"BGC class","MIBiG",0.510102051443364
"gcf_7666","Terpenes",2,1,"BGC class","RefSeq",0.48971495953989
"gcf_7666","Terpenes",2,1,"BGC class","MIBiG",0.707873705948862
"gcf_7668","Terpenes",1,1,"BGC class","RefSeq",0
"gcf_7668","Terpenes",1,1,"BGC class","MIBiG",0.422649730810374
"gcf_767","NRPS",1,0.5,"BGC class","RefSeq",0.110891551051226
"gcf_767","NRPS",1,0.5,"BGC class","MIBiG",0.183687948173501
"gcf_767","T1PKS",1,0.5,"BGC class","RefSeq",0.110891551051226
"gcf_767","T1PKS",1,0.5,"BGC class","MIBiG",0.183687948173501
"gcf_7670","NRPS",1,1,"BGC class","RefSeq",0.0497692688243745
"gcf_7670","NRPS",1,1,"BGC class","MIBiG",0.275471592835208
"gcf_7672","Other",1,0.5,"BGC class","RefSeq",0.325390010431668
"gcf_7672","Other",1,0.5,"BGC class","MIBiG",0.424720055537683
"gcf_7672","T1PKS",1,0.5,"BGC class","RefSeq",0.325390010431668
"gcf_7672","T1PKS",1,0.5,"BGC class","MIBiG",0.424720055537683
"gcf_7674","Other",1,1,"BGC class","RefSeq",0.526612066148391
"gcf_7674","Other",1,1,"BGC class","MIBiG",0.591525962292323
"gcf_7678","Other",3,1,"BGC class","RefSeq",1.48029736616687e-16
"gcf_7678","Other",3,1,"BGC class","MIBiG",0.707323527316172
"gcf_768","NRPS",3,0.5,"BGC class","RefSeq",0.0932540983757015
"gcf_768","NRPS",3,0.5,"BGC class","MIBiG",0.160596570701571
"gcf_768","T1PKS",3,0.5,"BGC class","RefSeq",0.0932540983757015
"gcf_768","T1PKS",3,0.5,"BGC class","MIBiG",0.160596570701571
"gcf_7682","Other",1,0.5,"BGC class","RefSeq",0.154675206565184
"gcf_7682","Other",1,0.5,"BGC class","MIBiG",0.279518920727891
"gcf_7682","T1PKS",1,0.5,"BGC class","RefSeq",0.154675206565184
"gcf_7682","T1PKS",1,0.5,"BGC class","MIBiG",0.279518920727891
"gcf_7687","Other",1,1,"BGC class","RefSeq",0.040761297231555
"gcf_7687","Other",1,1,"BGC class","MIBiG",0.691840224340235
"gcf_7689","Terpenes",1,1,"BGC class","RefSeq",0
"gcf_7689","Terpenes",1,1,"BGC class","MIBiG",0.764465221435325
"gcf_769","RiPPs",1,1,"BGC class","RefSeq",0.390425188632287
"gcf_769","RiPPs",1,1,"BGC class","MIBiG",0.652088303012118
"gcf_7691","NRPS",1,1,"BGC class","RefSeq",0.504614896161353
"gcf_7691","NRPS",1,1,"BGC class","MIBiG",0.698232070195639
"gcf_7692","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_7692","RiPPs",1,1,"BGC class","MIBiG",0.605228983024139
"gcf_7693","RiPPs",1,1,"BGC class","RefSeq",0.400277486273935
"gcf_7693","RiPPs",1,1,"BGC class","MIBiG",0.600921972617725
"gcf_7697","RiPPs",1,1,"BGC class","RefSeq",0.10067560096685
"gcf_7697","RiPPs",1,1,"BGC class","MIBiG",0.621298753439679
"gcf_7699","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_7699","RiPPs",1,1,"BGC class","MIBiG",0.705181479400137
"gcf_77","Terpenes",47,1,"BGC class","RefSeq",0.0727027954911677
"gcf_77","Terpenes",47,1,"BGC class","MIBiG",0.82275192397928
"gcf_7706","Terpenes",1,1,"BGC class","RefSeq",0.338130186153487
"gcf_7706","Terpenes",1,1,"BGC class","MIBiG",0.695958850313092
"gcf_7707","Terpenes",1,1,"BGC class","RefSeq",0.39875826108385
"gcf_7707","Terpenes",1,1,"BGC class","MIBiG",0.690116807111205
"gcf_7710","T2/3PKS",1,1,"BGC class","RefSeq",0.162742773674104
"gcf_7710","T2/3PKS",1,1,"BGC class","MIBiG",0.343765226732672
"gcf_7714","Other",1,1,"BGC class","RefSeq",0.602446506130552
"gcf_7714","Other",1,1,"BGC class","MIBiG",0.531478714334182
"gcf_7716","NRPS",1,1,"BGC class","RefSeq",0.460144371726216
"gcf_7716","NRPS",1,1,"BGC class","MIBiG",0.746739360102944
"gcf_772","Terpenes",1,1,"BGC class","RefSeq",0.429928445712202
"gcf_772","Terpenes",1,1,"BGC class","MIBiG",0.833224720309967
"gcf_7725","Other",1,1,"BGC class","RefSeq",0.00462060406899523
"gcf_7725","Other",1,1,"BGC class","MIBiG",0.183501563062879
"gcf_7726","RiPPs",1,1,"BGC class","RefSeq",0.389295183447541
"gcf_7726","RiPPs",1,1,"BGC class","MIBiG",0.725182832551393
"gcf_7730","Terpenes",1,1,"BGC class","RefSeq",0.254105146728246
"gcf_7730","Terpenes",1,1,"BGC class","MIBiG",0.357317325814111
"gcf_7734","NRPS",1,1,"BGC class","RefSeq",0.455164234716805
"gcf_7734","NRPS",1,1,"BGC class","MIBiG",0.563842647486479
"gcf_7735","Other",1,0.5,"BGC class","RefSeq",0
"gcf_7735","Other",1,0.5,"BGC class","MIBiG",0.583031419380965
"gcf_7735","Terpenes",1,0.5,"BGC class","RefSeq",0
"gcf_7735","Terpenes",1,0.5,"BGC class","MIBiG",0.583031419380965
"gcf_7737","NRPS",1,1,"BGC class","RefSeq",0.163332065414047
"gcf_7737","NRPS",1,1,"BGC class","MIBiG",0.373942242212891
"gcf_7740","Terpenes",1,0.5,"BGC class","RefSeq",0
"gcf_7740","Terpenes",1,0.5,"BGC class","MIBiG",0.429811271981634
"gcf_7740","T2/3PKS",1,0.5,"BGC class","RefSeq",0
"gcf_7740","T2/3PKS",1,0.5,"BGC class","MIBiG",0.429811271981634
"gcf_7742","NRPS",1,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_7742","NRPS",1,1,"BGC class","MIBiG",0.304745678447776
"gcf_7743","Other",1,1,"BGC class","RefSeq",0.0152680721653382
"gcf_7743","Other",1,1,"BGC class","MIBiG",0.733712390620422
"gcf_775","RiPPs",1,1,"BGC class","RefSeq",0.130913825380796
"gcf_775","RiPPs",1,1,"BGC class","MIBiG",0.679371338533653
"gcf_7750","NRPS",1,1,"BGC class","RefSeq",0
"gcf_7750","NRPS",1,1,"BGC class","MIBiG",0.264592650269626
"gcf_7752","NRPS",1,1,"BGC class","RefSeq",0
"gcf_7752","NRPS",1,1,"BGC class","MIBiG",0.518779359603065
"gcf_7754","Terpenes",1,1,"BGC class","RefSeq",0.240508801069612
"gcf_7754","Terpenes",1,1,"BGC class","MIBiG",0.451184419948994
"gcf_7756","NRPS",1,0.5,"BGC class","RefSeq",0.543502407976296
"gcf_7756","NRPS",1,0.5,"BGC class","MIBiG",0.642064437674405
"gcf_7756","Other",1,0.5,"BGC class","RefSeq",0.543502407976296
"gcf_7756","Other",1,0.5,"BGC class","MIBiG",0.642064437674405
"gcf_7758","NRPS",1,0.5,"BGC class","RefSeq",0.011843496977063
"gcf_7758","NRPS",1,0.5,"BGC class","MIBiG",0.430063079210138
"gcf_7758","T1PKS",1,0.5,"BGC class","RefSeq",0.011843496977063
"gcf_7758","T1PKS",1,0.5,"BGC class","MIBiG",0.430063079210138
"gcf_776","T2/3PKS",2,1,"BGC class","RefSeq",0.0556998791328125
"gcf_776","T2/3PKS",2,1,"BGC class","MIBiG",0.468440026546704
"gcf_7765","NRPS",1,0.5,"BGC class","RefSeq",0.0119446887177649
"gcf_7765","NRPS",1,0.5,"BGC class","MIBiG",0.0359689819927328
"gcf_7765","Other",1,0.5,"BGC class","RefSeq",0.0119446887177649
"gcf_7765","Other",1,0.5,"BGC class","MIBiG",0.0359689819927328
"gcf_7766","RiPPs",1,1,"BGC class","RefSeq",0.160919540229885
"gcf_7766","RiPPs",1,1,"BGC class","MIBiG",0.754241837998862
"gcf_7768","Terpenes",2,1,"BGC class","RefSeq",0.28186830286272
"gcf_7768","Terpenes",2,1,"BGC class","MIBiG",0.416875158536621
"gcf_7769","Other",1,1,"BGC class","RefSeq",0.476407267844103
"gcf_7769","Other",1,1,"BGC class","MIBiG",0.694296910376772
"gcf_7770","T2/3PKS",1,1,"BGC class","RefSeq",0.373390716063575
"gcf_7770","T2/3PKS",1,1,"BGC class","MIBiG",0.438392625046736
"gcf_7771","Terpenes",1,1,"BGC class","RefSeq",0.46417411876618
"gcf_7771","Terpenes",1,1,"BGC class","MIBiG",0.551029840501788
"gcf_7774","Other",2,1,"BGC class","RefSeq",0.00255900266549503
"gcf_7774","Other",2,1,"BGC class","MIBiG",0.648420343456946
"gcf_778","NRPS",1,1,"BGC class","RefSeq",0.0898301856746231
"gcf_778","NRPS",1,1,"BGC class","MIBiG",0.582971171885851
"gcf_7780","Terpenes",1,1,"BGC class","RefSeq",0.213175376716718
"gcf_7780","Terpenes",1,1,"BGC class","MIBiG",0.773961605559711
"gcf_7782","Other",1,1,"BGC class","RefSeq",0.514419693959727
"gcf_7782","Other",1,1,"BGC class","MIBiG",0.723822048602682
"gcf_7786","NRPS",1,1,"BGC class","RefSeq",0.548619805414175
"gcf_7786","NRPS",1,1,"BGC class","MIBiG",0.666139448728133
"gcf_7790","Terpenes",1,1,"BGC class","RefSeq",0.143863007120832
"gcf_7790","Terpenes",1,1,"BGC class","MIBiG",0.306936171506004
"gcf_7792","Terpenes",1,1,"BGC class","RefSeq",0.232806781720752
"gcf_7792","Terpenes",1,1,"BGC class","MIBiG",0.359926322594335
"gcf_7794","RiPPs",1,1,"BGC class","RefSeq",0.430379129807194
"gcf_7794","RiPPs",1,1,"BGC class","MIBiG",0.636418920523031
"gcf_780","Terpenes",60,1,"BGC class","RefSeq",0.0875980045249066
"gcf_780","Terpenes",60,1,"BGC class","MIBiG",0.191496979005257
"gcf_7800","RiPPs",1,1,"BGC class","RefSeq",0.326647318678028
"gcf_7800","RiPPs",1,1,"BGC class","MIBiG",0.502694117084648
"gcf_7802","Other",1,1,"BGC class","RefSeq",0.504371691997089
"gcf_7802","Other",1,1,"BGC class","MIBiG",0.653347027995054
"gcf_7805","T2/3PKS",1,1,"BGC class","RefSeq",0.356203693540786
"gcf_7805","T2/3PKS",1,1,"BGC class","MIBiG",0.431168721351381
"gcf_7806","Other",2,1,"BGC class","RefSeq",0.191192732865677
"gcf_7806","Other",2,1,"BGC class","MIBiG",0.606301774765589
"gcf_7817","T2/3PKS",1,1,"BGC class","RefSeq",0.36499263119981
"gcf_7817","T2/3PKS",1,1,"BGC class","MIBiG",0.417468864471588
"gcf_7818","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_7818","RiPPs",1,1,"BGC class","MIBiG",0.741865635779211
"gcf_7819","Other",1,1,"BGC class","RefSeq",0.0944614861862583
"gcf_7819","Other",1,1,"BGC class","MIBiG",0.637671349073729
"gcf_7821","Terpenes",1,1,"BGC class","RefSeq",0.34726082405963
"gcf_7821","Terpenes",1,1,"BGC class","MIBiG",0.468615586123782
"gcf_7823","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_7823","RiPPs",1,1,"BGC class","MIBiG",0.578649514199808
"gcf_7826","Other",1,1,"BGC class","RefSeq",0
"gcf_7826","Other",1,1,"BGC class","MIBiG",0.479701254745194
"gcf_783","Other",44,1,"BGC class","RefSeq",0.0166880199476721
"gcf_783","Other",44,1,"BGC class","MIBiG",0.577515810802743
"gcf_7830","NRPS",1,1,"BGC class","RefSeq",0.4184200019622
"gcf_7830","NRPS",1,1,"BGC class","MIBiG",0.696830468704584
"gcf_7833","Terpenes",1,1,"BGC class","RefSeq",0.372319296047574
"gcf_7833","Terpenes",1,1,"BGC class","MIBiG",0.717940293127431
"gcf_7834","RiPPs",1,1,"BGC class","RefSeq",0.593952524978512
"gcf_7834","RiPPs",1,1,"BGC class","MIBiG",0.694955561956718
"gcf_784","Terpenes",2,1,"BGC class","RefSeq",0.321199473567275
"gcf_784","Terpenes",2,1,"BGC class","MIBiG",0.535893385533886
"gcf_786","Other",4,1,"BGC class","RefSeq",0.157599052882343
"gcf_786","Other",4,1,"BGC class","MIBiG",0.251228226194406
"gcf_7861","Other",1,1,"BGC class","RefSeq",0
"gcf_7861","Other",1,1,"BGC class","MIBiG",0.42460002442259
"gcf_7862","Other",1,1,"BGC class","RefSeq",0.289817871920458
"gcf_7862","Other",1,1,"BGC class","MIBiG",0.72572572911861
"gcf_7864","Terpenes",1,1,"BGC class","RefSeq",0.508406032707308
"gcf_7864","Terpenes",1,1,"BGC class","MIBiG",0.616447575935076
"gcf_7866","Terpenes",1,1,"BGC class","RefSeq",0.558402766218903
"gcf_7866","Terpenes",1,1,"BGC class","MIBiG",0.715098558850905
"gcf_7867","Terpenes",1,1,"BGC class","RefSeq",0.264367816091954
"gcf_7867","Terpenes",1,1,"BGC class","MIBiG",0.479570951056413
"gcf_7869","Other",1,1,"BGC class","RefSeq",0.307172584253605
"gcf_7869","Other",1,1,"BGC class","MIBiG",0.625958532621336
"gcf_7870","T1PKS",1,1,"BGC class","RefSeq",0.184046561145708
"gcf_7870","T1PKS",1,1,"BGC class","MIBiG",0.206656273115491
"gcf_788","RiPPs",3,1,"BGC class","RefSeq",0.319929822243835
"gcf_788","RiPPs",3,1,"BGC class","MIBiG",0.702685159315301
"gcf_7880","Terpenes",1,1,"BGC class","RefSeq",0.297636915216927
"gcf_7880","Terpenes",1,1,"BGC class","MIBiG",0.407801273347745
"gcf_7881","NRPS",1,1,"BGC class","RefSeq",0.201242717416024
"gcf_7881","NRPS",1,1,"BGC class","MIBiG",0.260446337633121
"gcf_7889","Terpenes",1,1,"BGC class","RefSeq",3.33066907387547e-16
"gcf_7889","Terpenes",1,1,"BGC class","MIBiG",0.677894954981204
"gcf_7890","NRPS",1,1,"BGC class","RefSeq",0.0386620697622796
"gcf_7890","NRPS",1,1,"BGC class","MIBiG",0.23448818429264
"gcf_7893","Terpenes",1,1,"BGC class","RefSeq",0.517732574231594
"gcf_7893","Terpenes",1,1,"BGC class","MIBiG",0.632159608102638
"gcf_7894","RiPPs",1,1,"BGC class","RefSeq",0.583405054939281
"gcf_7894","RiPPs",1,1,"BGC class","MIBiG",0.733471986470303
"gcf_7896","T2/3PKS",1,1,"BGC class","RefSeq",0.332893120563216
"gcf_7896","T2/3PKS",1,1,"BGC class","MIBiG",0.516576568066926
"gcf_79","Other",1,1,"BGC class","RefSeq",0.356565000065985
"gcf_79","Other",1,1,"BGC class","MIBiG",0.644179314562795
"gcf_790","RiPPs",3,1,"BGC class","RefSeq",3.7007434154172e-17
"gcf_790","RiPPs",3,1,"BGC class","MIBiG",0.743953636574951
"gcf_7901","Other",1,1,"BGC class","RefSeq",0.225527522333557
"gcf_7901","Other",1,1,"BGC class","MIBiG",0.602127181492618
"gcf_7904","Other",1,1,"BGC class","RefSeq",0.623977768908527
"gcf_7904","Other",1,1,"BGC class","MIBiG",0.797159446984652
"gcf_7910","Other",1,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_7910","Other",1,1,"BGC class","MIBiG",0.631394189826281
"gcf_7912","RiPPs",1,1,"BGC class","RefSeq",0.291662396678854
"gcf_7912","RiPPs",1,1,"BGC class","MIBiG",0.65751656942017
"gcf_7918","NRPS",1,1,"BGC class","RefSeq",3.33066907387547e-16
"gcf_7918","NRPS",1,1,"BGC class","MIBiG",0.265141079370441
"gcf_7919","RiPPs",1,1,"BGC class","RefSeq",0.434733136280805
"gcf_7919","RiPPs",1,1,"BGC class","MIBiG",0.532655794999959
"gcf_792","Other",1,1,"BGC class","RefSeq",0.191487102386904
"gcf_792","Other",1,1,"BGC class","MIBiG",0.641428371733816
"gcf_7921","Other",1,1,"BGC class","RefSeq",0.469190532105404
"gcf_7921","Other",1,1,"BGC class","MIBiG",0.556616771419765
"gcf_7922","Other",1,1,"BGC class","RefSeq",0.47964138657791
"gcf_7922","Other",1,1,"BGC class","MIBiG",0.805611794007764
"gcf_7925","Terpenes",1,1,"BGC class","RefSeq",0
"gcf_7925","Terpenes",1,1,"BGC class","MIBiG",0.467867194602095
"gcf_793","Other",2,1,"BGC class","RefSeq",0.441494471517063
"gcf_793","Other",2,1,"BGC class","MIBiG",0.518220863502414
"gcf_7930","RiPPs",1,1,"BGC class","RefSeq",0.111720147762874
"gcf_7930","RiPPs",1,1,"BGC class","MIBiG",0.690017836270448
"gcf_7933","Other",1,1,"BGC class","RefSeq",0.434871127919347
"gcf_7933","Other",1,1,"BGC class","MIBiG",0.771914223619088
"gcf_7935","NRPS",1,1,"BGC class","RefSeq",1.11022302462516e-16
"gcf_7935","NRPS",1,1,"BGC class","MIBiG",0.520496170785243
"gcf_794","Terpenes",3,1,"BGC class","RefSeq",0.266225765899661
"gcf_794","Terpenes",3,1,"BGC class","MIBiG",0.538774036033102
"gcf_7946","Other",1,1,"BGC class","RefSeq",0.504824251051842
"gcf_7946","Other",1,1,"BGC class","MIBiG",0.703245395160183
"gcf_795","Terpenes",2,1,"BGC class","RefSeq",0.37084205949226
"gcf_795","Terpenes",2,1,"BGC class","MIBiG",0.578057315022388
"gcf_7952","Terpenes",1,1,"BGC class","RefSeq",0.271482730034981
"gcf_7952","Terpenes",1,1,"BGC class","MIBiG",0.756837782527974
"gcf_7954","Terpenes",1,1,"BGC class","RefSeq",0.00662009614316628
"gcf_7954","Terpenes",1,1,"BGC class","MIBiG",0.482603522389021
"gcf_7956","NRPS",1,1,"BGC class","RefSeq",0
"gcf_7956","NRPS",1,1,"BGC class","MIBiG",0.37185940804294
"gcf_7957","Terpenes",2,1,"BGC class","RefSeq",0.330650740415044
"gcf_7957","Terpenes",2,1,"BGC class","MIBiG",0.362015424995391
"gcf_7960","Other",3,1,"BGC class","RefSeq",0
"gcf_7960","Other",3,1,"BGC class","MIBiG",0.556906870128716
"gcf_7966","Terpenes",1,1,"BGC class","RefSeq",0.257937861400275
"gcf_7966","Terpenes",1,1,"BGC class","MIBiG",0.32876928478739
"gcf_7969","Other",1,1,"BGC class","RefSeq",0.360074574617826
"gcf_7969","Other",1,1,"BGC class","MIBiG",0.746328298752394
"gcf_797","Terpenes",2,1,"BGC class","RefSeq",0.24208969475115
"gcf_797","Terpenes",2,1,"BGC class","MIBiG",0.614759036194239
"gcf_7970","RiPPs",1,1,"BGC class","RefSeq",0
"gcf_7970","RiPPs",1,1,"BGC class","MIBiG",0.709090909090909
"gcf_7971","Other",1,1,"BGC class","RefSeq",0.349102262013869
"gcf_7971","Other",1,1,"BGC class","MIBiG",0.72463768115942
"gcf_7977","Terpenes",1,1,"BGC class","RefSeq",0.0693976601137998
"gcf_7977","Terpenes",1,1,"BGC class","MIBiG",0.70218832123493
"gcf_7978","Terpenes",1,1,"BGC class","RefSeq",0.292893218813453
"gcf_7978","Terpenes",1,1,"BGC class","MIBiG",0.517734288548318
"gcf_798","Other",2,1,"BGC class","RefSeq",0.176812581242159
"gcf_798","Other",2,1,"BGC class","MIBiG",0.307709201974844
"gcf_7981","NRPS",1,1,"BGC class","RefSeq",0.390327509135844
"gcf_7981","NRPS",1,1,"BGC class","MIBiG",0.566454196051191
"gcf_7986","Terpenes",1,1,"BGC class","RefSeq",0.442966326935236
"gcf_7986","Terpenes",1,1,"BGC class","MIBiG",0.671062397486797
"gcf_7987","NRPS",1,0.5,"BGC class","RefSeq",0
"gcf_7987","NRPS",1,0.5,"BGC class","MIBiG",0.217717382702612
"gcf_7987","T1PKS",1,0.5,"BGC class","RefSeq",0
"gcf_7987","T1PKS",1,0.5,"BGC class","MIBiG",0.217717382702612
"gcf_7988","Other",1,1,"BGC class","RefSeq",0.0806826679783632
"gcf_7988","Other",1,1,"BGC class","MIBiG",0.643322182860474
"gcf_799","RiPPs",4,1,"BGC class","RefSeq",0.0375532557197132
"gcf_799","RiPPs",4,1,"BGC class","MIBiG",0.143287051677024
"gcf_7992","Other",2,1,"BGC class","RefSeq",0.228695455568599
"gcf_7992","Other",2,1,"BGC class","MIBiG",0.493466243896668
"gcf_7995","Terpenes",1,1,"BGC class","RefSeq",0.358756339510056
"gcf_7995","Terpenes",1,1,"BGC class","MIBiG",0.838906420458035
"gcf_7996","RiPPs",1,1,"BGC class","RefSeq",0.414919481895175
"gcf_7996","RiPPs",1,1,"BGC class","MIBiG",0.729630964782062
"gcf_7998","RiPPs",1,1,"BGC class","RefSeq",0.463095142980282
