cell,UMAP_1,UMAP_2,celltype,group
l4219,3.9128,1.6869,Kupffer,Control
l4220,4.0308,2.7792,Kupffer,Control
l4221,5.4709,3.5891,Kupffer,Treat
l4222,3.428,2.9862,Kupffer,Control
l4223,4.2658,3.1747,Kupffer,Control
l4224,4.7794,3.4919,Kupffer,Treat
l4225,4.7434,2.9303,Kupffer,Control
l4226,3.8995,3.023,Kupffer,Control
l4227,4.3349,3.0628,Kupffer,Treat
l4228,4.9035,2.6324,Kupffer,Control
l4229,4.1886,3.6662,Kupffer,Control
l4230,5.2697,3.7417,Kupffer,Treat
l4231,4.4176,3.8098,Kupffer,Control
l4232,4.7402,3.0548,Kupffer,Control
l4233,4.9318,2.8004,Kupffer,Treat
l4234,3.76,2.2096,Kupffer,Control
l4235,4.4772,3.5269,Kupffer,Control
l4236,4.0597,1.8888,Kupffer,Treat
l4237,4.5035,2.8186,Kupffer,Control
l4238,4.3726,2.8072,Kupffer,Control
l4239,4.7459,1.757,Kupffer,Treat
l4240,4.3829,3.5787,Kupffer,Control
l4241,3.9111,3.8475,Kupffer,Control
l4242,4.4275,3.4451,Kupffer,Treat
l4243,3.4759,3.4477,Kupffer,Control
l4244,4.2332,3.6573,Kupffer,Control
l4245,4.0766,2.3282,Kupffer,Treat
l4246,4.6192,2.4704,Kupffer,Control
l4247,4.0234,3.1967,Kupffer,Control
l4248,3.4744,2.9883,Kupffer,Treat
l4249,4.3106,1.7477,Kupffer,Control
l4250,5.003,3.3036,Kupffer,Control
l4251,3.1394,3.3077,Kupffer,Treat
l4252,4.5656,2.8935,Kupffer,Control
l4253,3.9368,3.0422,Kupffer,Control
l4254,4.7659,3.9807,Kupffer,Treat
l4255,4.6582,3.3017,Kupffer,Control
l4256,4.5198,2.6198,Kupffer,Control
l4257,4.2097,3.7218,Kupffer,Treat
l4258,3.9249,2.4591,Kupffer,Control
l4259,3.9869,2.3248,Kupffer,Control
l4260,4.2979,3.5041,Kupffer,Treat
l4261,4.1686,3.1103,Kupffer,Control
l4262,3.3914,3.4634,Kupffer,Control
l4263,2.7544,3.1615,Kupffer,Treat
l4264,4.0748,2.9529,Kupffer,Control
l4265,3.8157,3.1712,Kupffer,Control
l4266,4.0349,4.1533,Kupffer,Treat
l4267,3.3701,2.6443,Kupffer,Control
l4268,3.6973,2.7053,Kupffer,Control
l4269,3.9442,2.1354,Kupffer,Treat
l4270,5.3293,3.1614,Kupffer,Control
l4271,4.7433,2.9564,Kupffer,Control
l4272,4.1308,2.2928,Kupffer,Treat
l4273,3.8973,2.916,Kupffer,Control
l4274,4.6225,2.4535,Kupffer,Control
l4275,4.4687,2.8403,Kupffer,Treat
l4276,3.9457,2.2357,Kupffer,Control
l4277,4.7747,4.8353,Kupffer,Control
l4278,2.7929,3.5985,Kupffer,Treat
l4279,4.3035,2.2942,Kupffer,Control
l4280,4.3326,3.0882,Kupffer,Control
l4281,4.1975,3.7933,Kupffer,Treat
l4282,4.069,3.8526,Kupffer,Control
l4283,4.5523,3.7212,Kupffer,Control
l4284,4.0895,2.8558,Kupffer,Treat
l4285,5.7137,2.49,Kupffer,Control
l4286,3.9025,2.4451,Kupffer,Control
l4287,4.1587,3.4215,Kupffer,Treat
l4288,4.0886,3.4636,Kupffer,Control
l4289,2.5391,2.7863,Kupffer,Control
l4290,3.6369,4.1914,Kupffer,Treat
l4291,4.4115,3.668,Kupffer,Control
l4292,4.4165,2.9635,Kupffer,Control
l4293,4.7151,3.648,Kupffer,Treat
l4294,4.7855,3.4736,Kupffer,Control
l4295,3.3385,2.0667,Kupffer,Control
l4296,3.5292,2.9238,Kupffer,Treat
l4297,4.5312,4.3987,Kupffer,Control
l4298,4.0724,3.5126,Kupffer,Control
l4299,4.3792,3.7814,Kupffer,Treat
l4300,4.1513,3.1117,Kupffer,Control
l4301,4.1077,3.8689,Kupffer,Control
l4302,2.9485,3.0087,Kupffer,Treat
l4303,4.46,3.0103,Kupffer,Control
l4304,4.4196,2.0347,Kupffer,Control
l4305,5.7337,3.1783,Kupffer,Treat
l4306,5.1794,2.8581,Kupffer,Control
l4307,4.6449,2.5244,Kupffer,Control
l4308,4.6831,2.8022,Kupffer,Treat
l4309,3.7043,2.9471,Kupffer,Control
l4310,4.2185,2.796,Kupffer,Control
l4311,2.9461,2.3847,Kupffer,Treat
l4312,3.8849,3.5636,Kupffer,Control
l4313,4.2212,2.2017,Kupffer,Control
l4314,4.4549,3.0819,Kupffer,Treat
l4315,3.4646,3.7177,Kupffer,Control
l4316,5.0916,2.5722,Kupffer,Control
l4317,3.8151,2.446,Kupffer,Treat
l4318,3.7261,3.1477,Kupffer,Control
l4319,3.8091,3.0777,Kupffer,Control
l4320,3.5018,2.8431,Kupffer,Treat
l4321,4.2131,2.8121,Kupffer,Control
l4322,3.2302,3.4323,Kupffer,Control
l4323,4.8575,4.1555,Kupffer,Treat
l4324,4.1541,3.0268,Kupffer,Control
l4325,4.2561,2.9872,Kupffer,Control
l4326,3.4283,3.4079,Kupffer,Treat
l4327,5.1984,1.8543,Kupffer,Control
l4328,4.4498,3.5664,Kupffer,Control
l4329,4.2545,3.5081,Kupffer,Treat
l4330,6.1219,3.5277,Kupffer,Control
l4331,4.9303,3.2705,Kupffer,Control
l4332,4.6204,4.8311,Kupffer,Treat
l4333,3.7658,2.9265,Kupffer,Control
l4334,4.0252,2.8928,Kupffer,Control
l4335,2.834,2.4127,Kupffer,Treat
l4336,4.4901,2.4793,Kupffer,Control
l4337,3.9799,3.2471,Kupffer,Control
l4338,5.0966,3.0658,Kupffer,Treat
l4339,3.8683,3.2591,Kupffer,Control
l4340,4.1228,2.5846,Kupffer,Control
l4341,2.6352,1.9479,Kupffer,Treat
l4342,4.2187,2.9589,Kupffer,Control
l4343,2.8003,2.3802,Kupffer,Control
l4344,4.1061,3.8774,Kupffer,Treat
l4345,4.3066,2.8293,Kupffer,Control
l4346,4.8405,2.7109,Kupffer,Control
l4347,3.7435,3.9419,Kupffer,Treat
l4348,4.3489,3.2724,Kupffer,Control
l4349,4.3599,2.4981,Kupffer,Control
l4350,3.2454,3.7522,Kupffer,Treat
l4351,4.4564,-0.1502,Macrophage,Control
l4352,6.0761,0.0377,Macrophage,Control
l4353,4.406,0.4837,Macrophage,Treat
l4354,4.9597,1.3429,Macrophage,Control
l4355,4.2778,0.3735,Macrophage,Control
l4356,5.4083,0.8708,Macrophage,Treat
l4357,4.078,0.5297,Macrophage,Control
l4358,5.0887,1.4458,Macrophage,Control
l4359,5.7944,1.0789,Macrophage,Treat
l4360,5.166,1.2854,Macrophage,Control
l4361,5.5435,2.5075,Macrophage,Control
l4362,6.1824,0.4948,Macrophage,Treat
l4363,6.0494,0.9929,Macrophage,Control
l4364,6.0617,0.9552,Macrophage,Control
l4365,5.1177,-1.3551,Macrophage,Treat
l4366,4.5686,0.661,Macrophage,Control
l4367,6.6909,1.6006,Macrophage,Control
l4368,5.898,1.1371,Macrophage,Treat
l4369,4.4525,0.3607,Macrophage,Control
l4370,4.216,1.2622,Macrophage,Control
l4371,4.1223,0.6346,Macrophage,Treat
l4372,4.9712,1.1497,Macrophage,Control
l4373,4.5167,1.7287,Macrophage,Control
l4374,5.0331,0.9247,Macrophage,Treat
l4375,4.6007,1.3002,Macrophage,Control
l4376,5.3432,0.2351,Macrophage,Control
l4377,4.3302,0.7962,Macrophage,Treat
l4378,5.0155,1.6171,Macrophage,Control
l4379,4.9876,1.3723,Macrophage,Control
l4380,4.5545,0.5849,Macrophage,Treat
l4381,5.5691,0.0743,Macrophage,Control
l4382,6.6078,1.1125,Macrophage,Control
l4383,6.0733,0.1251,Macrophage,Treat
l4384,4.1298,0.3158,Macrophage,Control
l4385,5.0794,0.8464,Macrophage,Control
l4386,5.6255,0.8481,Macrophage,Treat
l4387,4.945,0.9676,Macrophage,Control
l4388,5.0287,-0.8004,Macrophage,Control
l4389,4.4752,-0.102,Macrophage,Treat
l4390,3.5688,1.0541,Macrophage,Control
l4391,5.7365,2.4443,Macrophage,Control
l4392,3.9105,1.293,Macrophage,Treat
l4393,3.9717,0.0494,Macrophage,Control
l4394,5.0308,1.3399,Macrophage,Control
l4395,6.6904,0.9297,Macrophage,Treat
l4396,5.4489,0.6554,Macrophage,Control
l4397,4.4635,0.9364,Macrophage,Control
l4398,4.6548,-0.44,Macrophage,Treat
l4399,5.0658,0.0989,Macrophage,Control
l4400,4.1071,0.642,Macrophage,Control
l4401,5.0953,1.6775,Macrophage,Treat
l4402,5.0604,0.2981,Macrophage,Control
l4403,4.3221,-0.116,Macrophage,Control
l4404,5.4498,1.0256,Macrophage,Treat
l4405,4.6844,1.5862,Macrophage,Control
l4406,4.9802,0.5166,Macrophage,Control
l4407,4.9811,0.7529,Macrophage,Treat
l4408,4.2237,0.0339,Macrophage,Control
l4409,4.8399,1.5966,Macrophage,Control
l4410,5.2496,-0.6745,Macrophage,Treat
l4411,4.2236,1.3543,Macrophage,Control
l4412,4.7425,1.1051,Macrophage,Control
l4413,5.2085,0.923,Macrophage,Treat
l4414,3.9555,-0.1982,Macrophage,Control
l4415,5.8433,2.0961,Macrophage,Control
l4416,4.9798,1.3046,Macrophage,Treat
l4417,4.6938,0.9398,Macrophage,Control
l4418,5.0112,1.0117,Macrophage,Control
l4419,4.9601,1.0814,Macrophage,Treat
l4420,4.3364,0.9132,Macrophage,Control
l4421,5.4195,0.7243,Macrophage,Control
l4422,5.4974,1.3022,Macrophage,Treat
l4423,5.6514,-0.1053,Macrophage,Control
l4424,4.9341,1.208,Macrophage,Control
l4425,5.0726,0.8546,Macrophage,Treat
l4426,4.5628,1.9064,Macrophage,Control
l4427,4.2071,1.2974,Macrophage,Control
l4428,5.1294,0.7789,Macrophage,Treat
l4429,4.9373,0.397,Macrophage,Control
l4430,5.3996,1.4034,Macrophage,Control
l4431,5.6685,1.4799,Macrophage,Treat
l4432,5.6784,1.0606,Macrophage,Control
l4433,4.7968,1.0962,Macrophage,Control
l4434,4.8373,0.8694,Macrophage,Treat
l4435,4.9446,0.9805,Macrophage,Control
l4436,4.1076,0.6101,Macrophage,Control
l4437,5.188,0.9391,Macrophage,Treat
l4438,6.1986,0.5094,Macrophage,Control
l4439,5.2317,1.5883,Macrophage,Control
l4440,5.431,0.3747,Macrophage,Treat
l4441,5.1719,0.0112,Macrophage,Control
l4442,4.0996,0.6276,Macrophage,Control
l4443,4.376,0.944,Macrophage,Treat
l4444,5.349,0.2062,Macrophage,Control
l4445,4.3802,0.268,Macrophage,Control
l4446,5.0327,0.6313,Macrophage,Treat
l4447,3.746,2.3856,Macrophage,Control
l4448,5.0735,0.4226,Macrophage,Control
l4449,4.7349,0.5744,Macrophage,Treat
l4450,5.4392,1.5433,Macrophage,Control
l4451,5.0025,0.3417,Macrophage,Control
l4452,4.7579,-0.4902,Macrophage,Treat
l4453,4.1337,0.0471,Macrophage,Control
l4454,5.9966,1.5618,Macrophage,Control
l4455,4.0769,1.8491,Macrophage,Treat
l4456,5.9168,0.7113,Macrophage,Control
l4457,5.2598,0.7992,Macrophage,Control
l4458,4.0116,1.6438,Macrophage,Treat
l4459,5.5998,0.5353,Macrophage,Control
l4460,4.4593,0.8202,Macrophage,Control
l4461,5.5425,0.8546,Macrophage,Treat
l4462,4.9148,0.904,Macrophage,Control
l4463,4.5114,2.5187,Macrophage,Control
l4464,6.3363,1.724,Macrophage,Treat
l4465,4.0752,0.6338,Macrophage,Control
l4466,3.7659,1.2736,Macrophage,Control
l4467,4.5448,0.9673,Macrophage,Treat
l4468,5.3175,0.4638,Macrophage,Control
l4469,4.8228,2.2044,Macrophage,Control
l4470,6.2209,0.9749,Macrophage,Treat
l4471,5.7615,2.0727,Macrophage,Control
l4472,4.6447,0.3562,Macrophage,Control
l4473,5.5611,1.7226,Macrophage,Treat
l4474,5.1405,0.5832,Macrophage,Control
l4475,5.9493,0.3645,Macrophage,Control
l4476,4.7838,0.7746,Macrophage,Treat
l4477,5.1097,1.6412,Macrophage,Control
l4478,4.0469,1.7734,Macrophage,Control
l4479,3.4371,1.3626,Macrophage,Treat
l4480,4.8595,1.3744,Macrophage,Control
l4481,5.1028,1.7172,Macrophage,Control
l4482,5.6972,1.9606,Macrophage,Treat
l4483,4.5625,1.6847,Macrophage,Control
l4484,5.2805,1.1183,Macrophage,Control
l4485,5.3016,1.4475,Macrophage,Treat
l4486,4.0213,1.2523,Macrophage,Control
l4487,3.9468,1.2626,Macrophage,Control
l4488,4.0896,1.6998,Macrophage,Treat
l4489,5.6768,0.2003,Macrophage,Control
l4490,5.3178,0.5759,Macrophage,Control
l4491,4.8328,1.4512,Macrophage,Treat
l4492,5.0937,1.2248,Macrophage,Control
l4493,4.286,1.2268,Macrophage,Control
l4494,5.2707,1.2914,Macrophage,Treat
l4495,5.5402,-0.5848,Macrophage,Control
l4496,4.6829,0.855,Macrophage,Control
l4497,4.8188,0.1925,Macrophage,Treat
l4498,4.8977,1.038,Macrophage,Control
l4499,5.4927,0.5221,Macrophage,Control
l4500,3.8143,0.3133,Macrophage,Treat
l4501,5.0252,0.3801,Macrophage,Control
l4502,4.6446,-0.9944,Macrophage,Control
l4503,4.7941,-0.1555,Macrophage,Treat
l4504,4.5863,0.8075,Macrophage,Control
l4505,5.1093,0.4903,Macrophage,Control
l4506,5.8485,0.3259,Macrophage,Treat
l4507,4.9771,2.003,Macrophage,Control
l4508,5.2888,1.7162,Macrophage,Control
l4509,5.4216,-0.1662,Macrophage,Treat
l4510,5.4814,0.6306,Macrophage,Control
l4511,5.5254,0.6226,Macrophage,Control
l4512,5.1625,1.4855,Macrophage,Treat
l4513,3.7197,1.4457,Macrophage,Control
l4514,5.7916,0.9485,Macrophage,Control
l4515,5.5366,-0.2254,Macrophage,Treat
l4516,4.7768,1.382,Macrophage,Control
l4517,5.3372,0.0714,Macrophage,Control
l4518,4.0932,-1.0755,Macrophage,Treat
l4519,4.353,0.9758,Macrophage,Control
l4520,5.0431,1.3939,Macrophage,Control
l4521,5.7893,0.6702,Macrophage,Treat
l4522,4.9344,0.2468,Macrophage,Control
l4523,4.4667,0.7313,Macrophage,Control
l4524,5.1699,1.262,Macrophage,Treat
l4525,5.4594,0.2835,Macrophage,Control
l4526,3.884,0.1845,Macrophage,Control
l4527,5.5195,0.8581,Macrophage,Treat
l4528,4.6277,0.1507,Macrophage,Control
l4529,5.3676,1.171,Macrophage,Control
l4530,5.516,0.6701,Macrophage,Treat
l4531,5.357,0.9267,Macrophage,Control
l4532,4.811,0.7868,Macrophage,Control
l4533,6.0121,1.0015,Macrophage,Treat
l4534,4.3335,0.2716,Macrophage,Control
l4535,4.9704,-0.0011,Macrophage,Control
l4536,4.7594,1.6004,Macrophage,Treat
l4537,5.4782,0.866,Macrophage,Control
l4538,4.7154,1.2409,Macrophage,Control
l4539,4.6437,0.7178,Macrophage,Treat
l4540,4.7289,0.2954,Macrophage,Control
l4541,4.608,0.6103,Macrophage,Control
l4542,5.2198,2.0551,Macrophage,Treat
l4543,4.008,1.0498,Macrophage,Control
l4544,4.3511,-0.066,Macrophage,Control
l4545,5.9635,0.1635,Macrophage,Treat
l4546,4.7894,1.2725,Macrophage,Control
l4547,4.8316,-0.0145,Macrophage,Control
l4548,4.6913,0.7524,Macrophage,Treat
l4549,5.6814,1.9662,Macrophage,Control
l4550,3.9478,0.7505,Macrophage,Control
l4551,4.5032,-0.5107,Macrophage,Treat
l4552,4.9051,0.1236,Macrophage,Control
l4553,5.7089,0.3563,Macrophage,Control
l4554,4.6245,-0.7174,Macrophage,Treat
l4555,6.1801,1.0178,Macrophage,Control
l4556,5.7718,0.365,Macrophage,Control
l4557,5.7709,0.31,Macrophage,Treat
l4558,5.2482,-0.0177,Macrophage,Control
l4559,6.4923,0.1465,Macrophage,Control
l4560,5.7707,0.0138,Macrophage,Treat
l4561,5.4848,0.9954,Macrophage,Control
l4562,4.9679,1.7443,Macrophage,Control
l4563,5.139,-0.0916,Macrophage,Treat
l4564,5.4962,0.1746,Macrophage,Control
l4565,4.7364,1.2045,Macrophage,Control
l4566,5.8151,0.8686,Macrophage,Treat
l4567,5.2189,0.8368,Macrophage,Control
l4568,4.0201,1.0714,Macrophage,Control
l4569,5.164,1.1775,Macrophage,Treat
l4570,4.4214,1.4412,Macrophage,Control
l4571,5.5817,0.5273,Macrophage,Control
l4572,4.8971,0.7313,Macrophage,Treat
l4573,5.3937,1.7735,Macrophage,Control
l4574,4.5131,1.1319,Macrophage,Control
l4575,4.8481,1.5399,Macrophage,Treat
l4576,4.3998,0.6641,Macrophage,Control
l4577,5.9393,0.8772,Macrophage,Control
l4578,4.4625,-0.0578,Macrophage,Treat
l4579,4.8982,0.8285,Macrophage,Control
l4580,4.6273,0.0383,Macrophage,Control
l4581,4.3627,0.0749,Macrophage,Treat
l4582,4.3903,-0.2963,Macrophage,Control
l4583,5.3441,1.0516,Macrophage,Control
l4584,5.4564,1.2948,Macrophage,Treat
l4585,5.6012,0.7451,Macrophage,Control
l4586,4.5103,0.0526,Macrophage,Control
l4587,4.3335,0.8005,Macrophage,Treat
l4588,4.4562,1.0375,Macrophage,Control
l4589,4.5934,0.518,Macrophage,Control
l4590,6.1303,1.1546,Macrophage,Treat
l4591,4.7064,0.6991,Macrophage,Control
l4592,5.8077,1.4628,Macrophage,Control
l4593,5.5096,0.3382,Macrophage,Treat
l4594,5.4585,-0.1984,Macrophage,Control
l4595,5.2951,0.7543,Macrophage,Control
l4596,4.2657,1.2601,Macrophage,Treat
l4597,3.959,0.2417,Macrophage,Control
l4598,4.7056,1.2024,Macrophage,Control
l4599,5.4632,1.4069,Macrophage,Treat
l4600,5.5625,0.364,Macrophage,Control
l4601,4.8091,0.4168,Macrophage,Control
l4602,4.8909,-0.0353,Macrophage,Treat
l4603,5.0493,-0.2092,Macrophage,Control
l4604,5.0271,-0.0768,Macrophage,Control
l4605,5.4997,-0.166,Macrophage,Treat
l4606,4.9144,0.9763,Macrophage,Control
l4607,5.4681,1.4153,Macrophage,Control
l4608,5.8868,0.3282,Macrophage,Treat
l4609,4.3657,2.0714,Macrophage,Control
l4610,5.6982,1.0707,Macrophage,Control
l4611,5.5488,1.2468,Macrophage,Treat
l4612,4.9782,0.033,Macrophage,Control
l4613,5.5267,1.9371,Macrophage,Control
l4614,5.9142,1.3029,Macrophage,Treat
l4615,4.5922,1.5142,Macrophage,Control
l4616,5.5167,0.5362,Macrophage,Control
l4617,4.0258,0.394,Macrophage,Treat
l4618,5.6423,0.4447,Macrophage,Control
l4619,4.734,0.3086,Macrophage,Control
l4620,5.159,-0.0847,Macrophage,Treat
l4621,5.5467,0.6199,Macrophage,Control
l4622,5.7821,1.3931,Macrophage,Control
l4623,5.4349,0.7598,Macrophage,Treat
l4624,5.6902,1.0664,Macrophage,Control
l4625,5.1665,1.6916,Macrophage,Control
l4626,4.6876,1.0173,Macrophage,Treat
l4627,3.1528,0.7916,Macrophage,Control
l4628,5.524,0.6874,Macrophage,Control
l4629,4.7292,1.0549,Macrophage,Treat
l4630,5.5284,0.0782,Macrophage,Control
l4631,4.6196,1.9019,Macrophage,Control
l4632,4.6038,1.3016,Macrophage,Treat
l4633,5.1772,1.0618,Macrophage,Control
l4634,4.612,-0.2228,Macrophage,Control
l4635,5.0412,0.4668,Macrophage,Treat
l4636,5.294,1.6255,Macrophage,Control
l4637,6.0267,0.5693,Macrophage,Control
l4638,4.2495,0.3773,Macrophage,Treat
l4639,4.6226,0.0008,Macrophage,Control
l4640,4.5487,1.5746,Macrophage,Control
l4641,5.2949,1.4185,Macrophage,Treat
l4642,4.6431,1.0522,Macrophage,Control
l4643,4.8609,1.2183,Macrophage,Control
l4644,5.5823,1.8681,Macrophage,Treat
l4645,6.1761,1.2615,Macrophage,Control
l4646,4.8104,-0.653,Macrophage,Control
l4647,4.9622,0.8226,Macrophage,Treat
l4648,5.6571,0.9419,Macrophage,Control
l4649,5.3222,-0.0228,Macrophage,Control
l4650,4.632,0.7422,Macrophage,Treat
l4651,4.9145,-1.3077,Macrophage,Control
l4652,4.2506,0.009,Macrophage,Control
l4653,5.6116,1.7927,Macrophage,Treat
l4654,5.1725,-0.264,Macrophage,Control
l4655,5.4586,0.5622,Macrophage,Control
l4656,4.727,0.6472,Macrophage,Treat
l4657,4.857,0.0057,Macrophage,Control
l4658,5.2382,-0.3277,Macrophage,Control
l4659,3.5073,0.4971,Macrophage,Treat
l4660,4.9562,1.053,Macrophage,Control
l4661,3.9288,0.4785,Macrophage,Control
l4662,5.0907,1.034,Macrophage,Treat
l4663,5.2145,0.4657,Macrophage,Control
l4664,5.0004,1.3245,Macrophage,Control
l4665,4.8843,-0.4834,Macrophage,Treat
l4666,4.5367,1.9095,Macrophage,Control
l4667,4.8984,-0.1614,Macrophage,Control
l4668,4.7138,-0.5925,Macrophage,Treat
l4669,5.5453,-0.7414,Macrophage,Control
l4670,6.0365,1.0912,Macrophage,Control
l4671,4.9606,0.7004,Macrophage,Treat
l4672,5.6605,0.8333,Macrophage,Control
l4673,5.1695,0.7117,Macrophage,Control
l4674,4.5316,0.3569,Macrophage,Treat
l4675,4.3214,0.3326,Macrophage,Control
l4676,5.0256,-0.4031,Macrophage,Control
l4677,5.2731,0.3733,Macrophage,Treat
l4678,4.4402,-0.8028,Macrophage,Control
l4679,3.8562,0.7459,Macrophage,Control
l4680,5.8532,0.5449,Macrophage,Treat
l4681,5.5707,0.9906,Macrophage,Control
l4682,4.5078,1.1175,Macrophage,Control
l4683,5.1725,0.2756,Macrophage,Treat
l4684,5.2151,0.7563,Macrophage,Control
l4685,5.1929,-0.1237,Macrophage,Control
l4686,4.7913,0.51,Macrophage,Treat
l4687,5.6587,1.7049,Macrophage,Control
l4688,4.3716,1.0911,Macrophage,Control
l4689,4.7442,0.785,Macrophage,Treat
l4690,5.8002,0.6106,Macrophage,Control
l4691,5.4841,0.2994,Macrophage,Control
l4692,5.5274,1.1862,Macrophage,Treat
l4693,5.2421,0.5462,Macrophage,Control
l4694,5.2836,1.6392,Macrophage,Control
l4695,4.9768,1.2903,Macrophage,Treat
l4696,6.3127,1.9229,Macrophage,Control
l4697,4.6257,0.0631,Macrophage,Control
l4698,4.4849,0.3177,Macrophage,Treat
l4699,3.871,1.584,Macrophage,Control
l4700,3.9397,0.087,Macrophage,Control
l4701,4.371,0.7475,Macrophage,Treat
l4702,5.5533,0.4385,Macrophage,Control
l4703,4.7108,1.9762,Macrophage,Control
l4704,5.2094,0.505,Macrophage,Treat
l4705,4.5208,1.8675,Macrophage,Control
l4706,6.245,1.8753,Macrophage,Control
l4707,4.5305,0.2328,Macrophage,Treat
l4708,5.9952,0.3245,Macrophage,Control
l4709,4.9474,-0.5416,Macrophage,Control
l4710,5.1965,0.2052,Macrophage,Treat
l4711,5.093,0.9631,Macrophage,Control
l4712,6.1025,-0.1132,Macrophage,Control
l4713,5.1029,1.6562,Macrophage,Treat
l4714,5.438,-0.175,Macrophage,Control
l4715,6.173,0.5957,Macrophage,Control
l4716,5.5846,0.7025,Macrophage,Treat
l4717,5.9518,0.9171,Macrophage,Control
l4718,5.4111,1.1617,Macrophage,Control
l4719,4.8363,1.4399,Macrophage,Treat
l4720,4.1531,1.5349,Macrophage,Control
l4721,4.5998,1.4775,Macrophage,Control
l4722,5.6073,-0.6672,Macrophage,Treat
l4723,5.0989,2.7645,Macrophage,Control
l4724,5.7477,1.0418,Macrophage,Control
l4725,4.1574,-0.2523,Macrophage,Treat
l4726,4.2835,1.3774,Macrophage,Control
l4727,4.8775,0.7648,Macrophage,Control
l4728,4.7177,0.8283,Macrophage,Treat
l4729,4.316,1.1692,Macrophage,Control
l4730,5.7971,0.1706,Macrophage,Control
l4731,5.081,-1.0421,Conventional Dendritic Cell,Treat
l4732,4.7381,-1.4391,Conventional Dendritic Cell,Control
l4733,4.7288,-1.8899,Conventional Dendritic Cell,Control
l4734,3.9664,-1.6644,Conventional Dendritic Cell,Treat
l4735,4.8568,-1.4912,Conventional Dendritic Cell,Control
l4736,4.1157,-1.2276,Conventional Dendritic Cell,Control
l4737,4.8336,-1.2976,Conventional Dendritic Cell,Treat
l4738,4.1693,-1.2948,Conventional Dendritic Cell,Control
l4739,5.1639,-0.4259,Conventional Dendritic Cell,Control
l4740,5.732,-1.0369,Conventional Dendritic Cell,Treat
l4741,4.6679,-1.1245,Conventional Dendritic Cell,Control
l4742,4.6138,-1.0506,Conventional Dendritic Cell,Control
l4743,3.7073,-1.7023,Conventional Dendritic Cell,Treat
l4744,4.8186,-0.5483,Conventional Dendritic Cell,Control
l4745,4.5563,-0.7765,Conventional Dendritic Cell,Control
l4746,4.585,-1.0121,Conventional Dendritic Cell,Treat
l4747,4.46,-0.8795,Conventional Dendritic Cell,Control
l4748,3.2946,-1.7528,Conventional Dendritic Cell,Control
l4749,5.2332,-0.7318,Conventional Dendritic Cell,Treat
l4750,4.2528,-1.2783,Conventional Dendritic Cell,Control
l4751,4.5694,-0.6532,Conventional Dendritic Cell,Control
l4752,4.3931,-1.6369,Conventional Dendritic Cell,Treat
l4753,4.7766,-0.7825,Conventional Dendritic Cell,Control
l4754,4.5116,-0.0377,Conventional Dendritic Cell,Control
l4755,3.6598,-1.0062,Conventional Dendritic Cell,Treat
l4756,5.1053,-0.856,Conventional Dendritic Cell,Control
l4757,4.9059,-1.1976,Conventional Dendritic Cell,Control
l4758,5.3073,-0.5649,Conventional Dendritic Cell,Treat
l4759,5.5888,-0.7987,Conventional Dendritic Cell,Control
l4760,5.0269,-0.807,Conventional Dendritic Cell,Control
l4761,4.4029,-1.6793,Conventional Dendritic Cell,Treat
l4762,5.2982,-1.0574,Conventional Dendritic Cell,Control
l4763,5.8377,-1.9728,Conventional Dendritic Cell,Control
l4764,4.2429,-1.0401,Conventional Dendritic Cell,Treat
l4765,4.5096,-1.5589,Conventional Dendritic Cell,Control
l4766,4.9092,-1.888,Conventional Dendritic Cell,Control
l4767,4.7243,-0.8259,Conventional Dendritic Cell,Treat
l4768,3.8099,-1.0612,Conventional Dendritic Cell,Control
l4769,4.5878,-1.3522,Conventional Dendritic Cell,Control
l4770,4.7233,-1.0823,Conventional Dendritic Cell,Treat
l4771,4.5132,-1.1889,Conventional Dendritic Cell,Control
l4772,4.0889,-0.8142,Conventional Dendritic Cell,Control
l4773,5.4476,-0.8328,Conventional Dendritic Cell,Treat
l4774,3.4256,-0.6056,Conventional Dendritic Cell,Control
l4775,4.0241,-1.2129,Conventional Dendritic Cell,Control
l4776,3.8291,-0.7368,Conventional Dendritic Cell,Treat
l4777,3.862,-0.6616,Conventional Dendritic Cell,Control
l4778,3.4757,-1.3846,Conventional Dendritic Cell,Control
l4779,3.9731,-0.7631,Conventional Dendritic Cell,Treat
l4780,5.5289,-0.9392,Conventional Dendritic Cell,Control
l4781,4.2017,-1.4526,Conventional Dendritic Cell,Control
l4782,5.0049,-1.2165,Conventional Dendritic Cell,Treat
l4783,4.3385,-0.6376,Conventional Dendritic Cell,Control
l4784,5.0713,-0.578,Conventional Dendritic Cell,Control
l4785,3.4145,-1.83,Conventional Dendritic Cell,Treat
l4786,4.1531,-1.1286,Conventional Dendritic Cell,Control
l4787,3.8512,-0.7611,Conventional Dendritic Cell,Control
l4788,4.3802,-1.2021,Conventional Dendritic Cell,Treat
l4789,4.4967,-0.5792,Conventional Dendritic Cell,Control
l4790,4.0895,-0.8537,Conventional Dendritic Cell,Control
l4791,4.6242,-0.6894,Conventional Dendritic Cell,Treat
l4792,3.7064,-2.1662,Conventional Dendritic Cell,Control
l4793,4.2778,-0.2948,Conventional Dendritic Cell,Control
l4794,5.8611,-1.679,Conventional Dendritic Cell,Treat
l4795,5.4798,-0.7301,Conventional Dendritic Cell,Control
l4796,4.754,-1.3643,Conventional Dendritic Cell,Control
