cell,UMAP_1,UMAP_2,celltype,group
c23056,-2.8887,6.9595,Endothelial cells,HF
c23057,-3.2244,5.8146,Endothelial cells,Control
c23058,-6.2703,7.4063,Endothelial cells,Control
c23059,-6.5696,8.916,Endothelial cells,Control
c23060,-0.207,6.7551,Endothelial cells,HF
c23061,-5.6919,4.502,Endothelial cells,Control
c23062,-0.8543,4.1781,Endothelial cells,Control
c23063,-3.3381,3.9686,Endothelial cells,Control
c23064,-2.7405,5.4929,Endothelial cells,HF
c23065,1.2703,5.518,Endothelial cells,Control
c23066,-0.6084,7.36,Endothelial cells,Control
c23067,1.3175,5.4933,Endothelial cells,Control
c23068,-1.1017,8.9122,Endothelial cells,HF
c23069,-2.6405,5.0218,Endothelial cells,Control
c23070,-6.3894,3.3731,Endothelial cells,Control
c23071,-2.6472,6.6528,Endothelial cells,Control
c23072,-1.3712,3.9459,Endothelial cells,HF
c23073,-3.059,7.597,Endothelial cells,Control
c23074,-1.3344,6.8902,Endothelial cells,Control
c23075,-2.0804,8.7022,Endothelial cells,Control
c23076,-4.265,8.8578,Endothelial cells,HF
c23077,-3.8264,6.9517,Endothelial cells,Control
c23078,-4.4949,8.7161,Endothelial cells,Control
c23079,-2.2351,5.0041,Endothelial cells,Control
c23080,-3.1708,3.4121,Endothelial cells,HF
c23081,-5.7077,5.7924,Endothelial cells,Control
c23082,-2.5879,3.895,Endothelial cells,Control
c23083,1.0335,5.3039,Endothelial cells,Control
c23084,0.3906,6.3788,Endothelial cells,HF
c23085,-2.4318,4.7906,Endothelial cells,Control
c23086,-0.0884,6.2397,Endothelial cells,Control
c23087,-1.6009,7.1653,Endothelial cells,Control
c23088,-3.1459,7.947,Endothelial cells,HF
c23089,-0.644,6.903,Endothelial cells,Control
c23090,-2.2294,8.9819,Endothelial cells,Control
c23091,2.1615,6.6751,Endothelial cells,Control
c23092,-0.7323,5.6606,Endothelial cells,HF
c23093,-1.6425,3.6177,Endothelial cells,Control
c23094,-6.9587,7.0107,Endothelial cells,Control
c23095,-4.1171,4.9844,Endothelial cells,Control
c23096,-1.9101,2.8772,Endothelial cells,HF
c23097,-0.6873,3.6577,Endothelial cells,Control
c23098,-0.5776,4.2042,Endothelial cells,Control
c23099,-1.1133,6.9781,Endothelial cells,Control
c23100,-1.432,6.2371,Endothelial cells,HF
c23101,-7.6581,6.698,Endothelial cells,Control
c23102,1.6419,2.7834,Endothelial cells,Control
c23103,-5.4709,6.1675,Endothelial cells,Control
c23104,-2.2607,4.3297,Endothelial cells,HF
c23105,-0.8021,6.2296,Endothelial cells,Control
c23106,-1.3288,3.6607,Endothelial cells,Control
c23107,-0.4134,6.2533,Endothelial cells,Control
c23108,-2.8368,5.5419,Endothelial cells,HF
c23109,-0.8417,3.6134,Endothelial cells,Control
c23110,-3.3841,10.4731,Endothelial cells,Control
c23111,1.4586,2.6808,Endothelial cells,Control
c23112,-2.0615,5.7265,Endothelial cells,HF
c23113,-0.4205,0.5849,Endothelial cells,Control
c23114,-4.0935,6.1125,Endothelial cells,Control
c23115,-2.5137,9.2067,Endothelial cells,Control
c23116,3.1845,5.8853,Endothelial cells,HF
c23117,-0.2648,2.133,Endothelial cells,Control
c23118,0.2891,4.8763,Endothelial cells,Control
c23119,-4.7055,4.1861,Endothelial cells,Control
c23120,-6.9963,6.9066,Endothelial cells,HF
c23121,-1.2668,7.193,Endothelial cells,Control
c23122,4.3959,4.2689,Endothelial cells,Control
c23123,-1.2354,5.0448,Endothelial cells,Control
c23124,-3.6404,6.3741,Endothelial cells,HF
c23125,-2.999,2.8647,Endothelial cells,Control
c23126,-4.0708,6.2463,Endothelial cells,Control
c23127,1.8653,3.6871,Endothelial cells,Control
c23128,-1.5015,7.7237,Endothelial cells,HF
c23129,-1.6217,3.7211,Endothelial cells,Control
c23130,-5.914,3.4624,Endothelial cells,Control
c23131,0.1783,7.5706,Endothelial cells,Control
c23132,-2.0698,5.3657,Endothelial cells,HF
c23133,-4.0316,5.6575,Endothelial cells,Control
c23134,-1.8745,5.8512,Endothelial cells,Control
c23135,-5.8413,9.1328,Endothelial cells,Control
c23136,-3.8171,4.5403,Endothelial cells,HF
c23137,1.2559,5.85,Endothelial cells,Control
c23138,1.9676,7.2371,Endothelial cells,Control
c23139,3.0141,5.1142,Endothelial cells,Control
c23140,-2.5867,5.0905,Endothelial cells,HF
c23141,-2.4006,3.6993,Endothelial cells,Control
c23142,-2.927,4.5697,Endothelial cells,Control
c23143,0.6296,7.8503,Endothelial cells,Control
c23144,0.0804,6.6708,Endothelial cells,HF
c23145,-0.2372,4.5516,Endothelial cells,Control
c23146,-4.1883,4.3301,Endothelial cells,Control
c23147,-1.4711,9.4674,Endothelial cells,Control
c23148,-4.9179,4.6114,Endothelial cells,HF
c23149,-2.7985,4.199,Endothelial cells,Control
c23150,-1.6152,5.4823,Endothelial cells,Control
c23151,-4.8343,4.9725,Endothelial cells,Control
c23152,-0.4866,6.0987,Endothelial cells,HF
c23153,-2.1272,6.9151,Endothelial cells,Control
c23154,-1.0385,5.3987,Endothelial cells,Control
c23155,-2.335,8.7487,Endothelial cells,Control
c23156,-2.693,5.5897,Endothelial cells,HF
c23157,-3.5463,6.6371,Endothelial cells,Control
c23158,-5.1912,6.9669,Endothelial cells,Control
c23159,1.9915,3.0696,Endothelial cells,Control
c23160,-7.5666,7.158,Endothelial cells,HF
c23161,-2.3789,7.0396,Endothelial cells,Control
c23162,2.0107,7.3099,Endothelial cells,Control
c23163,-3.0195,6.5758,Endothelial cells,Control
c23164,-3.9789,5.2485,Endothelial cells,HF
c23165,-1.4767,5.1806,Endothelial cells,Control
c23166,0.7102,3.46,Endothelial cells,Control
c23167,-3.0632,8.5768,Endothelial cells,Control
c23168,-3.1388,7.1806,Endothelial cells,HF
c23169,1.5433,6.2826,Endothelial cells,Control
c23170,-3.3639,8.5792,Endothelial cells,Control
c23171,-2.8519,3.4685,Endothelial cells,Control
c23172,-4.5722,6.1829,Endothelial cells,HF
c23173,-3.4996,7.0897,Endothelial cells,Control
c23174,0.4047,3.5612,Endothelial cells,Control
c23175,-2.7132,5.42,Endothelial cells,Control
c23176,-1.8,6.6206,Endothelial cells,HF
c23177,-2.2621,5.9384,Endothelial cells,Control
c23178,-0.3465,7.086,Endothelial cells,Control
c23179,-5.1516,4.753,Endothelial cells,Control
c23180,-5.6302,7.6833,Endothelial cells,HF
c23181,0.4645,4.8231,Endothelial cells,Control
c23182,-5.2739,6.0203,Endothelial cells,Control
c23183,-4.1584,6.3751,Endothelial cells,Control
c23184,1.0925,5.2499,Endothelial cells,HF
c23185,0.0267,5.4282,Endothelial cells,Control
c23186,0.0715,5.4375,Endothelial cells,Control
c23187,0.5116,7.7269,Endothelial cells,Control
c23188,0.2306,7.8831,Endothelial cells,HF
c23189,-1.5135,3.1139,Endothelial cells,Control
c23190,-2.1382,4.7112,Endothelial cells,Control
c23191,-2.3988,5.0261,Endothelial cells,Control
c23192,1.3487,6.8261,Endothelial cells,HF
c23193,0.6604,7.4292,Endothelial cells,Control
c23194,0.9218,3.0463,Endothelial cells,Control
c23195,0.0266,7.1953,Endothelial cells,Control
c23196,0.8206,4.167,Endothelial cells,HF
c23197,-3.1721,7.5128,Endothelial cells,Control
c23198,-0.3737,5.8641,Endothelial cells,Control
c23199,-0.4858,4.3375,Endothelial cells,Control
c23200,-1.4097,8.674,Endothelial cells,HF
c23201,-2.5926,5.5072,Endothelial cells,Control
c23202,-3.8409,5.6435,Endothelial cells,Control
c23203,-4.5598,6.8854,Endothelial cells,Control
c23204,-4.6861,8.4951,Endothelial cells,HF
c23205,3.3846,4.8431,Endothelial cells,Control
c23206,-5.2582,5.9785,Endothelial cells,Control
c23207,-2.3961,6.0228,Endothelial cells,Control
c23208,1.3088,4.1348,Endothelial cells,HF
c23209,-1.5463,4.9421,Endothelial cells,Control
c23210,-1.2375,5.5451,Endothelial cells,Control
c23211,2.1219,6.8126,Endothelial cells,Control
c23212,-1.0534,3.9948,Endothelial cells,HF
c23213,-2.9816,6.9404,Endothelial cells,Control
c23214,2.9764,6.3014,Endothelial cells,Control
c23215,-1.5392,3.7767,Endothelial cells,Control
c23216,-2.7596,4.2495,Endothelial cells,HF
c23217,-2.4867,3.9866,Endothelial cells,Control
c23218,1.9544,7.737,Endothelial cells,Control
c23219,3.1421,3.8124,Endothelial cells,Control
c23220,-0.8194,7.1632,Endothelial cells,HF
c23221,0.2448,2.15,Endothelial cells,Control
c23222,-1.6152,7.1992,Endothelial cells,Control
c23223,-4.803,3.6402,Endothelial cells,Control
c23224,-0.6174,7.7354,Endothelial cells,HF
c23225,-3.6669,5.3107,Endothelial cells,Control
c23226,0.3901,5.2088,Endothelial cells,Control
c23227,-0.4856,3.1759,Endothelial cells,Control
c23228,-2.7138,9.0497,Endothelial cells,HF
c23229,-2.2974,4.3974,Endothelial cells,Control
c23230,-3.4374,6.5367,Endothelial cells,Control
c23231,-2.097,7.5303,Endothelial cells,Control
c23232,-0.7814,4.8379,Endothelial cells,HF
c23233,-1.3451,7.2243,Endothelial cells,Control
c23234,-2.4373,8.6184,Endothelial cells,Control
c23235,-4.832,4.1207,Endothelial cells,Control
c23236,-0.7932,4.5933,Endothelial cells,HF
c23237,-2.7772,5.374,Endothelial cells,Control
c23238,-2.1221,1.9604,Endothelial cells,Control
c23239,-1.5235,7.0146,Endothelial cells,Control
c23240,-1.2033,8.0864,Endothelial cells,HF
c23241,-1.2684,8.4023,Endothelial cells,Control
c23242,-3.0312,4.7093,Endothelial cells,Control
c23243,-1.5973,4.1944,Endothelial cells,Control
c23244,-1.9274,9.0997,Endothelial cells,HF
c23245,-0.3066,3.7874,Endothelial cells,Control
c23246,-0.1404,4.8535,Endothelial cells,Control
c23247,1.4674,7.8911,Endothelial cells,Control
c23248,-1.283,6.3567,Endothelial cells,HF
c23249,-0.7338,3.6862,Endothelial cells,Control
c23250,-2.5515,6.1907,Endothelial cells,Control
c23251,0.339,6.229,Endothelial cells,Control
c23252,0.9987,2.5297,Endothelial cells,HF
c23253,-4.3486,6.2416,Endothelial cells,Control
c23254,-1.1396,6.6815,Endothelial cells,Control
c23255,-0.0448,5.442,Endothelial cells,Control
c23256,-4.4922,4.3866,Endothelial cells,HF
c23257,2.5478,5.7389,Endothelial cells,Control
c23258,-4.6805,5.1399,Endothelial cells,Control
c23259,-2.7469,6.8565,Endothelial cells,Control
c23260,-3.2809,5.7984,Endothelial cells,HF
c23261,3.0741,3.3276,Endothelial cells,Control
c23262,-4.3602,6.3618,Endothelial cells,Control
c23263,0.1741,6.5672,Endothelial cells,Control
c23264,0.1674,3.5765,Endothelial cells,HF
c23265,2.713,7.5486,Endothelial cells,Control
c23266,0.7394,5.9571,Endothelial cells,Control
c23267,1.9974,4.6242,Endothelial cells,Control
c23268,-3.575,6.4059,Endothelial cells,HF
c23269,0.6416,6.9481,Endothelial cells,Control
c23270,-1.5762,6.6814,Endothelial cells,Control
c23271,-3.5586,8.156,Endothelial cells,Control
c23272,0.6643,6.5071,Endothelial cells,HF
c23273,-1.3577,5.7563,Endothelial cells,Control
c23274,-4.6074,7.6022,Endothelial cells,Control
c23275,-4.4317,6.6397,Endothelial cells,Control
c23276,-4.9449,5.0277,Endothelial cells,HF
c23277,-2.6943,6.0714,Endothelial cells,Control
c23278,-3.9512,5.7099,Endothelial cells,Control
c23279,-3.0677,6.3303,Endothelial cells,Control
c23280,-1.1776,4.0967,Endothelial cells,HF
c23281,-3.5622,5.743,Endothelial cells,Control
c23282,-2.8628,6.8626,Endothelial cells,Control
c23283,-5.979,9.1457,Endothelial cells,Control
c23284,-0.6267,5.1518,Endothelial cells,HF
c23285,-6.0441,4.5784,Endothelial cells,Control
c23286,1.1368,8.5608,Endothelial cells,Control
c23287,1.398,4.9414,Endothelial cells,Control
c23288,0.1502,7.0225,Endothelial cells,HF
c23289,-0.5617,6.1656,Endothelial cells,Control
c23290,-4.2208,6.0173,Endothelial cells,Control
c23291,2.5389,1.6519,Endothelial cells,Control
c23292,-1.936,5.3061,Endothelial cells,HF
c23293,-6.0606,9.4806,Endothelial cells,Control
c23294,2.2507,5.4994,Endothelial cells,Control
c23295,-0.5571,1.1847,Endothelial cells,Control
c23296,-3.7989,5.6316,Endothelial cells,HF
c23297,-2.1993,5.2924,Endothelial cells,Control
c23298,2.7926,4.8526,Endothelial cells,Control
c23299,-2.9591,7.6438,Endothelial cells,Control
c23300,-1.363,4.7722,Endothelial cells,HF
c23301,-0.3559,3.1811,Endothelial cells,Control
c23302,-2.1591,7.3045,Endothelial cells,Control
c23303,-0.5302,3.3056,Endothelial cells,Control
c23304,0.7999,6.5483,Endothelial cells,HF
c23305,0.928,3.8373,Endothelial cells,Control
c23306,-1.0907,5.8472,Endothelial cells,Control
c23307,-1.2875,8.0834,Endothelial cells,Control
c23308,-1.7061,5.7479,Endothelial cells,HF
c23309,-1.1684,6.39,Endothelial cells,Control
c23310,-2.6439,6.1966,Endothelial cells,Control
c23311,-1.8131,6.0712,Endothelial cells,Control
c23312,0.3071,3.711,Endothelial cells,HF
c23313,-0.5045,6.506,Endothelial cells,Control
c23314,-2.8303,3.7872,Endothelial cells,Control
c23315,-5.0911,6.5221,Endothelial cells,Control
c23316,-3.7157,5.3002,Endothelial cells,HF
c23317,-4.168,8.4419,Endothelial cells,Control
c23318,-0.115,4.9968,Endothelial cells,Control
c23319,-2.2925,7.1455,Endothelial cells,Control
c23320,-2.4377,4.7037,Endothelial cells,HF
c23321,-1.1206,3.2307,Endothelial cells,Control
c23322,2.1233,4.8415,Endothelial cells,Control
c23323,-4.4972,4.8004,Endothelial cells,Control
c23324,-3.7108,7.5382,Endothelial cells,HF
c23325,1.7695,6.6223,Endothelial cells,Control
c23326,-0.4369,5.2892,Endothelial cells,Control
c23327,-0.8946,5.7991,Endothelial cells,Control
c23328,-2.3579,7.4803,Endothelial cells,HF
c23329,-3.6126,6.0439,Endothelial cells,Control
c23330,0.9164,4.5874,Endothelial cells,Control
c23331,-6.7933,8.4929,Endothelial cells,Control
c23332,-5.3842,8.9139,Endothelial cells,HF
c23333,0.8759,3.6489,Endothelial cells,Control
c23334,-3.5585,7.4807,Endothelial cells,Control
c23335,-1.0299,6.0401,Endothelial cells,Control
c23336,-2.0203,4.5049,Endothelial cells,HF
c23337,-2.193,7.372,Endothelial cells,Control
c23338,2.6171,5.0692,Endothelial cells,Control
c23339,-3.3535,3.8214,Endothelial cells,Control
c23340,0.3203,2.9969,Endothelial cells,HF
c23341,1.1343,4.9223,Endothelial cells,Control
c23342,-7.4114,6.2152,Endothelial cells,Control
c23343,-0.392,5.7095,Endothelial cells,Control
c23344,-1.7102,6.9306,Endothelial cells,HF
c23345,-1.8281,3.8336,Endothelial cells,Control
c23346,-0.6593,5.5133,Endothelial cells,Control
c23347,0.3362,4.891,Endothelial cells,Control
c23348,-3.145,8.1048,Endothelial cells,HF
c23349,-3.9729,6.7384,Endothelial cells,Control
c23350,-3.465,6.5139,Endothelial cells,Control
c23351,-1.6194,3.9088,Endothelial cells,Control
c23352,0.1418,6.9951,Endothelial cells,HF
c23353,-0.1336,4.8417,Endothelial cells,Control
c23354,-3.1748,4.7197,Endothelial cells,Control
c23355,-1.1298,1.5417,Endothelial cells,Control
c23356,-4.5748,8.1059,Endothelial cells,HF
c23357,-6.2908,7.1075,Endothelial cells,Control
c23358,-1.9181,8.1684,Endothelial cells,Control
c23359,-1.4316,5.4987,Endothelial cells,Control
c23360,0.711,6.0742,Endothelial cells,HF
c23361,0.0134,4.756,Endothelial cells,Control
c23362,-3.5315,4.5876,Endothelial cells,Control
c23363,-0.7997,3.4715,Endothelial cells,Control
c23364,-1.7237,5.1065,Endothelial cells,HF
c23365,-1.5588,2.7832,Endothelial cells,Control
c23366,-6.7846,6.0455,Endothelial cells,Control
c23367,-3.9837,7.3009,Endothelial cells,Control
c23368,-3.2038,4.073,Endothelial cells,HF
c23369,-2.5837,5.5583,Endothelial cells,Control
c23370,0.8298,6.8373,Endothelial cells,Control
c23371,-2.3879,5.5899,Endothelial cells,Control
c23372,1.6505,3.464,Endothelial cells,HF
c23373,-2.7593,9.2503,Endothelial cells,Control
c23374,-3.5661,4.4625,Endothelial cells,Control
c23375,-3.4753,5.0153,Endothelial cells,Control
c23376,-4.1921,9.1357,Endothelial cells,HF
c23377,1.5934,3.3673,Endothelial cells,Control
c23378,4.8921,4.8033,Endothelial cells,Control
c23379,-0.4377,2.2776,Endothelial cells,Control
c23380,-2.2556,6.246,Endothelial cells,HF
c23381,-3.5892,7.2715,Endothelial cells,Control
c23382,-0.6428,3.0829,Endothelial cells,Control
c23383,-4.3763,6.4498,Endothelial cells,Control
c23384,-3.8166,7.8134,Endothelial cells,HF
c23385,-0.3154,5.8097,Endothelial cells,Control
c23386,-3.1914,7.0553,Endothelial cells,Control
c23387,-4.6304,4.1083,Endothelial cells,Control
c23388,-3.9228,9.9689,Endothelial cells,HF
c23389,-0.9924,3.3876,Endothelial cells,Control
c23390,3.083,3.9214,Endothelial cells,Control
c23391,-6.0403,5.2765,Endothelial cells,Control
c23392,-1.9438,6.245,Endothelial cells,HF
c23393,-1.2715,7.2493,Endothelial cells,Control
c23394,-4.6016,5.9294,Endothelial cells,Control
c23395,-8.1657,4.8786,Endothelial cells,Control
c23396,-0.6934,6.7543,Endothelial cells,HF
c23397,-1.5238,4.3802,Endothelial cells,Control
c23398,-4.0896,5.1532,Endothelial cells,Control
c23399,4.1054,3.5998,Endothelial cells,Control
c23400,-0.3104,3.6235,Endothelial cells,HF
c23401,-1.7969,4.9365,Endothelial cells,Control
c23402,-2.5681,5.9984,Endothelial cells,Control
c23403,0.0897,6.4605,Endothelial cells,Control
c23404,0.1608,2.9722,Endothelial cells,HF
c23405,-4.1316,5.6647,Endothelial cells,Control
c23406,-2.7378,3.9647,Endothelial cells,Control
c23407,1.0771,4.8769,Endothelial cells,Control
c23408,-6.1991,8.4831,Endothelial cells,HF
c23409,-0.2203,6.9485,Endothelial cells,Control
c23410,-0.1016,7.7049,Endothelial cells,Control
c23411,1.4903,3.9934,Endothelial cells,Control
c23412,3.5097,5.1989,Endothelial cells,HF
c23413,-4.314,4.7754,Endothelial cells,Control
c23414,-3.8772,6.7592,Endothelial cells,Control
c23415,1.9653,5.1218,Endothelial cells,Control
c23416,0.1487,5.9446,Endothelial cells,HF
c23417,0.0675,6.9358,Endothelial cells,Control
c23418,-2.6623,4.4069,Endothelial cells,Control
c23419,-1.9295,3.4611,Endothelial cells,Control
c23420,3.7068,4.9859,Endothelial cells,HF
c23421,-6.949,6.1335,Endothelial cells,Control
c23422,-1.6597,8.3361,Endothelial cells,Control
c23423,1.2146,5.3239,Endothelial cells,Control
c23424,3.8062,5.2809,Endothelial cells,HF
c23425,2.713,9.4447,Endothelial cells,Control
c23426,-2.5468,2.5298,Endothelial cells,Control
c23427,-5.3876,8.4735,Endothelial cells,Control
c23428,-0.7666,4.8461,Endothelial cells,HF
c23429,-1.0126,5.8062,Endothelial cells,Control
c23430,-1.9568,2.0563,Endothelial cells,Control
c23431,3.0152,4.1498,Endothelial cells,Control
c23432,2.8726,2.9016,Endothelial cells,HF
c23433,0.6016,6.1459,Endothelial cells,Control
c23434,-0.6857,7.8807,Endothelial cells,Control
c23435,-5.1113,4.9365,Endothelial cells,Control
c23436,-7.5424,10.6938,Endothelial cells,HF
c23437,-4.0211,4.7764,Endothelial cells,Control
c23438,-1.1949,5.023,Endothelial cells,Control
c23439,4.2528,4.1304,Endothelial cells,Control
c23440,-3.0923,8.6534,Endothelial cells,HF
c23441,-0.0345,1.7835,Endothelial cells,Control
c23442,-3.3219,6.6437,Endothelial cells,Control
c23443,-3.1403,5.6755,Endothelial cells,Control
c23444,-3.0022,7.0437,Endothelial cells,HF
c23445,-1.917,7.6754,Endothelial cells,Control
c23446,2.9165,4.261,Endothelial cells,Control
c23447,-2.9788,7.5932,Endothelial cells,Control
c23448,-0.1368,6.6446,Endothelial cells,HF
c23449,0.5674,6.7521,Endothelial cells,Control
c23450,-2.9067,6.0851,Endothelial cells,Control
c23451,-1.0873,6.4376,Endothelial cells,Control
c23452,0.3786,3.3198,Endothelial cells,HF
c23453,-3.1746,5.3787,Endothelial cells,Control
c23454,1.7493,5.7282,Endothelial cells,Control
c23455,-2.5343,9.2485,Endothelial cells,Control
c23456,-0.2821,4.7256,Endothelial cells,HF
c23457,-7.1114,6.3515,Endothelial cells,Control
c23458,-1.3942,6.089,Endothelial cells,Control
c23459,-0.6998,3.1081,Endothelial cells,Control
c23460,0.3678,5.9094,Endothelial cells,HF
c23461,0.1358,4.956,Endothelial cells,Control
c23462,0.5166,5.0546,Endothelial cells,Control
c23463,4.3794,0.4345,Endothelial cells,Control
c23464,1.8795,4.5723,Endothelial cells,HF
c23465,-0.3641,6.7644,Endothelial cells,Control
c23466,2.3042,4.3614,Endothelial cells,Control
c23467,1.5302,7.3176,Endothelial cells,Control
c23468,-3.0741,7.994,Endothelial cells,HF
c23469,-4.6125,6.3564,Endothelial cells,Control
c23470,-3.7073,2.884,Endothelial cells,Control
c23471,2.5439,5.0327,Endothelial cells,Control
c23472,3.9979,7.3885,Endothelial cells,HF
c23473,-0.432,2.6109,Endothelial cells,Control
c23474,-1.3472,9.2185,Endothelial cells,Control
c23475,-3.2649,6.7009,Endothelial cells,Control
c23476,-2.1534,3.6018,Endothelial cells,HF
c23477,-2.0869,6.9434,Endothelial cells,Control
c23478,-0.432,7.278,Endothelial cells,Control
c23479,-4.5776,6.4579,Endothelial cells,Control
c23480,4.3419,1.8966,Endothelial cells,HF
c23481,0.4773,5.8411,Endothelial cells,Control
c23482,-2.2406,6.8825,Endothelial cells,Control
c23483,1.2479,5.6694,Endothelial cells,Control
c23484,-3.7008,7.3474,Endothelial cells,HF
c23485,-4.9206,7.1354,Endothelial cells,Control
c23486,-1.1465,6.6036,Endothelial cells,Control
c23487,-4.0479,4.4215,Endothelial cells,Control
c23488,-2.0009,5.2832,Endothelial cells,HF
c23489,-0.5066,5.2225,Endothelial cells,Control
c23490,-4.6237,4.6343,Endothelial cells,Control
c23491,3.6934,4.285,Endothelial cells,Control
c23492,-0.2208,1.2605,Endothelial cells,HF
c23493,1.0409,5.059,Endothelial cells,Control
c23494,1.9352,5.0602,Endothelial cells,Control
c23495,-1.9584,8.4307,Endothelial cells,Control
c23496,-2.4289,6.8771,Endothelial cells,HF
c23497,-2.0596,7.8857,Endothelial cells,Control
c23498,-4.8867,7.8605,Endothelial cells,Control
c23499,-2.4096,3.812,Endothelial cells,Control
c23500,-3.6881,2.8222,Endothelial cells,HF
c23501,-2.8471,6.2423,Endothelial cells,Control
c23502,-1.9027,8.3623,Endothelial cells,Control
c23503,-1.8675,3.6582,Endothelial cells,Control
c23504,0.5173,2.7975,Endothelial cells,HF
c23505,-0.2046,3.8831,Endothelial cells,Control
c23506,-0.7447,6.6033,Endothelial cells,Control
c23507,-1.024,6.7355,Endothelial cells,Control
c23508,-3.9241,7.6908,Endothelial cells,HF
c23509,-1.8301,6.2976,Endothelial cells,Control
c23510,-3.0794,5.0307,Endothelial cells,Control
c23511,1.3306,2.5082,Endothelial cells,Control
c23512,-1.5769,4.5038,Endothelial cells,HF
c23513,-5.2017,7.6317,Endothelial cells,Control
c23514,-4.3641,4.3469,Endothelial cells,Control
c23515,-0.9648,7.1505,Endothelial cells,Control
c23516,-2.1562,4.5071,Endothelial cells,HF
c23517,1.945,7.077,Endothelial cells,Control
c23518,-4.5887,8.114,Endothelial cells,Control
c23519,0.332,3.3013,Endothelial cells,Control
c23520,-1.9745,6.2805,Endothelial cells,HF
c23521,-1.4662,6.5037,Endothelial cells,Control
c23522,-1.6407,5.9876,Endothelial cells,Control
c23523,-1.4726,6.0133,Endothelial cells,Control
c23524,-0.8176,2.7978,Endothelial cells,HF
c23525,-1.6814,8.3613,Endothelial cells,Control
c23526,-4.8216,7.623,Endothelial cells,Control
c23527,-0.2438,5.4075,Endothelial cells,Control
c23528,-3.4978,5.9321,Endothelial cells,HF
c23529,-1.7375,5.3136,Endothelial cells,Control
c23530,-1.6047,4.6609,Endothelial cells,Control
c23531,-2.5044,7.403,Endothelial cells,Control
c23532,-1.1511,6.3163,Endothelial cells,HF
c23533,0.0007,-0.0264,Endothelial cells,Control
c23534,-3.0925,3.1635,Endothelial cells,Control
c23535,0.1983,6.6733,Endothelial cells,Control
c23536,-4.4992,4.067,Endothelial cells,HF
c23537,0.2358,6.1509,Endothelial cells,Control
c23538,0.1275,4.4243,Endothelial cells,Control
c23539,-3.926,6.3757,Endothelial cells,Control
c23540,4.5985,1.8217,Endothelial cells,HF
c23541,-0.8773,6.2192,Endothelial cells,Control
c23542,-1.8443,1.8814,Endothelial cells,Control
c23543,-3.571,4.6414,Endothelial cells,Control
c23544,-1.461,6.7439,Endothelial cells,HF
c23545,-4.4724,4.7047,Endothelial cells,Control
c23546,2.3126,6.5109,Endothelial cells,Control
c23547,-5.1448,7.0079,Endothelial cells,Control
c23548,-3.4008,6.89,Endothelial cells,HF
c23549,-0.8142,1.2348,Endothelial cells,Control
c23550,0.8939,3.8426,Endothelial cells,Control
c23551,-3.7726,4.4908,Endothelial cells,Control
c23552,3.2081,1.7344,Endothelial cells,HF
c23553,-2.9908,5.3481,Endothelial cells,Control
c23554,-0.714,6.5152,Endothelial cells,Control
c23555,-2.6645,6.6252,Endothelial cells,Control
c23556,3.8751,3.0605,Endothelial cells,HF
c23557,0.3714,6.4283,Endothelial cells,Control
c23558,-7.3916,4.674,Endothelial cells,Control
c23559,-1.0901,8.4609,Endothelial cells,Control
c23560,-7.8011,8.0608,Endothelial cells,HF
c23561,-1.7996,2.7909,Endothelial cells,Control
c23562,-2.8887,7.3239,Endothelial cells,Control
c23563,-0.2434,6.9851,Endothelial cells,Control
c23564,-3.3587,4.9093,Endothelial cells,HF
c23565,-0.4826,3.9169,Endothelial cells,Control
c23566,-3.8134,7.5055,Endothelial cells,Control
c23567,0.4007,8.0882,Endothelial cells,Control
c23568,-4.8856,7.1811,Endothelial cells,HF
c23569,-2.436,4.6371,Endothelial cells,Control
c23570,-3.6759,9.6309,Endothelial cells,Control
c23571,3.208,6.3382,Endothelial cells,Control
c23572,0.4403,3.402,Endothelial cells,HF
c23573,-0.1001,3.8529,Endothelial cells,Control
c23574,-0.4891,5.5093,Endothelial cells,Control
c23575,-2.1896,8.654,Endothelial cells,Control
c23576,-1.5962,6.1095,Endothelial cells,HF
c23577,-2.3042,7.2552,Endothelial cells,Control
c23578,0.6121,5.6903,Endothelial cells,Control
c23579,1.5533,5.0921,Endothelial cells,Control
c23580,-4.7076,8.2917,Endothelial cells,HF
c23581,2.8749,3.5916,Endothelial cells,Control
c23582,-0.9644,7.5844,Endothelial cells,Control
c23583,-2.8706,5.9701,Endothelial cells,Control
c23584,-3.3698,6.7877,Endothelial cells,HF
c23585,-2.4004,3.2452,Endothelial cells,Control
c23586,-2.1069,4.3743,Endothelial cells,Control
c23587,-0.5839,4.9981,Endothelial cells,Control
c23588,-2.5744,6.6631,Endothelial cells,HF
c23589,-5.5575,6.9442,Endothelial cells,Control
c23590,-0.7885,2.786,Endothelial cells,Control
c23591,0.895,3.3891,Endothelial cells,Control
c23592,-6.6091,6.5194,Endothelial cells,HF
c23593,-1.0208,3.9536,Endothelial cells,Control
c23594,-3.3563,9.2195,Endothelial cells,Control
c23595,-3.2744,6.364,Endothelial cells,Control
c23596,0.6036,4.6911,Endothelial cells,HF
c23597,-0.7797,7.3859,Endothelial cells,Control
c23598,-2.6637,6.9521,Endothelial cells,Control
c23599,0.2315,5.6659,Endothelial cells,Control
c23600,-2.2106,7.4634,Endothelial cells,HF
c23601,3.1131,5.0903,Endothelial cells,Control
