genome,species,domain,representative_flag
MALA_SAMN05422133_METAG_JANKNKHL,3729_0,Bacteria,TRUE
MALA_SAMN05422133_METAG_FKNGKJEE,3567_1,Bacteria,FALSE
MALA_SAMN05422166_METAG_CADKBHAA,2891_1,Bacteria,FALSE
MALA_SAMN05422166_METAG_MNNNHGFC,1194_1,Bacteria,FALSE
MALA_SAMN05422166_METAG_JOODAKKP,2095_1,Archaea,FALSE
MALA_SAMN05422166_METAG_PCLPONCI,1066_1,Bacteria,FALSE
MALA_SAMN05422166_METAG_BBIIAPFN,643_1,Bacteria,FALSE
MALA_SAMN05422117_METAG_BEMFKCKM,6361_2,Bacteria,FALSE
MALA_SAMN05421660_METAG_DIIGKDEL,2891_1,Bacteria,FALSE
MALA_SAMN05421660_METAG_CBMKKPMN,2095_1,Archaea,FALSE
MALA_SAMN05421660_METAG_NNGLCIHM,2267_1,Bacteria,FALSE
MALA_SAMN05421660_METAG_BOEAJOMI,616_1,Bacteria,FALSE
MALA_SAMN05421660_METAG_BDGLBHNG,5421_1,Bacteria,FALSE
MALA_SAMN05422148_METAG_PALGOPPG,643_1,Bacteria,FALSE
MALA_SAMN05422148_METAG_GEILBFNL,154_1,Bacteria,FALSE
MALA_SAMN05422148_METAG_HAENCPHN,2891_1,Bacteria,FALSE
MALA_SAMN05422148_METAG_BBILGBBN,2095_1,Archaea,FALSE
MALA_SAMN05422111_METAG_AGIBFIDO,1066_1,Bacteria,FALSE
MALA_SAMN05422111_METAG_AHOIHKAA,2095_1,Archaea,FALSE
MALA_SAMN05422111_METAG_GBHEMFGI,6361_2,Bacteria,FALSE
MALA_SAMN05422111_METAG_KEPKCCCA,1074_1,Bacteria,FALSE
MALA_SAMN05421913_METAG_LBPGIOHJ,571_0,Bacteria,TRUE
MALA_SAMN05421901_METAG_HIKDOIAN,2891_1,Bacteria,FALSE
MALA_SAMN05421901_METAG_IAJDHIGI,2269_1,Bacteria,FALSE
MALA_SAMN05421901_METAG_JEJANKDP,2095_1,Archaea,FALSE
MALA_SAMN05421901_METAG_LBKKBCHN,1028_1,Bacteria,FALSE
MALA_SAMN05422138_METAG_ADGJIMGH,2733_1,Archaea,FALSE
MALA_SAMN05422138_METAG_CJPOHPDO,1194_1,Bacteria,FALSE
MALA_SAMN05422138_METAG_PJNKMKOE,5421_1,Bacteria,FALSE
MALA_SAMN05422138_METAG_FHEGHOIM,6376_1,Bacteria,FALSE
MALA_SAMN05422138_METAG_AAEOOEHN,2266_1,Bacteria,TRUE
MALA_SAMN05422183_METAG_GFCGDKLA,1987_1,Archaea,FALSE
MALA_SAMN05422183_METAG_CPADGOCK,1898_1,Archaea,FALSE
MALA_SAMN05422183_METAG_MINLCOKE,6356_1,Bacteria,FALSE
MALA_SAMN05422183_METAG_GHINLHJE,2891_1,Bacteria,FALSE
MALA_SAMN05422183_METAG_NOLPGDMN,154_1,Bacteria,FALSE
MALA_SAMN05422107_METAG_FNMBFCCN,382_1,Bacteria,FALSE
MALA_SAMN05422107_METAG_PKJMEDEK,2891_1,Bacteria,FALSE
MALA_SAMN05422107_METAG_EOEMECJL,3466_1,Bacteria,TRUE
MALA_SAMN05422107_METAG_APDJIHBC,2095_1,Archaea,FALSE
MALA_SAMN05422120_METAG_MALJNMLA,1075_0,Bacteria,TRUE
MALA_SAMN05422120_METAG_NDMHKPKD,451_1,Bacteria,TRUE
MALA_SAMN05422120_METAG_PINPMALI,3567_1,Bacteria,TRUE
MALA_SAMN05422152_METAG_EGEAGLML,3452_1,Bacteria,FALSE
MALA_SAMN05422152_METAG_GOBLPBDI,1987_1,Archaea,FALSE
MALA_SAMN05422152_METAG_APLDECGE,1550_1,Bacteria,FALSE
MALA_SAMN05422152_METAG_NPKOJPLC,435_1,Bacteria,FALSE
MALA_SAMN05422152_METAG_DCGBHCIJ,2891_1,Bacteria,FALSE
MALA_SAMN05422152_METAG_IMMPHBPH,2691_1,Bacteria,FALSE
MALA_SAMN05422163_METAG_MNCKGDKK,2095_1,Archaea,FALSE
MALA_SAMN05422163_METAG_ICPIHGAO,2891_1,Bacteria,FALSE
MALA_SAMN05422163_METAG_AIKJPNDG,2267_1,Bacteria,FALSE
MALA_SAMN05422163_METAG_JIDLIIFF,113_1,Bacteria,FALSE
MALA_SAMN05422171_METAG_DALPBMFO,2891_1,Bacteria,FALSE
MALA_SAMN05422171_METAG_LJJHFHPO,1064_1,Bacteria,FALSE
MALA_SAMN05422171_METAG_BJONFMMD,2095_1,Archaea,FALSE
MALA_SAMN05422171_METAG_PAIAOFLN,1987_1,Archaea,TRUE
MALA_SAMN05422171_METAG_EMCACDJP,844_2,Bacteria,FALSE
MALA_SAMN05422113_METAG_OCJCPJFM,1285_1,Bacteria,FALSE
MALA_SAMN05422113_METAG_BPEHGKBL,1194_1,Bacteria,FALSE
MALA_SAMN05422113_METAG_GDGBEHKD,6254_1,Bacteria,FALSE
MALA_SAMN05422192_METAG_HIMHNJJP,1987_1,Archaea,FALSE
MALA_SAMN05422192_METAG_KFDDCOKA,2891_1,Bacteria,FALSE
MALA_SAMN05422192_METAG_FKOPPPMP,2095_1,Archaea,TRUE
MALA_SAMN05422165_METAG_GNFBKHCM,1194_1,Bacteria,FALSE
MALA_SAMN05422165_METAG_BIJMHFJN,382_1,Bacteria,FALSE
MALA_SAMN05422165_METAG_JAPLNBCC,1682_1,Bacteria,FALSE
MALA_SAMN05421555_METAG_IPOCJLCK,804_1,Bacteria,FALSE
MALA_SAMN05422188_METAG_JGDLFAME,1784_1,Bacteria,FALSE
MALA_SAMN05422188_METAG_PJDGLFFD,1071_1,Bacteria,FALSE
MALA_SAMN05422188_METAG_MGKGCEFH,2921_0,Bacteria,TRUE
MALA_SAMN05422188_METAG_LLBMOAPB,696_1,Bacteria,FALSE
MALA_SAMN05422110_METAG_GFLGHEBH,382_1,Bacteria,FALSE
MALA_SAMN05422110_METAG_EKOCAOIH,5035_1,Bacteria,FALSE
MALA_SAMN05422164_METAG_BOFEJFHA,1071_1,Bacteria,FALSE
MALA_SAMN05422164_METAG_KALFDNNB,997_1,Bacteria,FALSE
MALA_SAMN05422130_METAG_ICIOONKN,5039_0,Bacteria,TRUE
MALA_SAMN05422130_METAG_LHMBIFLC,382_1,Bacteria,FALSE
MALA_SAMN05421703_METAG_JBDFNILJ,1987_1,Archaea,FALSE
MALA_SAMN05422143_METAG_CPCIAKED,5421_1,Bacteria,FALSE
MALA_SAMN05421697_METAG_GIJBDGAK,1558_1,Bacteria,FALSE
MALA_SAMN05422115_METAG_EILAGLKN,1683_1,Bacteria,FALSE
MALA_SAMN05422115_METAG_PEDNKAMC,5035_1,Bacteria,FALSE
MALA_SAMN05422108_METAG_NJOFLKAK,382_1,Bacteria,FALSE
MALA_SAMN05422191_METAG_HGIAEFOK,382_1,Bacteria,FALSE
MALA_SAMN05422191_METAG_ONEDIGBB,5035_1,Bacteria,FALSE
MALA_SAMN05422169_METAG_INMCGPLI,1784_1,Bacteria,FALSE
MALA_SAMN05422170_METAG_JEGEACAG,1194_1,Bacteria,FALSE
MALA_SAMN05422153_METAG_NIGOHOLK,1683_1,Bacteria,FALSE
MALA_SAMN05422153_METAG_GJGDOFLJ,154_1,Bacteria,FALSE
MALA_SAMN05422106_METAG_FDFOPLBA,5421_1,Bacteria,FALSE
MALA_SAMN05422137_METAG_CAKLHABL,2431_1,Bacteria,FALSE
MALA_SAMN05422137_METAG_FOBPPLIK,382_1,Bacteria,FALSE
MALA_SAMN05422123_METAG_MBCPHEIG,382_1,Bacteria,FALSE
MALA_SAMN05422168_METAG_MAIBPMNC,434_1,Bacteria,FALSE
MALA_SAMN05422128_METAG_GFOMCGFD,1683_1,Bacteria,FALSE
MALA_SAMN05422128_METAG_BONBPMBC,2095_1,Archaea,FALSE
MALA_SAMN05422128_METAG_JJBFHOGO,2267_1,Bacteria,FALSE
MALA_SAMN05422128_METAG_JOCHJBFO,2891_1,Bacteria,FALSE
MALA_SAMN05422114_METAG_HDMCNFBK,1683_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00007,4034_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00009,2457_1,Bacteria,TRUE
TARA_SAMN05326644_METAG_PON00017,28_1,Bacteria,TRUE
TARA_SAMN05326644_METAG_PON00018,2967_1,Bacteria,TRUE
TARA_SAMN05326644_METAG_PON00024,759_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00031,4868_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00036,4016_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00040,3281_2,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00042,1672_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00044,29_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00046,4784_1,Bacteria,TRUE
TARA_SAMN05326644_METAG_PON00047,2003_1,Archaea,TRUE
TARA_SAMN05326644_METAG_PON00050,2528_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00057,1869_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00061,1687_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00065,250_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00072,1449_2,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00013,3589_1,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00020,3417_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00035,3864_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00036,2549_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00038,400_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00039,4804_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00042,4805_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00044,2539_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00045,531_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00046,544_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00047,1434_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00048,809_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00051,4473_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00052,504_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00055,72_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00057,1395_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00059,4181_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00061,2672_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00062,2480_2,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00068,1465_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00071,4472_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00075,2177_1,Archaea,TRUE
TARA_SAMN05326650_METAG_MED00080,2010_1,Archaea,FALSE
TARA_SAMN05326650_METAG_MED00081,5876_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00082,718_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00108,187_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00109,1916_1,Archaea,FALSE
TARA_SAMN05326650_METAG_MED00110,4971_4,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00114,3841_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00115,3869_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00118,6133_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00125,979_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00127,518_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00128,2488_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00129,6151_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00131,779_2,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00133,2490_2,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00137,1682_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00021,444_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00038,1452_0,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00041,2385_1,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00045,361_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00050,4018_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00052,2441_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00057,3256_2,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00059,4460_0,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00061,1970_1,Archaea,FALSE
TARA_SAMN05326645_METAG_PSE00064,1994_1,Archaea,FALSE
TARA_SAMN05326645_METAG_PSE00066,2358_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00070,1929_1,Archaea,TRUE
TARA_SAMN05326645_METAG_PSE00077,1068_1,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00080,954_0,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00081,6130_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00084,5847_0,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00086,6170_1,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00087,2242_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00090,4807_0,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00092,5760_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00098,3859_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00101,1072_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00102,1477_0,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00107,3455_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00114,4684_0,Bacteria,TRUE
TARA_SAMN05326645_METAG_PSE00131,2924_1,Bacteria,FALSE
TARA_SAMN05326645_METAG_PSE00133,1844_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00003,3373_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00010,4820_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00011,573_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00014,444_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00016,4844_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00024,1540_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00033,2873_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00036,4172_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00039,4849_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00041,3911_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00049,2443_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00058,433_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00059,4779_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00060,1469_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00064,4192_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00066,2377_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00069,46_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00071,2856_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00073,1978_1,Archaea,FALSE
TARA_SAMN05326646_METAG_PSW00078,4444_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00080,228_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00082,753_0,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00083,2528_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00087,4434_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00090,4087_2,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00091,2419_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00093,2278_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00098,5808_0,Bacteria,TRUE
TARA_SAMN05326643_METAG_ASW00004,1849_2,Bacteria,FALSE
TARA_SAMN05326643_METAG_ASW00013,1995_1,Archaea,FALSE
TARA_SAMN05326643_METAG_ASW00016,1131_1,Bacteria,FALSE
TARA_SAMN05326643_METAG_ASW00019,2113_1,Archaea,FALSE
TARA_SAMN05326643_METAG_ASW00022,1097_1,Bacteria,FALSE
TARA_SAMN05326643_METAG_ASW00024,1994_1,Archaea,FALSE
TARA_SAMN05326647_METAG_ION00004,1596_1,Bacteria,FALSE
TARA_SAMN05326647_METAG_ION00006,2693_1,Bacteria,TRUE
TARA_SAMN05326647_METAG_ION00011,3279_1,Bacteria,FALSE
TARA_SAMN05326647_METAG_ION00033,1950_1,Archaea,TRUE
TARA_SAMN05326647_METAG_ION00034,2199_1,Archaea,TRUE
TARA_SAMN05326647_METAG_ION00039,3782_2,Bacteria,FALSE
TARA_SAMN05326647_METAG_ION00040,2197_1,Archaea,FALSE
TARA_SAMN05326647_METAG_ION00042,112_3,Bacteria,FALSE
TARA_SAMN05326647_METAG_ION00044,2176_1,Archaea,FALSE
TARA_SAMN05326647_METAG_ION00049,4096_1,Bacteria,FALSE
TARA_SAMN05326647_METAG_ION00051,2655_1,Bacteria,FALSE
TARA_SAMN05326647_METAG_ION00052,4442_1,Bacteria,TRUE
TARA_SAMN05326647_METAG_ION00053,5844_1,Bacteria,TRUE
TARA_SAMN05326647_METAG_ION00059,2545_1,Bacteria,FALSE
TARA_SAMN05326647_METAG_ION00067,1849_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00005,4435_2,Bacteria,TRUE
TARA_SAMN05326648_METAG_IOS00008,1369_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00014,4438_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00015,4455_0,Bacteria,TRUE
TARA_SAMN05326648_METAG_IOS00018,233_1,Bacteria,TRUE
TARA_SAMN05326648_METAG_IOS00024,3282_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00028,4105_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00029,514_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00030,2088_1,Archaea,FALSE
TARA_SAMN05326648_METAG_IOS00033,6320_2,Bacteria,TRUE
TARA_SAMN05326648_METAG_IOS00034,2355_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00040,2875_0,Bacteria,TRUE
TARA_SAMN05326648_METAG_IOS00042,2876_1,Bacteria,TRUE
TARA_SAMN05326648_METAG_IOS00044,2528_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00045,1977_1,Archaea,FALSE
TARA_SAMN05326648_METAG_IOS00052,4820_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00055,4439_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00057,4192_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00061,477_3,Bacteria,TRUE
TARA_SAMN05326648_METAG_IOS00066,750_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00004,10_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00005,3233_2,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00008,503_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00009,4338_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00016,4783_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00020,4788_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00023,2456_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00024,2449_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00025,3242_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00026,2897_1,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00027,3227_0,Bacteria,TRUE
TARA_SAMN05326650_METAG_MED00028,5025_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00030,463_1,Bacteria,FALSE
TARA_SAMN05326650_METAG_MED00032,4858_1,Bacteria,FALSE
TARA_SAMN05326646_METAG_PSW00107,887_0,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00108,255_0,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00112,3327_0,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00122,2407_1,Bacteria,FALSE
TARA_SAMN05326649_METAG_SOC00005,2478_1,Bacteria,TRUE
TARA_SAMN05326649_METAG_SOC00006,3345_2,Bacteria,FALSE
TARA_SAMN05326649_METAG_SOC00008,5007_1,Bacteria,TRUE
TARA_SAMN05326651_METAG_RED00003,559_1,Bacteria,TRUE
TARA_SAMN05326651_METAG_RED00005,2333_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00010,6282_1,Bacteria,TRUE
TARA_SAMN05326651_METAG_RED00018,2293_1,Archaea,TRUE
TARA_SAMN05326651_METAG_RED00021,2294_1,Archaea,FALSE
TARA_SAMN05326651_METAG_RED00023,6083_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00025,505_1,Bacteria,TRUE
TARA_SAMN05326651_METAG_RED00029,2546_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00037,361_1,Bacteria,TRUE
TARA_SAMN05326651_METAG_RED00040,112_3,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00046,4016_1,Bacteria,TRUE
TARA_SAMN05326651_METAG_RED00048,786_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00053,6102_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00054,1533_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00063,567_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00064,2317_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00075,6278_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00077,4826_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00078,4384_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00085,248_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00091,159_1,Bacteria,TRUE
TARA_SAMN05326651_METAG_RED00098,2528_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00105,1072_1,Bacteria,FALSE
TARA_SAMN05326651_METAG_RED00110,78_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00005,112_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00008,1504_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00014,3284_1,Bacteria,TRUE
TARA_SAMN05326640_METAG_ANE00015,6281_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00017,5836_1,Bacteria,TRUE
TARA_SAMN05326640_METAG_ANE00018,4595_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00020,5005_1,Bacteria,TRUE
TARA_SAMN05326640_METAG_ANE00025,12_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00029,3194_0,Bacteria,TRUE
TARA_SAMN05326640_METAG_ANE00032,965_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00035,6007_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00036,4036_2,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00037,1849_2,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00038,227_2,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00040,4035_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00041,4081_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00051,4037_3,Bacteria,TRUE
TARA_SAMN05326640_METAG_ANE00052,1980_1,Archaea,FALSE
TARA_SAMN05326640_METAG_ANE00055,2139_1,Archaea,FALSE
TARA_SAMN05326640_METAG_ANE00063,2002_1,Archaea,FALSE
TARA_SAMN05326640_METAG_ANE00066,6156_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00070,3815_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00071,3908_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00073,6155_1,Bacteria,FALSE
TARA_SAMN05326640_METAG_ANE00083,491_2,Bacteria,TRUE
TARA_SAMN05326641_METAG_ANW00015,2497_1,Bacteria,TRUE
TARA_SAMN05326641_METAG_ANW00017,2501_1,Bacteria,FALSE
TARA_SAMN05326641_METAG_ANW00018,81_1,Bacteria,FALSE
TARA_SAMN05326641_METAG_ANW00022,2551_1,Bacteria,FALSE
TARA_SAMN05326641_METAG_ANW00023,4072_1,Bacteria,FALSE
TARA_SAMN05326641_METAG_ANW00026,4789_1,Bacteria,TRUE
TARA_SAMN05326641_METAG_ANW00027,6052_1,Bacteria,TRUE
TARA_SAMN05326641_METAG_ANW00029,4033_1,Bacteria,FALSE
TARA_SAMN05326641_METAG_ANW00030,3245_1,Bacteria,FALSE
TARA_SAMN05326641_METAG_ANW00033,2004_1,Archaea,FALSE
TARA_SAMN05326641_METAG_ANW00034,4010_1,Bacteria,FALSE
TARA_SAMN05326641_METAG_ANW00042,4130_0,Bacteria,TRUE
TARA_SAMN05326641_METAG_ANW00043,1998_1,Archaea,FALSE
TARA_SAMN05326641_METAG_ANW00044,4079_1,Bacteria,FALSE
TARA_SAMN05326641_METAG_ANW00046,1994_1,Archaea,FALSE
TARA_SAMN05326641_METAG_ANW00048,3422_1,Bacteria,FALSE
TARA_SAMN05326641_METAG_ANW00061,2476_1,Bacteria,FALSE
TARA_SAMN05326641_METAG_ANW00062,2372_1,Bacteria,FALSE
TARA_SAMN05326642_METAG_ASE00003,3446_1,Bacteria,FALSE
TARA_SAMN05326642_METAG_ASE00006,694_1,Bacteria,FALSE
TARA_SAMN05326642_METAG_ASE00008,4129_1,Bacteria,FALSE
TARA_SAMN05326642_METAG_ASE00009,1993_1,Archaea,FALSE
TARA_SAMN05326642_METAG_ASE00010,741_1,Bacteria,FALSE
TARA_SAMN05326642_METAG_ASE00011,2016_2,Archaea,FALSE
TARA_SAMN05326642_METAG_ASE00012,4204_1,Bacteria,FALSE
TARA_SAMN05326642_METAG_ASE00015,2479_1,Bacteria,FALSE
TARA_SAMN05326642_METAG_ASE00016,2176_1,Archaea,FALSE
TARA_SAMN05326642_METAG_ASE00018,2152_1,Archaea,FALSE
TARA_SAMN05326642_METAG_ASE00020,227_2,Bacteria,FALSE
GORG_SAMEA6070056_SAGS_AG894A03,5521_44,Bacteria,TRUE
GORG_SAMEA6070060_SAGS_AG894A09,6044_2,Bacteria,TRUE
GORG_SAMEA6070064_SAGS_AG894A16,4664_5,Bacteria,TRUE
GORG_SAMEA6070066_SAGS_AG894A18,4093_2,Bacteria,FALSE
GORG_SAMEA6070072_SAGS_AG894B05,5118_44,Bacteria,FALSE
GORG_SAMEA6070073_SAGS_AG894B06,5521_36,Bacteria,TRUE
GORG_SAMEA6070074_SAGS_AG894B07,5633_12,Bacteria,FALSE
GORG_SAMEA6070077_SAGS_AG894B13,5635_0,Bacteria,TRUE
GORG_SAMEA6070079_SAGS_AG894B17,6148_1,Bacteria,TRUE
GORG_SAMEA6070086_SAGS_AG894C03,3899_1,Bacteria,FALSE
GORG_SAMEA6070090_SAGS_AG894C07,3298_2,Bacteria,TRUE
GORG_SAMEA6070093_SAGS_AG894C10,5010_6,Bacteria,FALSE
GORG_SAMEA6070095_SAGS_AG894C14,5540_4,Bacteria,TRUE
GORG_SAMEA6070099_SAGS_AG894C20,5564_113,Bacteria,TRUE
GORG_SAMEA6070103_SAGS_AG894D02,4878_1,Bacteria,FALSE
GORG_SAMEA6070104_SAGS_AG894D03,5118_11,Bacteria,TRUE
