bin,theta,left,right,bin_genomes,selected,species,regions,products,RiPPs,NRPS,T1PKS,T2_3PKS,Terpenes,Other,taxonomy,half_width,domain
22600,5.071589685402562,22550,22650,510,TARA_SAMEA2591122_METAG_CMIOHKHC,2879_1,4,4,0,0,0,0,3,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536_A;f__TMED69;g__TMED69;s__TMED69 sp002170535,0.0069707604653795425,Bacteria
22700,5.087080264214516,22651,22749,53,MARD_SAMN02436137_REFG_MMP02436137,1341_0,11,13,2,3,1,0,0,7,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudophaeobacter;s__Pseudophaeobacter sp000152965,0.0069707604653795425,Bacteria
22800,5.102570843026471,22750,22850,272,MARD_SAMN08918410_REFG_MMP08918410,1261_2,12,13,1,4,1,0,0,7,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__,0.0069707604653795425,Bacteria
22900,5.1180614218384255,22851,22949,62,MARD_SAMN04488031_REFG_MMP04488031,1247_1,15,16,4,1,1,0,1,9,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius indicus,0.0069707604653795425,Bacteria
23000,5.13355200065038,22950,23050,378,MALA_SAMN05422140_METAG_LOIBJDFA,1295_1,11,12,3,2,1,0,2,4,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Mameliella;s__,0.0069707604653795425,Bacteria
23100,5.149042579462335,23051,23149,170,MARD_SAMN04488567_REFG_MMP04488567,1309_0,7,8,1,2,1,1,2,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Limimaricola;s__Limimaricola pyoseonensis,0.0069707604653795425,Bacteria
23200,5.164533158274289,23150,23250,45,TARA_SAMEA2620812_METAG_HIEKJCAB,882_0,9,9,1,1,2,1,1,3,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Maritimibacter;s__Maritimibacter sp002695005,0.0069707604653795425,Bacteria
23300,5.180023737086244,23251,23349,29,TARA_SAMEA4398027_METAG_AOHLBNMG,1278_1,8,9,1,2,0,1,1,4,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus sp000967825,0.0069707604653795425,Bacteria
23400,5.1955143158981985,23350,23450,93,MARD_SAMN09080319_REFG_MMP09080319,1178_0,5,6,1,2,1,0,0,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pararhodobacter;s__Pararhodobacter sp003122215,0.0069707604653795425,Bacteria
23500,5.211004894710153,23451,23549,320,MARD_SAMN05216258_REFG_MMP05216258,1312_2,8,9,2,1,2,0,2,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albimonas;s__Albimonas pacifica,0.0069707604653795425,Bacteria
23600,5.226495473522108,23550,23650,13,TARA_SAMN05326647_METAG_ION00002,1140_1,4,4,2,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp001310255,0.0069707604653795425,Bacteria
23700,5.241986052334062,23651,23749,262,TARA_SAMEA4397815_METAG_KFMEHIHM,1128_1,4,7,1,2,2,1,0,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__,0.0069707604653795425,Bacteria
23800,5.257476631146017,23750,23850,70,TARA_SAMN05326648_METAG_IOS00003,1119_0,4,4,1,0,0,0,3,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Marinicaulis;s__Marinicaulis sp002704915,0.0069707604653795425,Bacteria
23900,5.272967209957971,23851,23949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
24000,5.288457788769926,23950,24050,5,TARA_SAMEA4396489_METAG_GEGHDJAN,1095_1,4,4,1,0,0,0,1,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudorhizobium;s__Pseudorhizobium pelagicum,0.0069707604653795425,Bacteria
24100,5.30394836758188,24051,24149,41,TARA_SAMEA4396489_METAG_KKGDMKHA,1087_0,9,10,4,0,0,0,2,4,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__,0.0069707604653795425,Bacteria
24200,5.319438946393835,24150,24250,3,MARD_SAMN08730821_REFG_MMP08730821,1085_0,7,8,1,1,0,1,1,4,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__STC3;s__STC3 sp003015025,0.0069707604653795425,Bacteria
24300,5.334929525205789,24251,24349,45,MALA_SAMN05422140_METAG_DOCADGDO,1094_1,8,8,1,0,0,0,1,6,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ahrensia;s__Ahrensia sp002706335,0.0069707604653795425,Bacteria
24400,5.3504201040177435,24350,24450,28,TARA_SAMEA2622765_METAG_MHBAPCGP,1104_1,8,11,0,2,2,0,1,6,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__Stappia sp002722295,0.0069707604653795425,Bacteria
24500,5.365910682829698,24451,24549,1,MARD_SAMN09388146_REFG_MMP09388146,1108_0,8,9,0,1,1,0,3,4,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas palustris_I,0.0069707604653795425,Bacteria
24600,5.381401261641653,24550,24650,7,BGEO_SAMN07136582_METAG_BIALDHBO,1101_1,9,9,0,2,1,0,3,3,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__,0.0069707604653795425,Bacteria
24700,5.396891840453607,24651,24749,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
24800,5.412382419265562,24750,24850,435,TARA_SAMEA2623155_METAG_GHOKJAJK,4848_1,2,2,0,0,0,0,0,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__GCA-002731945;s__GCA-002731945 sp002731945,0.0069707604653795425,Bacteria
24900,5.4278729980775164,24851,24949,75,TARA_SAMEA4397330_METAG_JKLCIOBJ,1387_1,4,4,0,0,0,0,1,3,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__;s__,0.0069707604653795425,Bacteria
25000,5.443363576889471,24950,25050,219,TARA_SAMEA2620815_METAG_NJKEIABP,1034_1,6,7,1,3,1,1,1,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Croceicoccus;s__Croceicoccus sp002694745,0.0069707604653795425,Bacteria
25100,5.458854155701426,25051,25149,64,TARA_SAMEA4397586_METAG_MLANKLIE,1053_0,9,10,4,1,0,1,1,3,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis bauzanensis,0.0069707604653795425,Bacteria
25200,5.47434473451338,25150,25250,32,MARD_SAMD00112194_REFG_MMP00112194,1029_0,9,9,6,0,0,0,1,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__,0.0069707604653795425,Bacteria
25300,5.489835313325335,25251,25349,5,TARA_SAMEA2619815_METAG_HKGFIMGD,1023_0,3,3,0,0,0,1,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__,0.0069707604653795425,Bacteria
25400,5.505325892137289,25350,25450,102,TARA_SAMN05326646_METAG_PSW00020,1374_1,10,11,5,0,0,0,1,5,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__;s__,0.0069707604653795425,Bacteria
25500,5.520816470949244,25451,25549,101,TARA_SAMEA2622119_METAG_JEJNGPMI,1098_1,20,20,9,6,1,0,1,3,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella;s__Tistrella mobilis,0.0069707604653795425,Bacteria
25600,5.536307049761199,25550,25650,121,MARD_SAMN05421511_REFG_MMP05421511,1115_2,11,15,8,1,0,2,2,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Oceanibaculales;f__Oceanibaculaceae;g__Oceanibaculum;s__Oceanibaculum indicum,0.0069707604653795425,Bacteria
25700,5.551797628573153,25651,25749,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
25800,5.567288207385107,25750,25850,159,TARA_SAMEA4396941_METAG_AOBPNINP,1099_0,10,11,2,5,1,1,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin95;f__Bin95;g__;s__,0.0069707604653795425,Bacteria
25900,5.5827787861970615,25851,25949,206,TARA_SAMEA2622685_METAG_CBBIEAPL,991_3,8,9,2,1,0,1,2,3,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA1479;g__UBA1479;s__UBA1479 sp002325375,0.0069707604653795425,Bacteria
26000,5.598269365009016,25950,26050,126,TARA_SAMEA4396515_METAG_COJOLNON,891_1,9,11,2,2,3,0,2,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__,0.0069707604653795425,Bacteria
26100,5.613759943820971,26051,26149,142,TARA_SAMEA2619677_METAG_CAPHGMGC,4827_0,2,3,1,0,0,0,0,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caedimonadales;f__UBA1908;g__UBA1908;s__UBA1908 sp002337525,0.0069707604653795425,Bacteria
26200,5.629250522632925,26150,26250,177,GORG_SAMEA6069959_SAGS_AG893J17,951_3,3,4,0,0,1,0,1,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__Puniceispirillum;s__,0.0069707604653795425,Bacteria
26300,5.64474110144488,26251,26349,172,TARA_SAMEA2591084_METAG_BKKLBNDL,3288_1,2,2,0,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA5951;s__UBA5951 sp002430515,0.0069707604653795425,Bacteria
26400,5.660231680256834,26350,26450,139,GORG_SAMEA6076327_SAGS_AG422K15,5671_2,1,1,0,0,0,0,1,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0.0069707604653795425,Bacteria
26500,5.675722259068789,26451,26549,276,GORG_SAMEA6072728_SAGS_AG909I23,5627_2,2,2,0,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0.0069707604653795425,Bacteria
26600,5.691212837880744,26550,26650,130,GORG_SAMEA6076632_SAGS_AG447M19,5564_11,2,2,0,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0.0069707604653795425,Bacteria
26700,5.706703416692698,26651,26749,114,GORG_SAMEA6078841_SAGS_AG457N18,5564_100,1,1,0,0,0,0,1,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0.0069707604653795425,Bacteria
26800,5.722193995504653,26750,26850,292,BATS_SAMN07137118_METAG_JDOHICMF,5540_4,2,2,0,0,0,0,2,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003209915,0.0069707604653795425,Bacteria
26900,5.737684574316607,26851,26949,170,GORG_SAMEA6077543_SAGS_AG333C06,5578_1,1,1,0,0,0,0,1,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0.0069707604653795425,Bacteria
27000,5.753175153128562,26950,27050,156,GORG_SAMEA6071942_SAGS_AG904K03,5493_54,2,2,0,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0.0069707604653795425,Bacteria
27100,5.768665731940517,27051,27149,252,GORG_SAMEA6073682_SAGS_AG914B21,5491_13,2,2,0,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0.0069707604653795425,Bacteria
27200,5.784156310752471,27150,27250,233,GORG_SAMEA6070100_SAGS_AG894C21,5521_41,2,2,0,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0.0069707604653795425,Bacteria
27300,5.799646889564426,27251,27349,181,TARA_SAMEA2620339_METAG_HDDDBIHJ,5770_1,2,2,0,0,0,0,2,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0.0069707604653795425,Bacteria
27400,5.81513746837638,27350,27450,301,GORG_SAMEA6076219_SAGS_AG422C22,5775_1,1,1,0,0,0,0,1,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,0.0069707604653795425,Bacteria
27500,5.830628047188334,27451,27549,159,GORG_SAMEA6074023_SAGS_AG915L04,5888_1,3,3,1,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__,0.0069707604653795425,Bacteria
27600,5.846118626000289,27550,27650,129,GORG_SAMEA6076284_SAGS_AG422I02,5973_1,2,2,1,0,0,0,1,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp003213555,0.0069707604653795425,Bacteria
27700,5.861609204812243,27651,27749,157,TARA_SAMEA2591122_METAG_DOPFDBKE,5848_1,3,3,0,0,0,0,2,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp002689245,0.0069707604653795425,Bacteria
27800,5.877099783624198,27750,27850,178,GORG_SAMEA6080084_SAGS_AG435G05,5805_2,2,2,0,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__MED-G40;s__MED-G40 sp003213115,0.0069707604653795425,Bacteria
27900,5.892590362436152,27851,27949,350,GORG_SAMEA6075893_SAGS_AG414B15,5264_1,2,2,0,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625;s__,0.0069707604653795425,Bacteria
28000,5.908080941248107,27950,28050,286,GORG_SAMEA6069527_SAGS_AG891I14,5118_32,2,2,0,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__GCA-002718135;g__AG-337-I02;s__,0.0069707604653795425,Bacteria
28100,5.923571520060062,28051,28149,209,GORG_SAMEA6072160_SAGS_AG905L21,5118_73,2,2,0,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__GCA-002718135;g__AG-337-I02;s__,0.0069707604653795425,Bacteria
28200,5.939062098872016,28150,28250,438,TARA_SAMEA2621155_METAG_EECICDMG,5037_0,4,4,0,0,0,0,2,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-002720895;f__GCA-002720895;g__;s__,0.0069707604653795425,Bacteria
28300,5.954552677683971,28251,28349,190,TARA_SAMEA2620217_METAG_MFEDECDH,4704_0,4,4,0,0,0,1,2,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-002690875;s__,0.0069707604653795425,Bacteria
28400,5.970043256495925,28350,28450,127,TARA_SAMEA2623155_METAG_IACCCKAB,4874_1,2,2,0,0,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8558;f__UBA8558;g__UBA8558;s__UBA8558 sp002712065,0.0069707604653795425,Bacteria
28500,5.98553383530788,28451,28549,322,TARA_SAMN05326640_METAG_ANE00011,1510_1,5,5,2,1,0,0,1,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__;s__,0.0069707604653795425,Bacteria
28600,6.001024414119835,28550,28650,3,HOTS_SAMN07137021_METAG_KHJLOGGM,6062_0,0,0,0,0,0,0,0,0,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__;s__,0.0069707604653795425,Bacteria
28700,6.016514992931789,28651,28749,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
28800,6.032005571743744,28750,28850,10,TARA_SAMEA2621779_METAG_AKANJMCB,2925_0,2,4,0,1,1,0,0,2,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Poseidonibacter;s__Poseidonibacter sp002685075,0.0069707604653795425,Bacteria
28900,6.047496150555698,28851,28949,169,TARA_SAMEA2622923_METAG_DNGLHAAI,2321_1,9,13,2,6,2,2,0,1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter sp003538835,0.0069707604653795425,Bacteria
29000,6.062986729367653,28950,29050,7,TARA_SAMEA2620035_METAG_PBKGFJIL,2397_1,6,8,3,0,0,2,0,3,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__UBA2156;s__UBA2156 sp002328165,0.0069707604653795425,Bacteria
29100,6.078477308179607,29051,29149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
29200,6.093967886991561,29150,29250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
29300,6.109458465803516,29251,29349,4,TARA_SAMEA2623390_METAG_NCAFBONB,429_1,5,5,0,1,0,0,3,1,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA2166;g__UBA2166;s__UBA2166 sp002726235,0.0069707604653795425,Bacteria
29400,6.12494904461547,29350,29450,113,TARA_SAMEA4396468_METAG_IJNKHNMO,2554_1,4,4,1,0,0,0,3,0,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__LS-NOB;s__LS-NOB sp002705185,0.0069707604653795425,Bacteria
29500,6.140439623427425,29451,29549,12,TARA_SAMEA2621033_METAG_KKHCHOLN,373_0,23,25,5,8,1,2,3,6,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__;s__,0.0069707604653795425,Bacteria
29600,6.15593020223938,29550,29650,65,TARA_SAMEA2622901_METAG_ONLLOMFJ,144_1,14,17,2,5,3,1,2,4,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,0.0069707604653795425,Bacteria
29700,6.171420781051334,29651,29749,54,MALA_SAMN05422195_METAG_GOAGNGHJ,2990_1,8,9,0,3,1,0,1,4,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA845;s__UBA845 sp002718735,0.0069707604653795425,Bacteria
29800,6.186911359863289,29750,29850,37,TARA_SAMEA2621045_METAG_BFFIBILI,2939_1,7,7,2,0,0,0,1,4,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415,0.0069707604653795425,Bacteria
29900,6.202401938675243,29851,29949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
30000,6.217892517487198,29950,30050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
30100,6.2333830962991525,30051,30149,15,TARA_SAMEA4397355_METAG_OAHAPAHA,761_1,5,6,0,2,1,2,1,0,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__,0.0069707604653795425,Bacteria
30200,6.248873675111107,30150,30250,92,TARA_SAMEA2623390_METAG_GGBAEGIL,760_1,5,5,1,2,0,1,1,0,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002726085,0.0069707604653795425,Bacteria
30300,6.264364253923062,30251,30349,6,TARA_SAMEA2619970_METAG_DCKAIKDJ,6087_0,2,2,0,0,0,0,1,1,d__Bacteria;p__Omnitrophota;c__koll11;o__1-14-0-20-64-10;f__;g__;s__,0.0069707604653795425,Bacteria
30400,6.277608698807283,30350,30421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069707604653795425,Bacteria
0,1.30477209680426,1,12,109,BATS_SAMN07137081_METAG_LFGCCNJP,2187_3,2,2,0,0,0,0,2,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235,0.007393473835102391,Archaea
25,1.291745500047175,13,37,70,BGEO_SAMN07136591_METAG_EHJMPKIL,2184_1,1,1,0,0,0,0,1,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002697065,0.007393473835102391,Archaea
50,1.2741419909159788,38,62,52,TARA_SAMN05326651_METAG_RED00079,2201_2,2,2,0,0,0,0,2,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3;s__,0.007393473835102391,Archaea
75,1.2565384817847824,63,87,131,TARA_SAMEA2620217_METAG_PFDGOONM,2179_1,2,2,0,0,0,0,2,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002496485,0.007393473835102391,Archaea
100,1.2389349726535863,88,112,145,TARA_SAMEA2619399_METAG_KNPMIPJC,1993_1,2,2,0,0,0,0,2,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002498925,0.007393473835102391,Archaea
125,1.2213314635223902,113,137,159,BGEO_SAMN07136587_METAG_EDKGJLLC,1976_1,2,2,0,0,0,0,2,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002503055,0.007393473835102391,Archaea
150,1.203727954391194,138,162,291,TARA_SAMEA2621021_METAG_ONEAEBHD,1932_1,3,3,0,0,0,0,3,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__,0.007393473835102391,Archaea
175,1.186124445259998,163,187,156,TARA_SAMEA2620828_METAG_BGCDJIAP,1930_1,3,3,0,0,0,0,3,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002686525,0.007393473835102391,Archaea
200,1.1685209361288018,188,212,169,TARA_SAMEA2619907_METAG_EKCDBKAB,2097_0,5,5,0,0,0,2,2,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O1;s__,0.007393473835102391,Archaea
225,1.1509174269976055,213,237,87,TARA_SAMEA2622478_METAG_ALAOLOHF,2168_1,3,3,0,0,1,0,2,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp002504845,0.007393473835102391,Archaea
250,1.1333139178664093,238,262,57,TARA_SAMEA2622843_METAG_NFPMGDFO,1973_1,3,3,0,0,1,0,2,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002498455,0.007393473835102391,Archaea
275,1.1157104087352132,263,287,53,TARA_SAMEA4398413_METAG_LMHNOIDB,1967_0,3,3,0,0,1,0,2,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-P;s__,0.007393473835102391,Archaea
300,1.098106899604017,288,312,40,TARA_SAMEA2621990_METAG_IDOOFONP,2103_1,4,4,0,0,1,0,3,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp9354u,0.007393473835102391,Archaea
325,1.080503390472821,313,337,75,TARA_SAMEA2622843_METAG_HEKJIJFE,2107_1,4,4,0,0,1,0,3,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,0.007393473835102391,Archaea
350,1.0628998813416246,338,362,65,TARA_SAMEA2623627_METAG_KPNHDMKO,2029_1,5,5,0,0,1,0,3,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002170315,0.007393473835102391,Archaea
375,1.0452963722104285,363,387,58,TARA_SAMEA4397516_METAG_PCHKCDEM,2025_1,4,4,0,0,1,0,2,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,0.007393473835102391,Archaea
400,1.0276928630792324,388,412,73,TARA_SAMEA2621260_METAG_EBCKMCEJ,2152_1,5,5,0,0,1,0,3,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002714305,0.007393473835102391,Archaea
