selected,species,representative_flag,taxonomy,regions,products,RiPPs,NRPS,T1PKS,T2_3PKS,Terpenes,Other,domain,representative,n_genomes,selection_rule,tree_tip
TARA_SAMEA4396489_METAG_EKMPLKHN,384_4,TRUE,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__,2,2,0,0,0,0,0,2,Bacteria,TARA_SAMEA4396489_METAG_EKMPLKHN,1,max_regions_first_source_row,TARA_SAMEA4396489_METAG_EKMPLKHN
TARA_SAMEA2621812_METAG_ODFIDOJD,3850_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,3,3,0,0,0,0,2,1,Bacteria,TARA_SAMEA2621812_METAG_ODFIDOJD,25,max_regions_first_source_row,TARA_SAMEA2621812_METAG_ODFIDOJD
TARA_SAMEA2620979_METAG_OOHOKJAO,3851_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,3,3,0,0,0,0,2,1,Bacteria,TARA_SAMEA2621779_METAG_CHFNGBLD,23,max_regions_first_source_row,TARA_SAMEA2621779_METAG_CHFNGBLD
TARA_SAMEA4398370_METAG_MOEGABDP,3852_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA4398370_METAG_MOEGABDP,1,max_regions_first_source_row,TARA_SAMEA4398370_METAG_MOEGABDP
TARA_SAMEA2622376_METAG_KBEOCLLG,3853_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,3,3,0,0,0,0,2,1,Bacteria,TARA_SAMEA2622376_METAG_KBEOCLLG,12,max_regions_first_source_row,TARA_SAMEA2622376_METAG_KBEOCLLG
GORG_SAMEA6069691_SAGS_AG892D16,3854_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,2,2,0,0,0,0,2,0,Bacteria,GORG_SAMEA6069691_SAGS_AG892D16,1,max_regions_first_source_row,GORG_SAMEA6069691_SAGS_AG892D16
TARA_SAMEA2622452_METAG_FDOFOKDB,3855_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,3,3,0,0,0,0,2,1,Bacteria,TARA_SAMEA2622452_METAG_FDOFOKDB,2,max_regions_first_source_row,TARA_SAMEA2622452_METAG_FDOFOKDB
GORG_SAMEA6069522_SAGS_AG891I06,3855_2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,2,2,0,0,0,0,2,0,Bacteria,GORG_SAMEA6069522_SAGS_AG891I06,3,max_regions_first_source_row,GORG_SAMEA6069522_SAGS_AG891I06
TARA_SAMEA2591108_METAG_AOOBNIGE,3856_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp002167525,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA2591108_METAG_AOOBNIGE,5,max_regions_first_source_row,TARA_SAMEA2591108_METAG_AOOBNIGE
GORG_SAMEA6075436_SAGS_AG404F06,3857_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,2,2,0,0,0,0,2,0,Bacteria,GORG_SAMEA6074891_SAGS_AG920B11,6,max_regions_first_source_row,GORG_SAMEA6074891_SAGS_AG920B11
MARD_SAMN09007269_SAGS_MMP09007269,3857_2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp003130815,1,1,0,0,0,0,1,0,Bacteria,MARD_SAMN09007269_SAGS_MMP09007269,1,max_regions_first_source_row,MARD_SAMN09007269_SAGS_MMP09007269
GORG_SAMEA6075309_SAGS_AG349N14,3857_3,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6075309_SAGS_AG349N14,1,max_regions_first_source_row,GORG_SAMEA6075309_SAGS_AG349N14
TARA_SAMEA2620666_METAG_KEMILFDF,3858_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella flava,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2620666_METAG_KEMILFDF,2,max_regions_first_source_row,TARA_SAMEA2620666_METAG_KEMILFDF
TARA_SAMEA2622736_METAG_PADLMHCI,3859_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;s__Zunongwangia profunda,3,3,1,0,0,0,1,1,Bacteria,TARA_SAMEA2620882_METAG_KEPLEFPO,24,max_regions_first_source_row,TARA_SAMEA2620882_METAG_KEPLEFPO
TARA_SAMEA2621528_METAG_GIENNMPE,385_0,TRUE,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp002364315,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2621528_METAG_GIENNMPE,1,max_regions_first_source_row,TARA_SAMEA2621528_METAG_GIENNMPE
MARD_SAMN04487907_REFG_MMP04487907,3860_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;s__Zunongwangia mangrovi,2,2,0,0,0,0,1,1,Bacteria,MARD_SAMN04487907_REFG_MMP04487907,1,max_regions_first_source_row,MARD_SAMN04487907_REFG_MMP04487907
TARA_SAMEA2622362_METAG_KLGELGDE,3861_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__,2,2,0,0,0,0,1,1,Bacteria,TARA_SAMEA2622362_METAG_KLGELGDE,1,max_regions_first_source_row,TARA_SAMEA2622362_METAG_KLGELGDE
TARA_SAMEA4396538_METAG_HJHEJGKI,3862_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2733415;s__,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA4396538_METAG_HJHEJGKI,3,max_regions_first_source_row,TARA_SAMEA4396538_METAG_HJHEJGKI
TARA_SAMEA2591057_METAG_AKAGCDIF,3863_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp003538555,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA2591084_METAG_JDPAJMHA,8,max_regions_first_source_row,TARA_SAMEA2591084_METAG_JDPAJMHA
TARA_SAMEA2621839_METAG_LAKNKKOE,3863_2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002716845,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2621839_METAG_LAKNKKOE,1,max_regions_first_source_row,TARA_SAMEA2621839_METAG_LAKNKKOE
TARA_SAMEA2591122_METAG_DAOOLAJL,3864_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA2591122_METAG_DAOOLAJL,5,max_regions_first_source_row,TARA_SAMEA2591122_METAG_DAOOLAJL
TARA_SAMEA2622021_METAG_FLDLPNLN,3865_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA2622545_METAG_AOMLOCMG,2,max_regions_first_source_row,TARA_SAMEA2622545_METAG_AOMLOCMG
TARA_SAMEA2622173_METAG_IDOHNLJD,3865_2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002695445,3,3,0,0,0,1,2,0,Bacteria,TARA_SAMEA2622173_METAG_IDOHNLJD,12,max_regions_first_source_row,TARA_SAMEA2622173_METAG_IDOHNLJD
TARA_SAMEA2623116_METAG_NJANHPLD,3866_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA2619548_METAG_LFDBPFBM,12,max_regions_first_source_row,TARA_SAMEA2619548_METAG_LFDBPFBM
GORG_SAMEA6072715_SAGS_AG909G18,3867_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,3,3,0,0,0,0,2,1,Bacteria,GORG_SAMEA6073742_SAGS_AG914G02,3,max_regions_first_source_row,GORG_SAMEA6073742_SAGS_AG914G02
GORG_SAMEA6075394_SAGS_AG404C08,3867_2,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,3,3,0,0,0,0,2,1,Bacteria,GORG_SAMEA6077282_SAGS_AG325E04,9,max_regions_first_source_row,GORG_SAMEA6077282_SAGS_AG325E04
TARA_SAMEA4398094_METAG_OJPBDFHD,3868_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,3,3,0,0,0,1,2,0,Bacteria,TARA_SAMEA4398094_METAG_OJPBDFHD,8,max_regions_first_source_row,TARA_SAMEA4398094_METAG_OJPBDFHD
TARA_SAMEA2591122_METAG_JLACPMFN,3869_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA2591122_METAG_JLACPMFN,6,max_regions_first_source_row,TARA_SAMEA2591122_METAG_JLACPMFN
TARA_SAMEA4397627_METAG_APIAHANE,386_1,TRUE,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp002366715,2,2,0,0,0,0,0,2,Bacteria,TARA_SAMEA4397627_METAG_APIAHANE,2,max_regions_first_source_row,TARA_SAMEA4397627_METAG_APIAHANE
TARA_SAMEA2591122_METAG_ANLACNHN,3870_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002711215,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2619531_METAG_NLDHABCJ,3,max_regions_first_source_row,TARA_SAMEA2619531_METAG_NLDHABCJ
GORG_SAMEA6077193_SAGS_AG319P13,3871_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__TMED96_A;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6077193_SAGS_AG319P13,1,max_regions_first_source_row,GORG_SAMEA6077193_SAGS_AG319P13
MARD_SAMN06075350_REFG_MMP06075350,3872_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens tegetincola,3,3,0,0,0,1,1,1,Bacteria,MARD_SAMN06075350_REFG_MMP06075350,1,max_regions_first_source_row,MARD_SAMN06075350_REFG_MMP06075350
MARD_SAMN05444278_REFG_MMP05444278,3874_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__Psychroflexus salarius,3,3,0,0,0,1,1,1,Bacteria,MARD_SAMN05444278_REFG_MMP05444278,1,max_regions_first_source_row,MARD_SAMN05444278_REFG_MMP05444278
BGEO_SAMN07136523_METAG_KDAPLJDD,3875_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,0,0,0,0,0,0,0,0,Bacteria,BGEO_SAMN07136523_METAG_KDAPLJDD,1,max_regions_first_source_row,BGEO_SAMN07136523_METAG_KDAPLJDD
TARA_SAMEA2591074_METAG_BAIDMBGA,3876_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2591074_METAG_BAIDMBGA,1,max_regions_first_source_row,TARA_SAMEA2591074_METAG_BAIDMBGA
TARA_SAMEA2623919_METAG_ODMMMBFB,3877_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA2623919_METAG_ODMMMBFB,3,max_regions_first_source_row,TARA_SAMEA2623919_METAG_ODMMMBFB
TARA_SAMEA2622478_METAG_MDPKMPMD,3877_2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2622478_METAG_MDPKMPMD,1,max_regions_first_source_row,TARA_SAMEA2622478_METAG_MDPKMPMD
TARA_SAMEA2591057_METAG_IGGGGNIE,3878_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002390455,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA2591057_METAG_IGGGGNIE,2,max_regions_first_source_row,TARA_SAMEA2591057_METAG_IGGGGNIE
TARA_SAMEA2621839_METAG_FBGMGKOC,3879_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2621839_METAG_FBGMGKOC,1,max_regions_first_source_row,TARA_SAMEA2621839_METAG_FBGMGKOC
MARD_SAMN09509732_REFG_MMP09509732,387_0,TRUE,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sulfidaeris,6,6,1,0,0,1,1,3,Bacteria,MARD_SAMN09509732_REFG_MMP09509732,1,max_regions_first_source_row,MARD_SAMN09509732_REFG_MMP09509732
TARA_SAMEA2622097_METAG_DGLIKEIP,3880_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002336305,3,3,0,0,0,1,2,0,Bacteria,TARA_SAMEA2622097_METAG_DGLIKEIP,4,max_regions_first_source_row,TARA_SAMEA2622097_METAG_DGLIKEIP
TARA_SAMEA2622173_METAG_LGCABMKK,3881_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA2622173_METAG_LGCABMKK,2,max_regions_first_source_row,TARA_SAMEA2622173_METAG_LGCABMKK
TARA_SAMEA2622376_METAG_HIADCEMP,3881_2,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002687665,2,2,0,0,0,1,1,0,Bacteria,GORG_SAMEA6068150_SAGS_AH321A07,4,max_regions_first_source_row,GORG_SAMEA6068150_SAGS_AH321A07
GORG_SAMEA6069809_SAGS_AG892M22,3881_3,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,3,3,0,0,0,0,2,1,Bacteria,GORG_SAMEA6069809_SAGS_AG892M22,3,max_regions_first_source_row,GORG_SAMEA6069809_SAGS_AG892M22
TARA_SAMEA2621779_METAG_IKCCLALK,3882_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002364535,3,3,0,0,0,1,2,0,Bacteria,TARA_SAMEA2621812_METAG_GLEIOLJH,2,max_regions_first_source_row,TARA_SAMEA2621812_METAG_GLEIOLJH
TARA_SAMEA2621839_METAG_ICOGKKCB,3882_2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2621839_METAG_ICOGKKCB,1,max_regions_first_source_row,TARA_SAMEA2621839_METAG_ICOGKKCB
TARA_SAMEA2623426_METAG_MNBIHDCN,3883_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2623426_METAG_MNBIHDCN,1,max_regions_first_source_row,TARA_SAMEA2623426_METAG_MNBIHDCN
TARA_SAMEA4396496_METAG_JJJNCIPD,3884_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA4396496_METAG_JJJNCIPD,2,max_regions_first_source_row,TARA_SAMEA4396496_METAG_JJJNCIPD
GORG_SAMEA6076759_SAGS_AG313E13,3885_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076759_SAGS_AG313E13,2,max_regions_first_source_row,GORG_SAMEA6076759_SAGS_AG313E13
GORG_SAMEA6076727_SAGS_AG313C03,3885_2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6076727_SAGS_AG313C03,1,max_regions_first_source_row,GORG_SAMEA6076727_SAGS_AG313C03
BGEO_SAMN07136680_METAG_PCIDNOKA,3886_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,0,0,0,0,0,0,0,0,Bacteria,BGEO_SAMN07136680_METAG_PCIDNOKA,1,max_regions_first_source_row,BGEO_SAMN07136680_METAG_PCIDNOKA
TARA_SAMEA4397355_METAG_CCBENKNF,3887_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA4397472_METAG_BEMLHOEH,24,max_regions_first_source_row,TARA_SAMEA4397472_METAG_BEMLHOEH
TARA_SAMEA4397705_METAG_AANLCPBP,3888_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA4398341_METAG_COFOIMBF,19,max_regions_first_source_row,TARA_SAMEA4398341_METAG_COFOIMBF
TARA_SAMEA2621536_METAG_OOACMHIB,3888_2,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,2,2,0,0,0,0,2,0,Bacteria,TARA_SAMEA2621509_METAG_JHMHGPDJ,5,max_regions_first_source_row,TARA_SAMEA2621509_METAG_JHMHGPDJ
TARA_SAMEA2621990_METAG_OMFNCAAD,3889_1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2621990_METAG_OMFNCAAD,4,max_regions_first_source_row,TARA_SAMEA2621990_METAG_OMFNCAAD
GORG_SAMEA6077977_SAGS_AG337L02,3889_2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6077977_SAGS_AG337L02,1,max_regions_first_source_row,GORG_SAMEA6077977_SAGS_AG337L02
TARA_SAMEA4396515_METAG_CBOBEGLJ,388_0,TRUE,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__,3,3,1,0,0,0,0,2,Bacteria,TARA_SAMEA4396515_METAG_CBOBEGLJ,1,max_regions_first_source_row,TARA_SAMEA4396515_METAG_CBOBEGLJ
TARA_SAMEA2620734_METAG_JCJONJJG,3890_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6070729_SAGS_AG897G22,14,max_regions_first_source_row,GORG_SAMEA6070729_SAGS_AG897G22
TARA_SAMEA2591057_METAG_EKMGAGKB,3891_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__MED-G13 sp002457735,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2619531_METAG_APJADHJG,4,max_regions_first_source_row,TARA_SAMEA2619531_METAG_APJADHJG
TARA_SAMEA2621839_METAG_PILDIOLL,3891_2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2621839_METAG_PILDIOLL,1,max_regions_first_source_row,TARA_SAMEA2621839_METAG_PILDIOLL
GORG_SAMEA6079012_SAGS_AG461K08,3892_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__,0,0,0,0,0,0,0,0,Bacteria,GORG_SAMEA6079012_SAGS_AG461K08,1,max_regions_first_source_row,GORG_SAMEA6079012_SAGS_AG461K08
TARA_SAMEA2623135_METAG_BBIGGPII,3893_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2623135_METAG_BBIGGPII,1,max_regions_first_source_row,TARA_SAMEA2623135_METAG_BBIGGPII
TARA_SAMEA2623155_METAG_DGHPEKDA,3894_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2700405;s__,0,0,0,0,0,0,0,0,Bacteria,MALA_SAMN05421563_METAG_DJIMIDHM,7,max_regions_first_source_row,MALA_SAMN05421563_METAG_DJIMIDHM
TARA_SAMEA2622823_METAG_ODDMHLMN,3894_2,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2700405;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2622837_METAG_ACJGJHLD,2,max_regions_first_source_row,TARA_SAMEA2622837_METAG_ACJGJHLD
TARA_SAMEA2620995_METAG_MDCBFDMI,3894_3,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2700405;s__,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2622499_METAG_ONJGHDNO,14,max_regions_first_source_row,TARA_SAMEA2622499_METAG_ONJGHDNO
TARA_SAMEA2622822_METAG_GNAFLIIP,3895_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2700405;s__,1,1,0,0,0,0,1,0,Bacteria,BATS_SAMN08390925_METAG_BJAOANMI,19,max_regions_first_source_row,BATS_SAMN08390925_METAG_BJAOANMI
TARA_SAMEA2619548_METAG_PPCFJINM,3896_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2700405;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6076951_SAGS_AG319B23,3,max_regions_first_source_row,GORG_SAMEA6076951_SAGS_AG319B23
TARA_SAMEA2621021_METAG_OFJMDNIJ,3896_2,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2700405;s__GCA-2700405 sp002700405,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2622402_METAG_NELKOADF,5,max_regions_first_source_row,TARA_SAMEA2622402_METAG_NELKOADF
TARA_SAMEA2621132_METAG_LCILLIOJ,3897_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6078968_SAGS_AG461G08,6,max_regions_first_source_row,GORG_SAMEA6078968_SAGS_AG461G08
TARA_SAMEA2621254_METAG_JPBJNKCE,3898_0,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2621254_METAG_JPBJNKCE,1,max_regions_first_source_row,TARA_SAMEA2621254_METAG_JPBJNKCE
TARA_SAMEA2620672_METAG_LEAKEELM,3899_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__MED-G13 sp002691265,2,2,0,0,0,0,2,0,Bacteria,BGEO_SAMN07136638_METAG_DHFJAKOF,53,max_regions_first_source_row,BGEO_SAMN07136638_METAG_DHFJAKOF
TARA_SAMEA2619970_METAG_JOMOCMFK,389_0,TRUE,d__Bacteria;p__Nitrospinota;c__2-12-FULL-45-22;o__2-12-FULL-45-22;f__;g__;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2619970_METAG_JOMOCMFK,1,max_regions_first_source_row,TARA_SAMEA2619970_METAG_JOMOCMFK
TARA_SAMEA4397174_METAG_LEHIDIPF,38_1,FALSE,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__,3,3,0,1,0,0,2,0,Bacteria,TARA_SAMEA4397295_METAG_HEGEJJIG,3,max_regions_first_source_row,TARA_SAMEA4397295_METAG_HEGEJJIG
TARA_SAMEA2622843_METAG_ONDFIJHC,3900_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__,1,1,0,0,0,0,1,0,Bacteria,GORG_SAMEA6067785_SAGS_AH287G13,33,max_regions_first_source_row,GORG_SAMEA6067785_SAGS_AH287G13
