"gene","avg_log2FC","pct.1","pct.2","pct_diff","p_val","p_val_adj","sig","size_value","source","nudge_x","nudge_y"
"bg808",-0.527174304121395,0.318952593186771,0.381047406813229,-0.0620948136264578,0.756551255382597,1,"NS",0.0620948136264578,"background",NA,NA
"bg809",1.5045996622025,0.461440080077692,0.238559919922308,0.222880160155384,0.659711601548363,1,"NS",0.222880160155384,"background",NA,NA
"bg810",2.66513950321926,0.427744467377583,0.272255532622417,0.155488934755166,0.471509995521279,1,"NS",0.155488934755166,"background",NA,NA
"bg811",0.798723913156023,0.289636988497333,0.410363011502667,-0.120726023005335,0.106680305855814,0.853442446846515,"NS",0.120726023005335,"background",NA,NA
"bg812",-3.6168773434342,0.244911565475675,0.455088434524325,-0.21017686904865,0.797653744771844,1,"NS",0.21017686904865,"background",NA,NA
"bg813",-1.52440564501794,0.247168056528347,0.452831943471653,-0.205663886943306,0.195286491645966,1,"NS",0.205663886943306,"background",NA,NA
"bg814",3.72124071012126,0.501902595297906,0.198097404702094,0.303805190595812,0.785270872193389,1,"NS",0.303805190595812,"background",NA,NA
"bg815",0.0394956971087635,0.257147387680136,0.442852612319864,-0.185705224639727,0.540080663790694,1,"NS",0.185705224639727,"background",NA,NA
"bg816",-3.64547038703242,0.160606857717085,0.539393142282915,-0.378786284565829,0.51930918204505,1,"NS",0.378786284565829,"background",NA,NA
"bg817",1.60621988648824,0.456235881513734,0.243764118486266,0.212471763027468,0.404453128457302,1,"NS",0.212471763027468,"background",NA,NA
"bg818",-2.18130359729962,0.268132779142751,0.431867220857249,-0.163734441714499,0.551421037878375,1,"NS",0.163734441714499,"background",NA,NA
"bg819",-3.81920789819998,0.114685308729777,0.585314691270223,-0.470629382540446,0.574705341855297,1,"NS",0.470629382540446,"background",NA,NA
"bg820",5.451435635581,0.612625626907677,0.0873743730923229,0.525251253815354,0.702084099295083,1,"NS",0.525251253815354,"background",NA,NA
"bg821",-3.19374280958063,0.21308422238003,0.48691577761997,-0.273831555239941,0.734053144743433,1,"NS",0.273831555239941,"background",NA,NA
"bg822",-1.05754358032631,0.177122112480363,0.522877887519637,-0.345755775039274,0.534525703004794,1,"NS",0.345755775039274,"background",NA,NA
"bg823",1.27317557985067,0.495367546181901,0.204632453818099,0.290735092363801,0.624787677195156,1,"NS",0.290735092363801,"background",NA,NA
"bg824",2.01186755217749,0.40810496281965,0.29189503718035,0.116209925639299,0.526354699935531,1,"NS",0.116209925639299,"background",NA,NA
"bg825",-0.50189723941895,0.186582700424235,0.513417299575765,-0.32683459915153,0.604770633550826,1,"NS",0.32683459915153,"background",NA,NA
"bg826",1.97510791768683,0.383161431921196,0.316838568078804,0.0663228638423925,0.629396281780908,1,"NS",0.0663228638423925,"background",NA,NA
"bg827",0.276384934113159,0.391803240009911,0.308196759990089,0.0836064800198228,0.732013110503787,1,"NS",0.0836064800198228,"background",NA,NA
"bg828",2.83109972204416,0.542482251496143,0.157517748503857,0.384964502992286,0.372288154067006,1,"NS",0.384964502992286,"background",NA,NA
"bg829",2.49264173696918,0.509857133673186,0.190142866326814,0.319714267346372,0.759519067582209,1,"NS",0.319714267346372,"background",NA,NA
"bg830",4.13494277690146,0.531207315549704,0.168792684450296,0.362414631099408,0.780977826828603,1,"NS",0.362414631099408,"background",NA,NA
"bg831",-1.95564877642421,0.19603826136018,0.50396173863982,-0.30792347727964,0.371497034052154,1,"NS",0.30792347727964,"background",NA,NA
"bg832",1.73835588297885,0.40105924468856,0.29894075531144,0.10211848937712,0.608808081985219,1,"NS",0.10211848937712,"background",NA,NA
"bg833",2.56488402624125,0.322675764632417,0.377324235367583,-0.0546484707351651,0.416433292295784,1,"NS",0.0546484707351651,"background",NA,NA
"bg834",4.359464243298,0.522803457663743,0.177196542336257,0.345606915327486,0.287807042843429,1,"NS",0.345606915327486,"background",NA,NA
"bg835",-0.64820755064464,0.356806755838469,0.343193244161531,0.0136135116769377,0.644231597031001,1,"NS",0.0136135116769377,"background",NA,NA
"bg836",4.05669977404348,0.607264235588071,0.0927357644119288,0.514528471176142,0.222134274020325,1,"NS",0.514528471176142,"background",NA,NA
"bg837",-0.70009543581094,0.209564651291919,0.490435348708081,-0.280870697416162,0.686147711804137,1,"NS",0.280870697416162,"background",NA,NA
"bg838",4.20255331976448,0.544226996004868,0.155773003995132,0.388453992009736,0.590610285712872,1,"NS",0.388453992009736,"background",NA,NA
"bg839",2.45848687371684,0.570089877413659,0.129910122586341,0.440179754827318,0.268144330399577,1,"NS",0.440179754827318,"background",NA,NA
"bg840",-3.74448515660643,0.115439753459116,0.584560246540884,-0.469120493081768,0.676307711154921,1,"NS",0.469120493081768,"background",NA,NA
"bg841",-3.55257253635134,0.0782085917703378,0.621791408229662,-0.543582816459324,0.585012889983598,1,"NS",0.543582816459324,"background",NA,NA
"bg842",2.38809863515149,0.536857696546232,0.163142303453768,0.373715393092464,0.631119744415162,1,"NS",0.373715393092464,"background",NA,NA
"bg843",1.46917386229553,0.289576461048011,0.410423538951989,-0.120847077903979,0.054376188157592,0.435009505260736,"NS",0.120847077903979,"background",NA,NA
"bg844",0.113020535862642,0.336091560874401,0.363908439125599,-0.0278168782511975,0.0571523421446327,0.457218737157062,"NS",0.0278168782511975,"background",NA,NA
"bg845",3.31220309891024,0.548973102574179,0.151026897425821,0.397946205148358,0.643386787527939,1,"NS",0.397946205148358,"background",NA,NA
"bg846",1.22891135944617,0.468274920421641,0.231725079578359,0.236549840843281,0.548935861629667,1,"NS",0.236549840843281,"background",NA,NA
"bg847",3.17956710323668,0.614389046507981,0.0856109534920185,0.528778093015963,0.210823379815556,1,"NS",0.528778093015963,"background",NA,NA
"bg848",1.03240084091458,0.406827239844619,0.293172760155381,0.113654479689238,0.691195391533663,1,"NS",0.113654479689238,"background",NA,NA
"bg849",-0.304453305093003,0.186117756334396,0.513882243665604,-0.327764487331207,0.607205085842405,1,"NS",0.327764487331207,"background",NA,NA
"bg850",0.0821733043333763,0.466983773167412,0.233016226832588,0.233967546334823,0.342136273737997,1,"NS",0.233967546334823,"background",NA,NA
"bg851",6.72482927813475,0.610357564466479,0.0896424355335205,0.520715128932959,0.00412661051959731,0.0330128841567785,"NS",0.520715128932959,"background",NA,NA
"bg852",-3.39939683596252,0.270049862567019,0.429950137432981,-0.159900274865961,0.695006776125636,1,"NS",0.159900274865961,"background",NA,NA
"bg853",-0.999226337062604,0.302843283431546,0.397156716568454,-0.0943134331369081,0.713964534338098,1,"NS",0.0943134331369081,"background",NA,NA
"bg854",2.87287659289796,0.447487407151899,0.252512592848101,0.194974814303798,0.390993962314213,1,"NS",0.194974814303798,"background",NA,NA
"bg855",2.5219751468872,0.367626833563902,0.332373166436098,0.0352536671278036,0.124230802278267,0.993846418226138,"NS",0.0352536671278036,"background",NA,NA
"bg856",1.40594866922721,0.460020599823991,0.239979400176008,0.220041199647983,0.743412551139481,1,"NS",0.220041199647983,"background",NA,NA
"bg857",-3.25500315116813,0.140362024707736,0.559637975292264,-0.419275950584528,0.437438724697102,1,"NS",0.419275950584528,"background",NA,NA
"bg858",-3.22932174743635,0.150719987620717,0.549280012379283,-0.398560024758566,0.374293564089574,1,"NS",0.398560024758566,"background",NA,NA
"bg859",-1.76966517872259,0.264695506356144,0.435304493643856,-0.170608987287712,0.433750868119998,1,"NS",0.170608987287712,"background",NA,NA
"bg860",1.11003345655764,0.375519885080547,0.324480114919453,0.0510397701610945,0.401627240201691,1,"NS",0.0510397701610945,"background",NA,NA
"bg861",7.73005740333907,0.560034041596686,0.139965958403314,0.420068083193373,0.014210914301686,0.113687314413488,"NS",0.420068083193373,"background",NA,NA
"bg862",1.28430019267798,0.36560906391449,0.33439093608551,0.0312181278289794,0.0554168473531026,0.443334778824821,"NS",0.0312181278289794,"background",NA,NA
"bg863",-3.78806997213186,0.166004028511157,0.533995971488842,-0.367991942977685,0.562909672707319,1,"NS",0.367991942977685,"background",NA,NA
"bg864",-2.59959730908363,0.217431460326693,0.482568539673307,-0.265137079346614,0.363838296572212,1,"NS",0.265137079346614,"background",NA,NA
"bg865",1.53552170135475,0.44154963209611,0.25845036790389,0.18309926419222,0.76785633572517,1,"NS",0.18309926419222,"background",NA,NA
"bg866",-0.436956044685755,0.275678929430545,0.424321070569455,-0.14864214113891,0.710753013562877,1,"NS",0.14864214113891,"background",NA,NA
"bg867",-2.37175621754036,0.220143481863942,0.479856518136058,-0.259713036272116,0.421951181617798,1,"NS",0.259713036272116,"background",NA,NA
"bg868",4.13202013533135,0.614115635640485,0.085884364359515,0.52823127128097,0.486745578031521,1,"NS",0.52823127128097,"background",NA,NA
"bg869",-5.41306347064601,0.0680933807322412,0.631906619267759,-0.563813238535517,0.373103525358252,1,"NS",0.563813238535517,"background",NA,NA
"bg870",-4.79826416174812,0.0209454732968302,0.67905452670317,-0.65810905340634,0.629960647403728,1,"NS",0.65810905340634,"background",NA,NA
"bg871",-5.57167651423051,0.016715140826364,0.683284859173636,-0.666569718347272,0.702592373388587,1,"NS",0.666569718347272,"background",NA,NA
"bg872",1.34535624940033,0.485701052838794,0.214298947161206,0.271402105677587,0.752767484217649,1,"NS",0.271402105677587,"background",NA,NA
"bg873",1.55140398014743,0.328106904423402,0.371893095576597,-0.043786191153195,0.309700661941664,1,"NS",0.043786191153195,"background",NA,NA
"bg874",-0.355609049872617,0.250056853476903,0.449943146523097,-0.199886293046194,0.767189949396532,1,"NS",0.199886293046194,"background",NA,NA
"bg875",2.6541715835719,0.562422038477844,0.137577961522156,0.424844076955688,0.54872503936314,1,"NS",0.424844076955688,"background",NA,NA
"bg876",-4.77540767521565,0.120376431829286,0.579623568170714,-0.459247136341428,0.292538238960551,1,"NS",0.459247136341428,"background",NA,NA
"bg877",3.49525287252961,0.495401576758249,0.204598423241751,0.290803153516498,0.785267013896257,1,"NS",0.290803153516498,"background",NA,NA
"bg878",2.23091764045374,0.388312187280406,0.311687812719594,0.0766243745608114,0.59001232165168,1,"NS",0.0766243745608114,"background",NA,NA
"bg879",-5.36543929954238,0.151697090249083,0.548302909750917,-0.396605819501834,0.243121958998963,1,"NS",0.396605819501834,"background",NA,NA
"bg880",-0.248507473690635,0.320552738224643,0.379447261775357,-0.0588945235507136,0.54765891559259,1,"NS",0.0588945235507136,"background",NA,NA
"bg881",5.46817776188864,0.616046298249435,0.0839537017505647,0.532092596498871,0.377985300915549,1,"NS",0.532092596498871,"background",NA,NA
"bg882",3.82402120195118,0.607658123943399,0.0923418760566009,0.515316247886798,0.506346502841916,1,"NS",0.515316247886798,"background",NA,NA
"bg883",1.63200036417302,0.40164292528903,0.29835707471097,0.10328585057806,0.554816695047077,1,"NS",0.10328585057806,"background",NA,NA
"bg884",-2.71526993939586,0.14041371306192,0.55958628693808,-0.419172573876161,0.409245550764259,1,"NS",0.419172573876161,"background",NA,NA
"bg885",1.56001655742135,0.46176065810035,0.23823934189965,0.223521316200699,0.207203527492704,1,"NS",0.223521316200699,"background",NA,NA
"bg886",-0.242293217459165,0.438276008139617,0.261723991860383,0.176552016279234,0.47237225851696,1,"NS",0.176552016279234,"background",NA,NA
"bg887",2.76365591956299,0.482561540941577,0.217438459058423,0.265123081883154,0.112982493224787,0.903859945798293,"NS",0.265123081883154,"background",NA,NA
"bg888",-4.89496824760975,0.145171889648714,0.554828110351286,-0.409656220702573,0.520821709863609,1,"NS",0.409656220702573,"background",NA,NA
"bg889",-1.34340949328822,0.274230677171773,0.425769322828227,-0.151538645656454,0.646195139134768,1,"NS",0.151538645656454,"background",NA,NA
"bg890",-0.134291903200177,0.246596806723077,0.453403193276923,-0.206806386553846,0.211459189790534,1,"NS",0.206806386553846,"background",NA,NA
"bg891",2.11602077027452,0.387597587576844,0.312402412423156,0.0751951751536877,0.404580917341867,1,"NS",0.0751951751536877,"background",NA,NA
"bg892",-2.49076339050583,0.236364972680594,0.463635027319406,-0.227270054638812,0.598119816294406,1,"NS",0.227270054638812,"background",NA,NA
"bg893",7.5555107010784,0.626940597378925,0.0730594026210748,0.55388119475785,0.022583126636222,0.180665013089776,"NS",0.55388119475785,"background",NA,NA
"bg894",0.212426923052959,0.302690817102725,0.397309182897275,-0.0946183657945494,0.305704284652369,1,"NS",0.0946183657945494,"background",NA,NA
"bg895",5.763643687548,0.54789611776478,0.15210388223522,0.395792235529561,0.764078937819693,1,"NS",0.395792235529561,"background",NA,NA
"bg896",1.32453562190959,0.416445116985141,0.283554883014859,0.132890233970283,0.623269940489438,1,"NS",0.132890233970283,"background",NA,NA
"bg897",2.72928707134461,0.410516262644188,0.289483737355812,0.121032525288375,0.575995463958476,1,"NS",0.121032525288375,"background",NA,NA
"bg898",-3.99673734165309,0.15616890961377,0.54383109038623,-0.387662180772459,0.269262254878646,1,"NS",0.387662180772459,"background",NA,NA
"bg899",4.70615310451558,0.534674701875731,0.165325298124269,0.369349403751461,0.539875869880896,1,"NS",0.369349403751461,"background",NA,NA
"bg900",1.66399658186193,0.316678165675737,0.383321834324263,-0.0666436686485266,0.297409042927204,1,"NS",0.0666436686485266,"background",NA,NA
"bg901",3.2299314400785,0.473295510228398,0.226704489771602,0.246591020456796,0.410420896713156,1,"NS",0.246591020456796,"background",NA,NA
"bg902",3.11190053532612,0.509571961789352,0.190428038210647,0.319143923578705,0.695191581861116,1,"NS",0.319143923578705,"background",NA,NA
"bg903",-2.10016871689576,0.170222688506745,0.529777311493255,-0.35955462298651,0.352738974899752,1,"NS",0.35955462298651,"background",NA,NA
"bg904",-0.981087248836634,0.310812036253476,0.389187963746524,-0.0783759274930489,0.478776648344705,1,"NS",0.0783759274930489,"background",NA,NA
"bg905",-0.761558866295014,0.402416853831286,0.297583146168714,0.104833707662571,0.720487174833892,1,"NS",0.104833707662571,"background",NA,NA
"bg906",1.34596262159394,0.473419615663087,0.226580384336913,0.246839231326174,0.294604085840518,1,"NS",0.246839231326174,"background",NA,NA
"bg907",0.592020029295399,0.295879310418427,0.404120689581573,-0.108241379163146,0.720579776383471,1,"NS",0.108241379163146,"background",NA,NA
"bg908",-1.09086281899439,0.282682787731528,0.417317212268472,-0.134634424536944,0.0910031851422973,0.728025481138378,"NS",0.134634424536944,"background",NA,NA
"bg909",0.696634919789159,0.406334532900446,0.293665467099554,0.112669065800892,0.707328334707301,1,"NS",0.112669065800892,"background",NA,NA
"bg910",-0.0373724217190331,0.378761643115809,0.321238356884191,0.0575232862316186,0.783817850701744,1,"NS",0.0575232862316186,"background",NA,NA
"bg911",-3.31893154630716,0.149026931583013,0.550973068416987,-0.401946136833975,0.0223430413997266,0.178744331197813,"NS",0.401946136833975,"background",NA,NA
"bg912",-0.908166651217324,0.336698218425417,0.363301781574583,-0.0266035631491663,0.549244418618036,1,"NS",0.0266035631491663,"background",NA,NA
"bg913",-0.0900436941503859,0.27835362629712,0.421646373702879,-0.143292747405759,0.497607383006951,1,"NS",0.143292747405759,"background",NA,NA
"bg914",-3.87261235007446,0.160708671327932,0.539291328672068,-0.378582657344136,0.398445994594833,1,"NS",0.378582657344136,"background",NA,NA
"bg915",0.276272078938544,0.383236793760391,0.316763206239609,0.0664735875207828,0.0672747764689848,0.538198211751878,"NS",0.0664735875207828,"background",NA,NA
"bg916",0.590928846325909,0.352181871263391,0.347818128736609,0.00436374252678172,0.399722699348815,1,"NS",0.00436374252678172,"background",NA,NA
"bg917",-3.0218624251568,0.128844384434759,0.571155615565241,-0.442311231130482,0.53410192878102,1,"NS",0.442311231130482,"background",NA,NA
"bg918",1.17928461972544,0.433206345044566,0.266793654955434,0.166412690089131,0.625116064416943,1,"NS",0.166412690089131,"background",NA,NA
"bg919",-5.25663885099642,0.126034946051448,0.573965053948552,-0.447930107897105,0.0697994293852244,0.558395435081795,"NS",0.447930107897105,"background",NA,NA
"bg920",5.03220600982067,0.461742033240719,0.238257966759281,0.223484066481438,0.625594889694825,1,"NS",0.223484066481438,"background",NA,NA
"bg921",0.745021931186578,0.403485806515567,0.296514193484433,0.106971613031134,0.522596078580013,1,"NS",0.106971613031134,"background",NA,NA
"bg922",-4.64736880299172,0.05093694578455,0.64906305421545,-0.5981261084309,0.406614747424843,1,"NS",0.5981261084309,"background",NA,NA
"bg923",7.62430171555422,0.624810845851966,0.0751891541480337,0.549621691703932,0.686566730685998,1,"NS",0.549621691703932,"background",NA,NA
"bg924",4.73277819412899,0.505171927482066,0.194828072517934,0.310343854964132,0.266586225004401,1,"NS",0.310343854964132,"background",NA,NA
"bg925",0.469010864740597,0.469232085841297,0.230767914158703,0.238464171682595,0.427112913466292,1,"NS",0.238464171682595,"background",NA,NA
"bg926",7.38466581038444,0.646656989980892,0.0533430100191085,0.593313979961783,0.757949689783156,1,"NS",0.593313979961783,"background",NA,NA
"bg927",3.22097017879156,0.518624184229408,0.181375815770591,0.337248368458817,0.0174056120456662,0.13924489636533,"NS",0.337248368458817,"background",NA,NA
"bg928",6.35007000680601,0.563700023040775,0.136299976959225,0.42740004608155,0.469408571197884,1,"NS",0.42740004608155,"background",NA,NA
"bg929",-3.62409286132028,0.19302376978169,0.50697623021831,-0.31395246043662,0.0987955458324868,0.790364366659895,"NS",0.31395246043662,"background",NA,NA
"bg930",-2.98372889153749,0.132548624357756,0.567451375642244,-0.434902751284489,0.481741925304523,1,"NS",0.434902751284489,"background",NA,NA
"bg931",2.40789024739244,0.52804151286796,0.17195848713204,0.35608302573592,0.779707003466319,1,"NS",0.35608302573592,"background",NA,NA
"bg932",-2.04321455810349,0.228206055000753,0.471793944999247,-0.243587889998494,0.597459877451882,1,"NS",0.243587889998494,"background",NA,NA
"bg933",-0.183117898939885,0.30011221853306,0.39988778146694,-0.0997755629338802,0.442941445553675,1,"NS",0.0997755629338802,"background",NA,NA
"bg934",1.48480288165895,0.380721499263359,0.319278500736641,0.0614429985267185,0.296973984393524,1,"NS",0.0614429985267185,"background",NA,NA
"bg935",0.468715152307363,0.173323002382101,0.526676997617898,-0.353353995235797,0.0429382648216561,0.343506118573248,"NS",0.353353995235797,"background",NA,NA
"bg936",0.241685032590627,0.223340219765092,0.476659780234908,-0.253319560469816,0.774706102706026,1,"NS",0.253319560469816,"background",NA,NA
"bg937",0.219897439893634,0.414560750479534,0.285439249520466,0.129121500959067,0.326858677274082,1,"NS",0.129121500959067,"background",NA,NA
"bg938",1.91175842212055,0.433549852943589,0.266450147056411,0.167099705887179,0.797687733504688,1,"NS",0.167099705887179,"background",NA,NA
"bg939",-1.99814486146613,0.210404832718414,0.489595167281586,-0.279190334563172,0.0904878870504908,0.723903096403927,"NS",0.279190334563172,"background",NA,NA
"bg940",-3.7993977766174,0.143726589071019,0.556273410928981,-0.412546821857961,0.204459087629104,1,"NS",0.412546821857961,"background",NA,NA
"bg941",-0.641712198736821,0.443547586485652,0.256452413514348,0.187095172971304,0.614775782711571,1,"NS",0.187095172971304,"background",NA,NA
"bg942",6.49982706585783,0.56856804264402,0.13143195735598,0.437136085288039,0.0951690698515158,0.761352558812127,"NS",0.437136085288039,"background",NA,NA
"bg943",-2.37495173709,0.264181409811513,0.435818590188487,-0.171637180376975,0.264424982564989,1,"NS",0.171637180376975,"background",NA,NA
"bg944",-2.03323110831934,0.189532508301759,0.510467491698241,-0.320934983396482,0.776550638853107,1,"NS",0.320934983396482,"background",NA,NA
"bg945",0.682398219988731,0.348295401775871,0.351704598224129,-0.00340919644825874,0.615028205569368,1,"NS",0.00340919644825874,"background",NA,NA
"bg946",0.327984887380937,0.360823898671442,0.339176101328558,0.0216477973428845,0.0372225479183253,0.297780383346602,"NS",0.0216477973428845,"background",NA,NA
"bg947",1.25050575604176,0.328034437100009,0.371965562899991,-0.0439311257999823,0.566122651226819,1,"NS",0.0439311257999823,"background",NA,NA
"bg948",-4.44478869649744,0.142892993713502,0.557107006286498,-0.414214012572996,0.353613247728907,1,"NS",0.414214012572996,"background",NA,NA
"bg949",0.721947061912877,0.3313623315402,0.3686376684598,-0.0372753369195992,0.212566194209736,1,"NS",0.0372753369195992,"background",NA,NA
"bg950",2.9755965332655,0.445766910970092,0.254233089029907,0.191533821940185,0.0735531368998345,0.588425095198676,"NS",0.191533821940185,"background",NA,NA
"bg951",-2.01816925714081,0.295431223077509,0.404568776922491,-0.109137553844982,0.505222497731214,1,"NS",0.109137553844982,"background",NA,NA
"bg952",-3.64023583181599,0.140762989190047,0.559237010809953,-0.418474021619905,0.196393349286169,1,"NS",0.418474021619905,"background",NA,NA
"bg953",-3.02879534300577,0.139489220989045,0.560510779010954,-0.421021558021909,0.464027480460936,1,"NS",0.421021558021909,"background",NA,NA
"bg954",1.90818302628127,0.401665252051449,0.298334747948551,0.103330504102898,0.733135411936324,1,"NS",0.103330504102898,"background",NA,NA
"bg955",-1.3267489773605,0.233241790632379,0.466758209367621,-0.233516418735242,0.774236401538132,1,"NS",0.233516418735242,"background",NA,NA
"bg956",-3.71916574011452,0.180273514460719,0.519726485539281,-0.339452971078563,0.623169542538002,1,"NS",0.339452971078563,"background",NA,NA
"bg957",-0.690088104239091,0.164541859119225,0.535458140880775,-0.37091628176155,0.407339627137873,1,"NS",0.37091628176155,"background",NA,NA
"bg958",-5.11954890413732,0.165315548744047,0.534684451255953,-0.369368902511906,0.325285733247641,1,"NS",0.369368902511906,"background",NA,NA
"bg959",0.238117172198396,0.347725075986316,0.352274924013684,-0.00454984802736862,0.679653938216856,1,"NS",0.00454984802736862,"background",NA,NA
"bg960",0.879246785473103,0.350072606363265,0.349927393636735,0.000145212726529217,0.360786539435387,1,"NS",0.000145212726529217,"background",NA,NA
"bg961",1.83496628370027,0.416155073112848,0.283844926887152,0.132310146225695,0.192660840640077,1,"NS",0.132310146225695,"background",NA,NA
"bg962",2.18964079840867,0.46962144746841,0.23037855253159,0.239242894936819,0.35251100218622,1,"NS",0.239242894936819,"background",NA,NA
"bg963",3.43984008231944,0.45803804370187,0.24196195629813,0.216076087403739,0.590463334448636,1,"NS",0.216076087403739,"background",NA,NA
"bg964",6.13939850259683,0.533188858535286,0.166811141464714,0.366377717070573,0.616035803772043,1,"NS",0.366377717070573,"background",NA,NA
"bg965",3.32428882291795,0.50130693446114,0.19869306553886,0.30261386892228,0.736310585469008,1,"NS",0.30261386892228,"background",NA,NA
"bg966",-3.5364870555796,0.164785035630556,0.535214964369444,-0.370429928738888,0.47096537437127,1,"NS",0.370429928738888,"background",NA,NA
"bg967",5.60994709118373,0.636269215054714,0.0637307849452863,0.572538430109428,0.44908795695845,1,"NS",0.572538430109428,"background",NA,NA
"bg968",0.193665814740268,0.308751127269146,0.391248872730854,-0.0824977454617078,0.466810652307235,1,"NS",0.0824977454617078,"background",NA,NA
"bg969",4.53927910928449,0.64855646800807,0.0514435319919299,0.59711293601614,0.683344082425581,1,"NS",0.59711293601614,"background",NA,NA
"bg970",2.36813191882647,0.442521463929131,0.257478536070869,0.185042927858262,0.788967811953509,1,"NS",0.185042927858262,"background",NA,NA
"bg971",-1.79067876803372,0.310388075445879,0.389611924554121,-0.0792238491082414,0.312074693746632,1,"NS",0.0792238491082414,"background",NA,NA
"bg972",4.74605837940826,0.580326534435076,0.119673465564924,0.460653068870152,0.125075419052504,1,"NS",0.460653068870152,"background",NA,NA
"bg973",1.26081589909691,0.357402881132118,0.342597118867882,0.0148057622642353,0.37041807316523,1,"NS",0.0148057622642353,"background",NA,NA
"bg974",7.86892036025853,0.662779416096992,0.0372205839030078,0.625558832193984,0.158327829747228,1,"NS",0.625558832193984,"background",NA,NA
"bg975",1.01499476243693,0.196907795876985,0.503092204123015,-0.30618440824603,0.126906311449828,1,"NS",0.30618440824603,"background",NA,NA
"bg976",2.41012449615162,0.519262791865939,0.180737208134061,0.338525583731877,0.448244298247388,1,"NS",0.338525583731877,"background",NA,NA
"bg977",5.2633687906426,0.562394118796462,0.137605881203538,0.424788237592925,0.712223662672797,1,"NS",0.424788237592925,"background",NA,NA
"bg978",0.537024725995363,0.288430949574011,0.411569050425989,-0.123138100851978,0.33958700920199,1,"NS",0.123138100851978,"background",NA,NA
"bg979",-0.751449205624529,0.352568338099025,0.347431661900975,0.00513667619805,0.730783562921453,1,"NS",0.00513667619805,"background",NA,NA
"bg980",-0.222726283155137,0.293610476891191,0.406389523108809,-0.112779046217618,0.374719843416009,1,"NS",0.112779046217618,"background",NA,NA
"bg981",-3.17758156798424,0.219008591069572,0.480991408930428,-0.261982817860855,0.35426031671348,1,"NS",0.261982817860855,"background",NA,NA
"bg982",-3.16951816799496,0.165125592865473,0.534874407134527,-0.369748814269054,0.438488490515621,1,"NS",0.369748814269054,"background",NA,NA
"bg983",2.70158928874693,0.547885310465366,0.152114689534634,0.395770620930732,0.175002272087149,1,"NS",0.395770620930732,"background",NA,NA
"bg984",-1.93903687079831,0.224820323225731,0.475179676774269,-0.250359353548537,0.307907776933629,1,"NS",0.250359353548537,"background",NA,NA
"bg985",1.99477640658971,0.47469009075168,0.22530990924832,0.249380181503359,0.394257844125386,1,"NS",0.249380181503359,"background",NA,NA
"bg986",-1.49454161295318,0.23284536373879,0.46715463626121,-0.234309272522419,0.326331755178515,1,"NS",0.234309272522419,"background",NA,NA
"bg987",-1.73082241679792,0.309200545215909,0.390799454784091,-0.0815989095681818,0.0302306183148176,0.24184494651854,"NS",0.0815989095681818,"background",NA,NA
"bg988",2.01517061714745,0.482632921258974,0.217367078741026,0.265265842517947,0.732128088688478,1,"NS",0.265265842517947,"background",NA,NA
"bg989",-3.16069960212659,0.225315804584395,0.474684195415605,-0.24936839083121,0.250405510568526,1,"NS",0.24936839083121,"background",NA,NA
"bg990",2.68021931830178,0.5149144682725,0.1850855317275,0.329828936544999,0.497537166649941,1,"NS",0.329828936544999,"background",NA,NA
"bg991",4.43568052434999,0.561808827871116,0.138191172128884,0.423617655742232,0.25914581877389,1,"NS",0.423617655742232,"background",NA,NA
"bg992",-0.58821320366101,0.324796974094927,0.375203025905073,-0.0504060518101459,0.366142826195806,1,"NS",0.0504060518101459,"background",NA,NA
"bg993",0.5634705608315,0.326047162265158,0.373952837734842,-0.0479056754696847,0.510718734825496,1,"NS",0.0479056754696847,"background",NA,NA
"bg994",-1.16631357272588,0.250441228705953,0.449558771294047,-0.199117542588094,0.664761811494827,1,"NS",0.199117542588094,"background",NA,NA
"bg995",0.627865938102199,0.288519439683207,0.411480560316793,-0.122961120633586,0.398686138059245,1,"NS",0.122961120633586,"background",NA,NA
"bg996",2.25764903459733,0.476864413806733,0.223135586193267,0.253728827613467,0.784509247502079,1,"NS",0.253728827613467,"background",NA,NA
"bg997",-4.7027683544686,0.113676877268146,0.586323122731853,-0.472646245463707,0.0285883250250481,0.228706600200385,"NS",0.472646245463707,"background",NA,NA
"bg998",-2.2469005628252,0.249006265158625,0.450993734841375,-0.20198746968275,0.313697528494289,1,"NS",0.20198746968275,"background",NA,NA
"bg999",0.755792629377154,0.411583070828618,0.288416929171382,0.123166141657237,0.2312781930333,1,"NS",0.123166141657237,"background",NA,NA
"bg1000",1.16158628060698,0.310257299571136,0.389742700428864,-0.0794854008577276,0.238052111733938,1,"NS",0.0794854008577276,"background",NA,NA
"bg1001",3.85330488537233,0.543950583940863,0.156049416059137,0.387901167881727,0.168799325552536,1,"NS",0.387901167881727,"background",NA,NA
"bg1002",-1.08725892611167,0.149561420543322,0.550438579456678,-0.400877158913356,0.632872795946896,1,"NS",0.400877158913356,"background",NA,NA
"bg1003",-1.97188049203446,0.319616021075097,0.380383978924903,-0.0607679578498063,0.110182604943402,0.881460839547217,"NS",0.0607679578498063,"background",NA,NA
"bg1004",-0.23960918073636,0.44655962032083,0.25344037967917,0.19311924064166,0.240669167703949,1,"NS",0.19311924064166,"background",NA,NA
"bg1005",3.28370202387443,0.509255741471534,0.190744258528466,0.318511482943068,0.756751448914874,1,"NS",0.318511482943068,"background",NA,NA
