cell,umap_1,umap_2,RNA_snn_res.0.5,newMainCellTypes
cell_02420,-5.53494,-7.33454,2,Fibroblast
cell_02421,-4.99415,-7.41370,2,Fibroblast
cell_02422,-6.54886,-7.41189,2,Fibroblast
cell_02423,-4.88020,-8.39542,2,Fibroblast
cell_02424,-5.51570,-8.92998,2,Fibroblast
cell_02425,-7.59063,-7.95560,2,Fibroblast
cell_02426,-5.23714,-6.83789,2,Fibroblast
cell_02427,-5.80451,-6.95855,2,Fibroblast
cell_02428,-6.13746,-7.68895,2,Fibroblast
cell_02429,-6.23929,-9.00918,2,Fibroblast
cell_02430,-5.88604,-8.15014,2,Fibroblast
cell_02431,-6.76129,-7.67588,2,Fibroblast
cell_02432,-4.54534,-8.44774,2,Fibroblast
cell_02433,-5.84862,-7.37385,2,Fibroblast
cell_02434,-5.33142,-8.52492,2,Fibroblast
cell_02435,-4.82582,-7.70635,2,Fibroblast
cell_02436,-5.87806,-8.09975,2,Fibroblast
cell_02437,-6.91455,-8.15780,2,Fibroblast
cell_02438,-5.61039,-8.02508,2,Fibroblast
cell_02439,-5.79499,-7.59642,2,Fibroblast
cell_02440,-6.70756,-8.29698,2,Fibroblast
cell_02441,-5.57871,-7.59369,2,Fibroblast
cell_02442,-6.66021,-6.97273,2,Fibroblast
cell_02443,-6.16851,-5.40229,2,Fibroblast
cell_02444,-6.11551,-8.32917,2,Fibroblast
cell_02445,-6.83139,-6.73271,2,Fibroblast
cell_02446,-5.87433,-7.63926,2,Fibroblast
cell_02447,-4.91163,-7.42949,2,Fibroblast
cell_02448,-7.11413,-8.26718,2,Fibroblast
cell_02449,-5.98517,-8.82609,2,Fibroblast
cell_02450,-6.08512,-8.82674,2,Fibroblast
cell_02451,-6.05414,-8.57372,2,Fibroblast
cell_02452,-4.89635,-8.19255,2,Fibroblast
cell_02453,-6.05487,-7.52310,2,Fibroblast
cell_02454,-4.23864,-8.82384,2,Fibroblast
cell_02455,-4.64125,-8.18888,2,Fibroblast
cell_02456,-6.56470,-7.66719,2,Fibroblast
cell_02457,-6.50445,-8.07841,2,Fibroblast
cell_02458,-5.67208,-7.70674,2,Fibroblast
cell_02459,-5.98885,-6.83954,2,Fibroblast
cell_02460,-5.98722,-7.33207,2,Fibroblast
cell_02461,-4.47559,-7.94880,2,Fibroblast
cell_02462,-6.77148,-8.82904,2,Fibroblast
cell_02463,-6.85297,-7.82762,2,Fibroblast
cell_02464,-4.68048,-7.03424,2,Fibroblast
cell_02465,-7.08837,-7.57006,2,Fibroblast
cell_02466,-6.69514,-8.76693,2,Fibroblast
cell_02467,-5.36940,-6.84936,2,Fibroblast
cell_02468,-7.02915,-7.54198,2,Fibroblast
cell_02469,-6.39685,-7.04978,2,Fibroblast
cell_02470,-5.88542,-6.98243,2,Fibroblast
cell_02471,-5.86567,-7.46275,2,Fibroblast
cell_02472,-6.44328,-7.48886,2,Fibroblast
cell_02473,-7.29383,-6.77494,2,Fibroblast
cell_02474,-5.16498,-6.92535,2,Fibroblast
cell_02475,-7.91879,-6.65452,2,Fibroblast
cell_02476,-6.86351,-7.92205,2,Fibroblast
cell_02477,-7.23416,-9.51471,2,Fibroblast
cell_02478,-7.13255,-8.24500,2,Fibroblast
cell_02479,-5.50225,-7.45400,2,Fibroblast
cell_02480,-6.18702,-7.84669,2,Fibroblast
cell_02481,-6.28663,-7.84081,2,Fibroblast
cell_02482,-6.71262,-8.51210,2,Fibroblast
cell_02483,-5.10938,-6.73183,2,Fibroblast
cell_02484,-4.76299,-8.34502,2,Fibroblast
cell_02485,-5.36220,-6.98285,2,Fibroblast
cell_02486,-5.72896,-7.62657,2,Fibroblast
cell_02487,-7.27515,-6.82275,2,Fibroblast
cell_02488,-6.98918,-7.37625,2,Fibroblast
cell_02489,-6.45429,-8.32833,2,Fibroblast
cell_02490,-5.58690,-8.04596,2,Fibroblast
cell_02491,-6.56006,-8.28255,2,Fibroblast
cell_02492,-6.18242,-7.39365,2,Fibroblast
cell_02493,-6.81981,-7.40627,2,Fibroblast
cell_02494,-5.95785,-8.87307,2,Fibroblast
cell_02495,-5.46903,-8.23587,2,Fibroblast
cell_02496,-5.27234,-8.09450,2,Fibroblast
cell_02497,-5.36182,-8.14021,2,Fibroblast
cell_02498,-5.05724,-7.96928,2,Fibroblast
cell_02499,-6.80013,-6.79459,2,Fibroblast
cell_02500,-6.88942,-8.58145,2,Fibroblast
cell_02501,-4.45232,-7.67854,2,Fibroblast
cell_02502,-6.43910,-7.18694,2,Fibroblast
cell_02503,-5.99657,-9.21075,2,Fibroblast
cell_02504,-6.31180,-8.57662,2,Fibroblast
cell_02505,-6.28066,-7.98242,2,Fibroblast
cell_02506,-4.56866,-8.16436,2,Fibroblast
cell_02507,-6.24599,-7.44484,2,Fibroblast
cell_02508,-7.04045,-7.76528,2,Fibroblast
cell_02509,-7.01464,-9.48942,2,Fibroblast
cell_02510,-4.45963,-9.31763,2,Fibroblast
cell_02511,-4.55024,-8.49047,2,Fibroblast
cell_02512,-6.27618,-8.72927,2,Fibroblast
cell_02513,-6.91705,-8.16355,2,Fibroblast
cell_02514,-5.22917,-8.79956,2,Fibroblast
cell_02515,-6.75580,-8.26178,2,Fibroblast
cell_02516,-7.11902,-8.52950,2,Fibroblast
cell_02517,-6.38115,-7.25383,2,Fibroblast
cell_02518,-5.02543,-8.70883,2,Fibroblast
cell_02519,-4.49143,-6.91846,2,Fibroblast
cell_02520,-6.05227,-7.19421,2,Fibroblast
cell_02521,-7.46572,-8.58629,5,Fibroblast
cell_02522,-6.44321,-8.05356,5,Fibroblast
cell_02523,-5.99417,-8.28042,5,Fibroblast
cell_02524,-6.53181,-8.83340,5,Fibroblast
cell_02525,-5.48525,-7.12067,5,Fibroblast
cell_02526,-7.67645,-9.88061,5,Fibroblast
cell_02527,-7.80516,-8.26230,5,Fibroblast
cell_02528,-7.38824,-7.13314,5,Fibroblast
cell_02529,-7.48898,-8.64629,5,Fibroblast
cell_02530,-6.40664,-7.97263,5,Fibroblast
cell_02531,-6.30932,-8.11546,5,Fibroblast
cell_02532,-6.23276,-8.18396,5,Fibroblast
cell_02533,-4.66494,-7.91310,5,Fibroblast
cell_02534,-6.33503,-9.40366,5,Fibroblast
cell_02535,-5.83163,-6.89592,5,Fibroblast
cell_02536,-7.90679,-8.16702,5,Fibroblast
cell_02537,-6.41692,-7.64243,5,Fibroblast
cell_02538,-6.57662,-8.99188,5,Fibroblast
cell_02539,-8.41155,-7.71355,5,Fibroblast
cell_02540,-6.61157,-8.62239,5,Fibroblast
cell_02541,-6.47428,-8.11690,5,Fibroblast
cell_02542,-6.20664,-8.11621,5,Fibroblast
cell_02543,-7.30557,-8.76728,5,Fibroblast
cell_02544,-7.98343,-8.63549,5,Fibroblast
cell_02545,-6.03690,-8.29550,5,Fibroblast
cell_02546,-6.66502,-8.43610,5,Fibroblast
cell_02547,-7.50216,-9.61284,5,Fibroblast
cell_02548,-6.20383,-8.75139,5,Fibroblast
cell_02549,-7.80113,-7.65987,5,Fibroblast
cell_02550,-6.47737,-8.06501,5,Fibroblast
cell_02551,-8.22087,-8.73383,5,Fibroblast
cell_02552,-6.58992,-8.87327,5,Fibroblast
cell_02553,-5.57476,-7.54257,5,Fibroblast
cell_02554,-8.73560,-8.25986,5,Fibroblast
cell_02555,-6.74300,-9.29759,5,Fibroblast
cell_02556,-6.12851,-6.82091,5,Fibroblast
cell_02557,-7.26197,-8.39085,5,Fibroblast
cell_02558,-7.24500,-9.15575,5,Fibroblast
cell_02559,-5.86937,-7.88812,5,Fibroblast
cell_02560,-8.23253,-7.47581,5,Fibroblast
cell_02561,-7.39400,-7.76598,5,Fibroblast
cell_02562,-7.68699,-8.63969,5,Fibroblast
cell_02563,-5.90601,-8.46359,5,Fibroblast
cell_02564,-6.31605,-8.92699,5,Fibroblast
cell_02565,-8.28650,-8.15180,5,Fibroblast
cell_02566,-7.17573,-8.24503,5,Fibroblast
cell_02567,-6.48674,-8.05144,5,Fibroblast
cell_02568,-7.09740,-9.23713,5,Fibroblast
cell_02569,-7.32172,-7.77125,5,Fibroblast
cell_02570,-6.32726,-6.18321,5,Fibroblast
cell_02571,-6.91368,-7.77119,5,Fibroblast
cell_02572,-8.05203,-8.14219,5,Fibroblast
cell_02573,-6.38935,-8.50640,5,Fibroblast
cell_02574,-6.23921,-9.70367,5,Fibroblast
cell_02575,-6.06975,-8.10234,5,Fibroblast
cell_02576,-7.68693,-8.54923,5,Fibroblast
cell_02577,-4.86295,-7.52191,5,Fibroblast
cell_02578,-6.02400,-8.28022,5,Fibroblast
cell_02579,-7.98434,-8.70616,5,Fibroblast
cell_02580,-8.61618,-7.76733,5,Fibroblast
cell_02581,-6.28722,-8.43178,5,Fibroblast
cell_02582,-6.96108,-8.30201,5,Fibroblast
cell_02583,-6.11645,-8.53309,5,Fibroblast
cell_02584,-7.29025,-7.51207,5,Fibroblast
cell_02585,-7.84207,-7.90137,5,Fibroblast
cell_02586,-7.20591,-8.54794,5,Fibroblast
cell_02587,-6.58096,-7.66934,5,Fibroblast
cell_02588,-5.24533,-8.27925,5,Fibroblast
cell_02589,-7.19962,-8.20489,5,Fibroblast
cell_02590,-4.47153,-9.48221,5,Fibroblast
cell_02591,-7.79612,-7.51701,5,Fibroblast
cell_02592,-6.35282,-8.63786,5,Fibroblast
cell_02593,-6.30502,-7.55200,5,Fibroblast
cell_02594,-7.06983,-9.78544,5,Fibroblast
cell_02595,-6.76039,-8.93933,5,Fibroblast
cell_02596,-7.34025,-7.59389,5,Fibroblast
cell_02597,-4.52134,-8.54766,5,Fibroblast
cell_02598,-9.11168,-7.36229,5,Fibroblast
cell_02599,-5.10137,-8.22942,5,Fibroblast
cell_02600,-8.10509,-8.50275,5,Fibroblast
cell_02601,-6.99008,-8.08468,5,Fibroblast
cell_02602,-6.33063,-7.38643,5,Fibroblast
cell_02603,-6.63273,-8.06875,5,Fibroblast
cell_02604,-7.41972,-8.76959,5,Fibroblast
cell_02605,-8.17121,-7.58586,5,Fibroblast
cell_02606,-7.74475,-7.88096,5,Fibroblast
cell_02607,-6.47526,-8.46521,5,Fibroblast
cell_02608,-7.28261,-8.56269,5,Fibroblast
cell_02609,-7.45109,-9.75159,5,Fibroblast
cell_02610,-7.37353,-8.03090,5,Fibroblast
cell_02611,-5.74332,-7.63281,5,Fibroblast
cell_02612,-6.50069,-9.49987,5,Fibroblast
cell_02613,-6.44874,-8.40846,5,Fibroblast
cell_02614,-6.94151,-8.26401,5,Fibroblast
cell_02615,-8.36855,-8.55220,5,Fibroblast
cell_02616,-5.74036,-8.79640,5,Fibroblast
cell_02617,-5.99558,-7.48214,5,Fibroblast
cell_02618,-5.84516,-7.69899,5,Fibroblast
cell_02619,-8.74907,-7.78455,5,Fibroblast
cell_02620,-7.12752,-8.88155,5,Fibroblast
cell_02621,-8.00424,-7.69035,5,Fibroblast
cell_02622,-6.58047,-8.60401,5,Fibroblast
cell_02623,-7.33010,-8.05173,5,Fibroblast
cell_02624,-7.21962,-9.70888,5,Fibroblast
cell_02625,-6.73075,-7.13455,5,Fibroblast
cell_02626,-7.98927,-7.80066,5,Fibroblast
cell_02627,-6.63758,-8.83045,5,Fibroblast
cell_02628,-6.50539,-8.46325,5,Fibroblast
cell_02629,-5.60713,-8.49419,5,Fibroblast
cell_02630,-7.27787,-7.29360,5,Fibroblast
cell_02631,-7.08697,-8.32959,5,Fibroblast
cell_02632,-9.31913,-6.35946,5,Fibroblast
cell_02633,-6.23579,-7.72414,5,Fibroblast
cell_02634,-7.44187,-8.59599,5,Fibroblast
cell_02635,-6.91896,-7.62553,5,Fibroblast
cell_02636,-5.67445,-8.79884,5,Fibroblast
cell_02637,-7.27923,-7.90099,5,Fibroblast
cell_02638,-5.88268,-8.91515,5,Fibroblast
cell_02639,-7.24937,-8.78444,5,Fibroblast
cell_02640,-6.23858,-7.99918,5,Fibroblast
cell_02641,-6.34746,-7.68895,5,Fibroblast
cell_02642,-6.92124,-8.17805,5,Fibroblast
cell_02643,-5.40260,-9.95394,5,Fibroblast
cell_02644,-6.91300,-7.49697,5,Fibroblast
cell_02645,-6.17133,-8.48560,5,Fibroblast
cell_02646,-7.59066,-8.18307,5,Fibroblast
cell_02647,-6.76577,-9.56117,5,Fibroblast
cell_02648,-5.52050,-9.44812,5,Fibroblast
cell_02649,-6.86193,-9.08444,5,Fibroblast
cell_02650,-7.67478,-6.92396,5,Fibroblast
cell_02651,-7.44410,-8.06821,5,Fibroblast
cell_02652,-7.23219,-9.24527,5,Fibroblast
cell_02653,-7.68526,-8.77982,5,Fibroblast
cell_02654,-6.20743,-7.58034,5,Fibroblast
cell_02655,-8.22907,-7.78400,5,Fibroblast
cell_02656,-6.56396,-8.83106,5,Fibroblast
cell_02657,-6.88086,-7.99600,5,Fibroblast
cell_02658,-6.94123,-7.67892,5,Fibroblast
cell_02659,-6.16038,-8.36311,5,Fibroblast
cell_02660,-7.36017,-8.01004,5,Fibroblast
cell_02661,-6.28579,-6.98939,5,Fibroblast
cell_02662,-7.81447,-8.20583,5,Fibroblast
cell_02663,-7.46735,-9.04897,5,Fibroblast
cell_02664,-6.62110,-7.71543,5,Fibroblast
cell_02665,-6.50745,-8.41030,5,Fibroblast
cell_02666,-5.87824,-8.36281,5,Fibroblast
cell_02667,-7.01457,-9.04051,5,Fibroblast
cell_02668,-7.17738,-7.65158,5,Fibroblast
cell_02669,-6.85603,-7.97571,5,Fibroblast
cell_02670,-5.54314,-8.47254,5,Fibroblast
cell_02671,-6.64991,-8.25458,5,Fibroblast
cell_02672,-6.14642,-9.12041,5,Fibroblast
cell_02673,-5.04372,-8.83253,5,Fibroblast
cell_02674,-4.80847,-7.99347,5,Fibroblast
cell_02675,-6.37830,-8.76389,5,Fibroblast
cell_02676,-6.90942,-7.40729,5,Fibroblast
cell_02677,-5.74618,-8.20448,5,Fibroblast
cell_02678,-6.90947,-8.55555,5,Fibroblast
cell_02679,-7.06927,-9.30882,5,Fibroblast
cell_02680,-7.03955,-7.60793,5,Fibroblast
cell_02681,-6.68967,-7.92324,5,Fibroblast
cell_02682,-7.43293,-9.04597,5,Fibroblast
cell_02683,-7.30772,-7.63114,5,Fibroblast
cell_02684,-7.44878,-8.37149,5,Fibroblast
cell_02685,-7.56219,-9.30270,5,Fibroblast
cell_02686,-7.02066,-8.62884,5,Fibroblast
cell_02687,-5.64715,-7.53241,5,Fibroblast
cell_02688,-6.95876,-8.08671,5,Fibroblast
cell_02689,-5.21216,-7.54343,5,Fibroblast
cell_02690,-5.94618,-8.08554,5,Fibroblast
cell_02691,-6.51991,-8.66587,5,Fibroblast
cell_02692,-5.65489,-7.41710,5,Fibroblast
cell_02693,-6.57033,-7.89690,5,Fibroblast
cell_02694,-5.68089,-9.82779,5,Fibroblast
cell_02695,-7.71477,-8.42971,5,Fibroblast
cell_02696,-6.08316,-8.25536,5,Fibroblast
cell_02697,-7.41319,-8.16485,5,Fibroblast
cell_02698,-8.15002,-8.02696,5,Fibroblast
cell_02699,-7.84818,-7.88328,5,Fibroblast
cell_02700,-5.67000,-8.06415,5,Fibroblast
cell_02701,-4.55756,-8.59098,8,Fibroblast
cell_02702,-4.64318,-9.51107,8,Fibroblast
cell_02703,-6.31816,-7.96860,8,Fibroblast
cell_02704,-7.49018,-8.70470,8,Fibroblast
cell_02705,-6.28128,-8.75117,8,Fibroblast
cell_02706,-5.93851,-8.06819,8,Fibroblast
cell_02707,-4.03758,-8.25426,8,Fibroblast
cell_02708,-6.54892,-8.63588,8,Fibroblast
cell_02709,-6.58074,-8.27048,8,Fibroblast
cell_02710,-3.49956,-8.58067,8,Fibroblast
cell_02711,-5.77348,-8.16855,8,Fibroblast
cell_02712,-5.14232,-8.88773,8,Fibroblast
cell_02713,-5.55368,-8.77731,8,Fibroblast
cell_02714,-5.22085,-8.79881,8,Fibroblast
cell_02715,-4.95634,-8.11233,8,Fibroblast
cell_02716,-5.31525,-8.20098,8,Fibroblast
cell_02717,-5.41825,-8.00178,8,Fibroblast
cell_02718,-5.01692,-9.73385,8,Fibroblast
cell_02719,-6.34742,-9.58147,8,Fibroblast
cell_02720,-4.75899,-8.06389,8,Fibroblast
cell_02721,-6.09233,-7.84183,8,Fibroblast
cell_02722,-4.65638,-9.21089,8,Fibroblast
cell_02723,-6.16868,-9.15735,8,Fibroblast
cell_02724,-5.05131,-9.61783,8,Fibroblast
cell_02725,-5.54444,-8.58074,8,Fibroblast
cell_02726,-4.45194,-9.38669,8,Fibroblast
cell_02727,-4.35625,-9.17453,8,Fibroblast
cell_02728,-5.90260,-9.38277,8,Fibroblast
cell_02729,-4.52598,-8.50959,8,Fibroblast
cell_02730,-5.45261,-10.09991,8,Fibroblast
cell_02731,-6.25247,-8.16972,8,Fibroblast
cell_02732,-6.22632,-10.29689,8,Fibroblast
cell_02733,-7.13167,-8.61846,8,Fibroblast
cell_02734,-5.49626,-7.61952,8,Fibroblast
cell_02735,-5.83609,-8.25263,8,Fibroblast
cell_02736,-6.36954,-8.44412,8,Fibroblast
cell_02737,-6.05619,-9.40790,8,Fibroblast
cell_02738,-5.67641,-8.78492,8,Fibroblast
cell_02739,-6.23574,-8.82624,8,Fibroblast
cell_02740,-5.85688,-7.88191,8,Fibroblast
cell_02741,-4.60472,-8.41563,8,Fibroblast
cell_02742,-5.66912,-9.39394,8,Fibroblast
cell_02743,-6.41846,-8.19076,8,Fibroblast
cell_02744,-6.27443,-9.42684,8,Fibroblast
cell_02745,-4.68240,-7.42285,8,Fibroblast
cell_02746,-6.70968,-8.50870,8,Fibroblast
cell_02747,-4.31472,-8.68342,8,Fibroblast
cell_02748,-5.04434,-8.75883,8,Fibroblast
cell_02749,-5.94770,-9.26147,8,Fibroblast
cell_02750,-6.25891,-9.23410,8,Fibroblast
cell_02751,-4.60654,-8.50887,8,Fibroblast
cell_02752,-5.54835,-8.28516,8,Fibroblast
cell_02753,-5.42934,-8.41015,8,Fibroblast
cell_02754,-3.71267,-9.26298,8,Fibroblast
cell_02755,-4.60385,-9.60537,8,Fibroblast
cell_02756,-6.68285,-7.82234,8,Fibroblast
cell_02757,-4.18949,-8.62002,8,Fibroblast
cell_02758,-6.50740,-9.54368,8,Fibroblast
cell_02759,-4.08968,-8.85794,8,Fibroblast
cell_02760,-4.54552,-8.61376,8,Fibroblast
cell_02761,-7.05731,-8.07743,8,Fibroblast
cell_02762,-5.44370,-8.79743,8,Fibroblast
cell_02763,-5.72949,-8.17431,8,Fibroblast
cell_02764,-6.68705,-7.69370,8,Fibroblast
cell_02765,-5.18048,-8.09763,8,Fibroblast
cell_02766,-6.11412,-7.72307,8,Fibroblast
cell_02767,-5.04626,-9.53336,8,Fibroblast
cell_02768,-5.25148,-8.21647,8,Fibroblast
cell_02769,-5.69255,-8.14803,8,Fibroblast
cell_02770,-5.15668,-10.22330,8,Fibroblast
cell_02771,-4.65420,-9.36982,8,Fibroblast
cell_02772,-4.67682,-9.79638,8,Fibroblast
cell_02773,-4.72808,-8.32619,8,Fibroblast
cell_02774,-4.66026,-9.05042,8,Fibroblast
cell_02775,-5.86814,-9.21272,8,Fibroblast
cell_02776,-4.47182,-7.79428,8,Fibroblast
cell_02777,-7.06457,-8.44223,8,Fibroblast
cell_02778,-4.17519,-8.19252,8,Fibroblast
cell_02779,-5.47358,-8.83435,8,Fibroblast
cell_02780,-5.04476,-7.71062,8,Fibroblast
cell_02781,-6.35808,-9.96871,8,Fibroblast
cell_02782,-3.99821,-9.30606,8,Fibroblast
cell_02783,-5.96635,-7.95288,8,Fibroblast
cell_02784,-5.56472,-8.65159,8,Fibroblast
cell_02785,-5.58964,-8.19916,8,Fibroblast
cell_02786,-6.08394,-8.78089,8,Fibroblast
cell_02787,-6.21243,-8.60842,8,Fibroblast
cell_02788,-5.04047,-8.57678,8,Fibroblast
cell_02789,-5.71371,-7.87855,8,Fibroblast
cell_02790,-4.96930,-7.80507,8,Fibroblast
cell_02791,-5.74260,-8.55058,8,Fibroblast
cell_02792,-6.26487,-8.88221,8,Fibroblast
cell_02793,-4.41993,-8.92644,8,Fibroblast
cell_02794,-6.17587,-9.37266,8,Fibroblast
cell_02795,-6.92231,-8.37224,8,Fibroblast
cell_02796,-5.11365,-9.52044,8,Fibroblast
cell_02797,-4.59890,-8.55277,8,Fibroblast
cell_02798,-4.96453,-8.22223,8,Fibroblast
cell_02799,-5.40750,-8.34268,8,Fibroblast
cell_02800,-4.71492,-8.92683,8,Fibroblast
cell_02801,-5.75202,-8.38236,8,Fibroblast
cell_02802,-6.12329,-9.57614,8,Fibroblast
cell_02803,-5.62394,-8.96637,8,Fibroblast
cell_02804,-5.12103,-8.90200,8,Fibroblast
cell_02805,-4.66504,-8.76388,8,Fibroblast
cell_02806,-4.30314,-8.79799,8,Fibroblast
cell_02807,-5.37568,-9.03819,8,Fibroblast
cell_02808,-6.00839,-7.96750,8,Fibroblast
cell_02809,-6.16332,-8.65646,8,Fibroblast
cell_02810,-5.58829,-9.04495,8,Fibroblast
cell_02811,-4.78763,-9.35983,8,Fibroblast
cell_02812,-4.95985,-8.83192,8,Fibroblast
cell_02813,-5.12338,-8.75059,8,Fibroblast
cell_02814,-6.67853,-8.94185,8,Fibroblast
cell_02815,-5.88651,-9.23804,8,Fibroblast
cell_02816,-5.48947,-8.46272,8,Fibroblast
cell_02817,-5.84143,-7.76796,8,Fibroblast
cell_02818,-5.75521,-7.95892,8,Fibroblast
cell_02819,-6.70221,-8.12021,8,Fibroblast
cell_02820,-6.52533,-8.05451,8,Fibroblast
cell_02821,-4.86339,-9.27716,8,Fibroblast
cell_02822,-5.52537,-7.68108,8,Fibroblast
cell_02823,-3.95946,-7.73777,8,Fibroblast
cell_02824,-3.37895,-8.91724,8,Fibroblast
cell_02825,-5.34963,-8.79640,8,Fibroblast
cell_02826,-5.74043,-8.09082,8,Fibroblast
cell_02827,-4.75961,-8.67338,8,Fibroblast
cell_02828,-4.84798,-8.25410,8,Fibroblast
cell_02829,-5.19993,-8.60914,8,Fibroblast
cell_02830,-5.14905,-7.78200,8,Fibroblast
cell_02831,-6.26146,-9.07289,8,Fibroblast
cell_02832,-5.52840,-8.84131,8,Fibroblast
cell_02833,-5.91609,-8.67432,8,Fibroblast
cell_02834,-5.08451,-9.69402,8,Fibroblast
cell_02835,-3.23930,-8.42868,8,Fibroblast
cell_02836,-6.52861,-8.81315,8,Fibroblast
cell_02837,-4.99641,-9.02805,8,Fibroblast
cell_02838,-4.29867,-9.00904,8,Fibroblast
cell_02839,-5.42762,-8.96059,8,Fibroblast
cell_02840,-3.86470,-7.90445,8,Fibroblast
cell_02841,-7.24812,-8.65451,8,Fibroblast
cell_02842,-6.21901,-9.40381,8,Fibroblast
cell_02843,-4.61430,-8.10057,8,Fibroblast
cell_02844,-6.74769,-8.80835,8,Fibroblast
cell_02845,-5.46831,-9.77574,8,Fibroblast
cell_02846,-6.57092,-8.01571,8,Fibroblast
cell_02847,-6.14071,-9.25856,8,Fibroblast
cell_02848,-5.34554,-8.00776,8,Fibroblast
cell_02849,-5.62427,-10.15579,8,Fibroblast
cell_02850,-6.25710,-8.09494,8,Fibroblast
cell_02851,-6.12007,-8.43768,8,Fibroblast
cell_02852,-5.85956,-8.46042,8,Fibroblast
cell_02853,-5.52965,-7.94470,8,Fibroblast
cell_02854,-4.46999,-9.34209,8,Fibroblast
cell_02855,-5.79864,-8.81223,8,Fibroblast
cell_02856,-6.01012,-8.51594,8,Fibroblast
cell_02857,-6.25259,-8.86339,8,Fibroblast
cell_02858,-5.43378,-8.86630,8,Fibroblast
cell_02859,-6.65829,-9.33585,8,Fibroblast
cell_02860,-4.65637,-8.16440,8,Fibroblast
cell_02861,-5.76419,-9.42323,8,Fibroblast
cell_02862,-4.03636,-8.59622,8,Fibroblast
cell_02863,-6.11951,-9.60676,8,Fibroblast
cell_02864,-6.39657,-8.62289,8,Fibroblast
cell_02865,-5.98937,-8.67201,8,Fibroblast
cell_02866,-5.49352,-8.32273,8,Fibroblast
cell_02867,-3.86740,-8.10823,8,Fibroblast
cell_02868,-5.80019,-7.98433,8,Fibroblast
cell_02869,-4.18800,-8.56675,8,Fibroblast
cell_02870,-5.04313,-8.67438,8,Fibroblast
cell_02871,-7.22481,-8.61879,8,Fibroblast
cell_02872,-5.53181,-8.32613,8,Fibroblast
cell_02873,-5.08290,-7.91188,8,Fibroblast
cell_02874,-4.53335,-9.47761,8,Fibroblast
cell_02875,-4.26948,-8.64992,8,Fibroblast
cell_02876,-6.17536,-8.45466,8,Fibroblast
cell_02877,-3.92942,-8.61846,8,Fibroblast
cell_02878,-4.39379,-9.52431,8,Fibroblast
cell_02879,-7.01835,-8.66856,8,Fibroblast
cell_02880,-6.96568,-8.10309,8,Fibroblast
cell_02881,0.77972,-5.46170,13,Endothelial
cell_02882,1.73778,-4.39270,13,Endothelial
cell_02883,2.08815,-5.45825,13,Endothelial
cell_02884,1.81298,-5.45474,13,Endothelial
cell_02885,1.77605,-5.48660,13,Endothelial
cell_02886,0.35794,-4.62102,13,Endothelial
cell_02887,2.88092,-6.06202,13,Endothelial
cell_02888,2.58382,-5.73405,13,Endothelial
cell_02889,1.96745,-4.96334,13,Endothelial
cell_02890,2.30983,-5.07283,13,Endothelial
cell_02891,1.53754,-4.61902,13,Endothelial
cell_02892,2.60548,-5.50342,13,Endothelial
cell_02893,2.70595,-4.89384,13,Endothelial
cell_02894,0.94331,-4.91042,13,Endothelial
cell_02895,1.91330,-5.53831,13,Endothelial
cell_02896,0.90884,-5.37351,13,Endothelial
cell_02897,2.02081,-4.54184,13,Endothelial
cell_02898,2.15708,-4.74618,13,Endothelial
cell_02899,0.91505,-5.49292,13,Endothelial
cell_02900,0.87258,-4.75369,13,Endothelial
cell_02901,1.82636,-7.06752,13,Endothelial
cell_02902,0.34011,-5.74677,13,Endothelial
cell_02903,0.84747,-5.39365,13,Endothelial
cell_02904,-0.82653,-5.77859,13,Endothelial
cell_02905,1.99350,-5.13707,13,Endothelial
cell_02906,2.07631,-4.23554,13,Endothelial
cell_02907,2.31338,-3.79679,13,Endothelial
cell_02908,1.41256,-5.29212,13,Endothelial
cell_02909,1.43848,-5.90872,13,Endothelial
cell_02910,0.65073,-6.36701,13,Endothelial
cell_02911,1.95377,-6.06303,13,Endothelial
cell_02912,1.78250,-4.13610,13,Endothelial
cell_02913,-0.20438,-5.19538,13,Endothelial
cell_02914,0.87571,-6.25114,13,Endothelial
cell_02915,1.75414,-5.06971,13,Endothelial
cell_02916,1.26781,-5.07059,13,Endothelial
cell_02917,1.50008,-5.75973,13,Endothelial
cell_02918,-0.14539,-4.90738,13,Endothelial
cell_02919,-0.20073,-4.32280,13,Endothelial
cell_02920,0.75123,-5.60315,13,Endothelial
cell_02921,2.38866,-4.78337,13,Endothelial
cell_02922,0.66066,-6.34159,13,Endothelial
cell_02923,1.61797,-5.43945,13,Endothelial
cell_02924,-0.67721,-5.67994,13,Endothelial
cell_02925,1.92428,-5.70222,13,Endothelial
cell_02926,0.20283,-6.11338,13,Endothelial
cell_02927,1.10735,-4.58343,13,Endothelial
cell_02928,2.47794,-6.21615,13,Endothelial
cell_02929,1.43683,-5.31581,13,Endothelial
cell_02930,1.50308,-6.90383,13,Endothelial
cell_02931,-0.17695,-5.61053,13,Endothelial
cell_02932,0.99759,-4.89488,13,Endothelial
cell_02933,1.04363,-5.24811,13,Endothelial
cell_02934,1.16486,-4.70309,13,Endothelial
cell_02935,1.49365,-5.42982,13,Endothelial
cell_02936,1.09905,-6.84707,13,Endothelial
cell_02937,0.23227,-6.57357,13,Endothelial
cell_02938,1.75054,-5.69210,13,Endothelial
cell_02939,2.26955,-4.95533,13,Endothelial
cell_02940,2.85660,-5.29238,13,Endothelial
